zoneid,year,ward_code,total_pop,chinese_ethnic_count,chinese_ethnic_pct,asia_born_count,asia_born_pct,asia_born_pct_is_proxy,pop_16_74,econ_active_rate,unemployment_rate,self_employment_rate,total_hh_spaces,owner_occ_rate,council_rent_rate,private_rent_rate,overcrowd_rate,overcrowd_severe_rate,no_bath_wc_rate,no_car_rate
00BNGJ0038,2001,00BNGJ,306,6,1.96,20,6.54,True,279,54.12,4.3,4.3,133,15.04,12.03,62.41,2.22,2.22,12.14,62.12
00BNGJ0039,2001,00BNGJ,323,5,1.55,21,6.5,True,248,37.5,1.21,3.63,112,24.11,20.54,35.71,0.0,0.0,11.72,53.45
00BNGJ0040,2001,00BNGJ,320,7,2.19,10,3.12,True,289,41.52,1.04,3.11,130,34.62,18.46,38.46,2.27,0.0,11.45,46.32
00BNGJ0041,2001,00BNGJ,357,0,0.0,13,3.64,True,304,47.37,1.97,3.62,148,27.7,3.38,45.27,0.0,0.0,9.09,46.48
00BNGJ0042,2001,00BNGJ,322,3,0.93,44,13.66,True,239,58.16,1.26,9.62,131,70.23,8.4,18.32,2.26,0.0,7.46,31.82
00BNGJ0043,2001,00BNGJ,297,5,1.68,16,5.39,True,281,63.7,3.2,6.41,140,12.86,11.43,63.57,0.0,0.0,10.07,34.59
00BNGJ0044,2001,00BNGJ,272,3,1.1,14,5.15,True,222,42.79,2.7,4.05,115,21.74,5.22,41.74,0.0,0.0,2.65,55.05
00BNGJ0045,2001,00BNGJ,408,3,0.74,20,4.9,True,361,45.98,3.6,0.83,110,23.64,3.64,72.73,0.0,0.0,11.11,48.21
00BNGK0001,2001,00BNGK,278,7,2.52,3,1.08,True,194,56.7,3.61,5.15,110,37.27,50.0,12.73,5.17,2.59,20.51,47.93
00BNGK0002,2001,00BNGK,292,3,1.03,3,1.03,True,168,60.71,3.57,1.79,120,40.83,51.67,7.5,4.92,0.0,21.32,55.74
00BNGK0003,2001,00BNGK,258,6,2.33,6,2.33,True,172,59.3,8.72,1.74,109,33.94,57.8,8.26,0.0,0.0,8.04,46.61
00BNGK0004,2001,00BNGK,304,0,0.0,0,0.0,True,193,54.4,7.77,0.0,140,34.29,56.43,7.14,2.21,0.0,14.39,60.29
00BNGK0005,2001,00BNGK,281,6,2.14,8,2.85,True,174,56.32,1.72,1.72,130,36.15,44.62,16.92,0.0,0.0,9.92,55.3
00BNGK0006,2001,00BNGK,301,0,0.0,6,1.99,True,208,62.98,7.21,2.88,130,50.77,44.62,4.62,2.29,0.0,10.24,35.94
00BNGK0007,2001,00BNGK,324,3,0.93,3,0.93,True,186,52.69,8.06,1.61,131,20.61,74.81,2.29,2.27,0.0,15.22,59.85
00BNGK0008,2001,00BNGK,300,6,2.0,0,0.0,True,181,44.75,8.29,2.21,128,25.78,15.62,8.59,3.12,0.0,7.03,62.99
00BNGK0009,2001,00BNGK,302,0,0.0,0,0.0,True,211,62.56,4.27,1.42,125,41.6,51.2,2.4,2.4,0.0,8.47,49.62
00BNGK0010,2001,00BNGK,299,0,0.0,0,0.0,True,208,57.69,4.81,0.0,122,36.89,55.74,7.38,0.0,0.0,6.92,51.3
00BNGK0011,2001,00BNGK,252,0,0.0,3,1.19,True,200,97.0,1.5,4.5,123,89.43,4.88,5.69,0.0,0.0,0.0,2.52
00BNGK0012,2001,00BNGK,337,0,0.0,0,0.0,True,207,58.45,7.73,2.9,121,37.19,50.41,9.92,0.0,0.0,16.03,52.76
00BNGK0013,2001,00BNGK,245,0,0.0,0,0.0,True,169,62.13,1.78,7.1,112,31.25,66.07,2.68,2.52,0.0,5.5,61.54
00BNGK0014,2001,00BNGK,252,0,0.0,0,0.0,True,179,52.51,3.35,0.0,115,34.78,57.39,7.83,5.31,0.0,8.77,53.91
00BNGK0015,2001,00BNGK,243,3,1.23,3,1.23,True,178,67.98,1.69,3.37,126,53.17,30.95,8.73,0.0,0.0,5.08,39.32
00BNGK0016,2001,00BNGK,283,3,1.06,10,3.53,True,211,83.41,5.69,3.79,134,58.96,27.61,13.43,4.44,0.0,2.42,31.45
00BNGK0017,2001,00BNGK,352,0,0.0,0,0.0,True,223,59.19,5.38,5.38,130,36.92,39.23,5.38,0.0,0.0,9.3,47.73
00BNGK0018,2001,00BNGK,289,7,2.42,3,1.04,True,177,44.07,5.08,3.39,131,22.9,53.44,4.58,4.51,0.0,7.03,56.25
00BNGK0019,2001,00BNGK,277,0,0.0,0,0.0,True,180,63.33,3.89,3.33,126,42.86,52.38,4.76,0.0,0.0,9.84,50.0
00BNGK0020,2001,00BNGK,212,3,1.42,3,1.42,True,149,61.74,19.46,0.0,125,8.8,80.8,5.6,0.0,0.0,6.87,67.74
00BNGK0021,2001,00BNGK,329,6,1.82,6,1.82,True,215,60.0,5.58,4.19,129,42.64,50.39,4.65,2.29,0.0,11.9,57.36
00BNGK0022,2001,00BNGK,270,0,0.0,6,2.22,True,175,52.0,5.14,4.57,116,45.69,51.72,2.59,2.46,0.0,16.41,39.5
00BNGK0023,2001,00BNGK,262,0,0.0,6,2.29,True,188,59.57,4.79,4.26,123,37.4,38.21,4.88,4.8,0.0,7.44,56.0
00BNGK0024,2001,00BNGK,285,6,2.11,11,3.86,True,189,56.61,1.59,1.59,127,40.94,51.18,7.87,0.0,0.0,8.2,49.6
00BNGK0025,2001,00BNGK,297,0,0.0,3,1.01,True,175,55.43,5.14,3.43,123,40.65,53.66,3.25,4.65,0.0,9.09,54.47
00BNGK0026,2001,00BNGK,266,0,0.0,0,0.0,True,181,55.25,2.21,3.87,127,38.58,21.26,7.87,2.27,0.0,5.08,50.77
00BNGK0027,2001,00BNGK,263,0,0.0,6,2.28,True,167,64.67,5.99,0.0,121,40.5,53.72,5.79,0.0,0.0,5.0,49.59
00BNGK0028,2001,00BNGK,245,0,0.0,3,1.22,True,176,72.73,0.0,8.52,113,86.73,2.65,10.62,2.68,2.68,5.41,11.82
00BNGK0029,2001,00BNGK,246,0,0.0,3,1.22,True,192,58.85,8.85,1.56,128,25.78,66.41,7.81,0.0,0.0,12.12,56.39
00BNGK0030,2001,00BNGK,276,6,2.17,8,2.9,True,194,53.61,3.09,2.58,123,37.4,50.41,8.94,0.0,0.0,14.96,53.97
00BNGK0031,2001,00BNGK,341,0,0.0,0,0.0,True,203,55.67,9.36,2.96,123,24.39,68.29,7.32,4.44,0.0,2.59,54.62
00BNGK0032,2001,00BNGK,313,0,0.0,3,0.96,True,222,59.46,7.21,2.7,125,46.4,48.8,2.4,4.41,0.0,12.31,46.51
00BNGK0033,2001,00BNGK,279,0,0.0,4,1.43,True,184,61.96,3.26,4.89,120,54.17,26.67,19.17,0.0,0.0,17.36,33.9
00BNGK0034,2001,00BNGK,302,0,0.0,0,0.0,True,200,51.0,4.5,4.0,130,38.46,51.54,5.38,0.0,0.0,5.08,51.91
00BNGK0035,2001,00BNGK,277,3,1.08,3,1.08,True,163,52.15,5.52,1.84,131,29.01,58.78,12.21,4.58,4.58,5.04,53.6
00BNGK0036,2001,00BNGK,276,3,1.09,5,1.81,True,186,59.14,12.37,3.23,126,34.13,51.59,11.9,9.3,0.0,7.63,45.08
00BNGK0037,2001,00BNGK,320,0,0.0,3,0.94,True,216,55.56,10.19,3.24,129,25.58,65.12,9.3,2.46,0.0,4.69,47.54
00BNGK0038,2001,00BNGK,305,0,0.0,0,0.0,True,209,50.24,5.74,1.91,132,40.15,53.79,6.06,2.19,0.0,13.95,56.15
00BNGK0039,2001,00BNGK,98,0,0.0,3,3.06,True,80,75.0,0.0,23.75,38,50.0,7.89,42.11,0.0,0.0,6.0,0.0
