zoneid,year,ward_code,total_pop,chinese_ethnic_count,chinese_ethnic_pct,asia_born_count,asia_born_pct,asia_born_pct_is_proxy,pop_16_74,econ_active_rate,unemployment_rate,self_employment_rate,total_hh_spaces,owner_occ_rate,council_rent_rate,private_rent_rate,overcrowd_rate,overcrowd_severe_rate,no_bath_wc_rate,no_car_rate
00BNGA0007,2001,00BNGA,284,4,1.41,28,9.86,True,202,40.1,5.94,1.49,125,15.2,16.0,20.0,4.96,0.0,14.63,66.94
00BNGA0008,2001,00BNGA,223,7,3.14,20,8.97,True,177,41.81,5.08,3.39,123,25.2,17.07,21.95,2.52,0.0,16.26,68.29
00BNGA0009,2001,00BNGA,309,0,0.0,33,10.68,True,224,44.2,6.7,2.68,124,28.23,34.68,12.1,4.76,0.0,22.73,62.7
00BNGA0010,2001,00BNGA,300,0,0.0,38,12.67,True,202,51.98,7.43,0.0,133,7.52,11.28,17.29,4.84,2.42,20.15,67.91
00BNGA0011,2001,00BNGA,287,6,2.09,34,11.85,True,205,42.93,5.85,4.39,128,20.31,9.38,33.59,10.08,2.33,18.75,63.57
00BNGA0012,2001,00BNGA,246,3,1.22,20,8.13,True,192,56.25,8.33,2.08,117,56.41,4.27,17.95,2.44,0.0,24.37,58.62
00BNGA0013,2001,00BNGA,275,0,0.0,13,4.73,True,186,48.39,9.68,3.23,133,25.56,25.56,18.05,4.55,2.27,12.59,64.34
00BNGA0014,2001,00BNGA,237,3,1.27,16,6.75,True,164,56.71,5.49,5.49,118,17.8,20.34,28.81,2.5,2.5,14.75,66.39
00BNGA0015,2001,00BNGA,223,6,2.69,14,6.28,True,186,61.29,8.06,6.45,112,61.61,13.39,16.96,0.0,0.0,22.61,46.28
00BNGA0016,2001,00BNGA,261,10,3.83,31,11.88,True,182,51.65,9.34,1.65,120,32.5,6.67,29.17,2.63,0.0,22.61,55.46
00BNGA0017,2001,00BNGA,295,12,4.07,29,9.83,True,212,68.4,4.72,4.25,133,51.13,3.76,30.08,0.0,0.0,23.91,46.27
00BNGA0018,2001,00BNGA,248,4,1.61,15,6.05,True,161,42.86,7.45,1.86,116,13.79,14.66,24.14,0.0,0.0,5.5,71.31
00BNGA0019,2001,00BNGA,297,12,4.04,26,8.75,True,234,52.14,5.13,2.56,139,19.42,18.71,30.22,2.22,0.0,18.71,60.84
00BNGA0020,2001,00BNGA,254,6,2.36,18,7.09,True,202,61.39,12.87,2.97,123,31.71,8.13,19.51,0.0,0.0,27.91,65.04
00BNGA0021,2001,00BNGA,256,6,2.34,36,14.06,True,230,54.35,10.43,5.22,118,42.37,16.1,35.59,0.0,0.0,14.02,61.34
00BNGA0022,2001,00BNGA,249,0,0.0,6,2.41,True,202,58.42,5.94,5.94,123,60.16,6.5,26.02,2.29,0.0,23.36,47.37
00BNGA0023,2001,00BNGA,239,3,1.26,3,1.26,True,181,53.59,3.31,4.97,114,38.6,33.33,14.91,0.0,0.0,11.21,56.78
00BNGA0024,2001,00BNGA,277,3,1.08,7,2.53,True,168,42.26,11.9,4.17,125,7.2,76.8,11.2,4.65,0.0,0.0,63.57
00BNGA0025,2001,00BNGA,310,3,0.97,4,1.29,True,191,46.6,10.99,0.0,119,7.56,56.3,7.56,7.75,4.65,2.46,66.94
00BNGA0026,2001,00BNGA,288,0,0.0,27,9.38,True,224,48.21,6.7,7.59,118,30.51,5.08,46.61,4.58,0.0,20.93,63.71
00BNGA0027,2001,00BNGA,317,3,0.95,6,1.89,True,190,38.42,3.16,1.58,126,5.56,55.56,11.9,3.25,0.0,9.09,70.0
00BNGA0028,2001,00BNGA,349,18,5.16,39,11.17,True,250,38.0,4.4,3.6,125,19.2,35.2,40.8,15.75,8.66,4.88,65.32
00BNGA0029,2001,00BNGA,264,3,1.14,8,3.03,True,163,41.1,15.34,0.0,114,6.14,55.26,11.4,4.96,4.96,2.59,71.55
00BNGA0030,2001,00BNGA,276,0,0.0,15,5.43,True,198,55.05,9.6,6.06,127,30.71,11.81,19.69,3.36,0.0,19.31,69.75
00BNGA0031,2001,00BNGA,225,0,0.0,8,3.56,True,160,38.75,8.75,1.88,124,14.52,11.29,13.71,2.29,2.29,13.33,63.91
00BNGA0032,2001,00BNGA,364,6,1.65,77,21.15,True,272,40.44,3.31,1.47,132,43.18,9.85,27.27,9.02,4.51,16.92,53.23
00BNGA0033,2001,00BNGA,336,13,3.87,67,19.94,True,251,52.99,10.36,5.18,134,28.36,5.22,24.63,4.51,2.26,15.2,59.85
00BNGA0034,2001,00BNGA,263,3,1.14,31,11.79,True,178,50.0,5.62,6.18,116,37.93,23.28,33.62,2.56,0.0,14.29,63.06
00BNGA0035,2001,00BNGA,296,3,1.01,22,7.43,True,211,48.34,5.69,1.9,121,26.45,11.57,26.45,9.16,6.87,9.57,63.41
00BNGA0036,2001,00BNGA,292,10,3.42,17,5.82,True,205,37.56,7.32,1.46,129,27.13,18.6,13.95,0.0,0.0,16.8,69.84
00BNGA0037,2001,00BNGA,191,0,0.0,7,3.66,True,140,45.71,10.71,8.57,121,5.79,41.32,16.53,4.62,2.31,2.52,76.0
00BNGA0038,2001,00BNGA,299,0,0.0,15,5.02,True,151,45.03,9.93,5.96,113,12.39,7.96,9.73,3.36,0.0,7.76,67.26
00BNGA0039,2001,00BNGA,254,0,0.0,9,3.54,True,156,46.15,8.33,3.85,124,5.65,33.87,16.13,4.62,2.31,7.03,67.19
00BNGA0040,2001,00BNGA,213,0,0.0,3,1.41,True,145,35.17,10.34,2.07,120,7.5,76.67,8.33,7.69,2.56,5.04,74.31
00BNGB0001,2001,00BNGB,338,0,0.0,3,0.89,True,234,71.79,1.28,4.27,134,85.82,6.72,7.46,0.0,0.0,9.63,32.84
00BNGB0002,2001,00BNGB,373,26,6.97,41,10.99,True,285,71.93,3.16,4.91,132,91.67,3.03,5.3,5.38,0.0,12.59,16.3
00BNGB0003,2001,00BNGB,353,7,1.98,19,5.38,True,251,66.14,3.59,10.76,126,84.92,7.14,5.56,0.0,0.0,7.26,18.03
00BNGB0004,2001,00BNGB,282,0,0.0,0,0.0,True,205,48.78,6.83,1.46,128,17.19,80.47,2.34,0.0,0.0,4.44,56.35
00BNGB0005,2001,00BNGB,297,0,0.0,0,0.0,True,236,50.42,7.2,3.81,137,34.31,56.93,8.76,4.26,0.0,8.57,59.12
00BNGB0006,2001,00BNGB,332,4,1.2,9,2.71,True,211,49.76,4.27,2.84,121,28.93,65.29,5.79,0.0,0.0,0.0,47.2
00BNGB0007,2001,00BNGB,327,0,0.0,0,0.0,True,219,55.71,5.48,3.65,134,63.43,36.57,0.0,2.21,0.0,9.22,38.57
00BNGB0008,2001,00BNGB,282,0,0.0,0,0.0,True,186,44.09,8.06,2.15,120,21.67,71.67,4.17,0.0,0.0,2.7,56.41
00BNGB0009,2001,00BNGB,138,3,2.17,0,0.0,True,86,32.56,0.0,10.47,101,12.87,59.41,8.91,0.0,0.0,0.0,78.43
00BNGB0010,2001,00BNGB,251,0,0.0,0,0.0,True,146,42.47,0.0,2.05,120,16.67,65.0,18.33,0.0,0.0,2.4,65.57
00BNGB0011,2001,00BNGB,327,11,3.36,10,3.06,True,196,62.76,1.53,12.24,131,44.27,42.75,10.69,0.0,0.0,0.0,42.75
00BNGB0012,2001,00BNGB,267,0,0.0,0,0.0,True,162,40.74,5.56,0.0,118,22.88,69.49,7.63,2.54,0.0,0.0,61.95
00BNGB0013,2001,00BNGB,325,6,1.85,0,0.0,True,220,53.18,2.73,0.0,131,41.22,47.33,9.16,2.17,0.0,2.34,48.09
00BNGB0014,2001,00BNGB,333,0,0.0,0,0.0,True,204,47.06,5.88,0.0,126,16.67,71.43,9.52,2.34,0.0,0.0,61.16
00BNGB0015,2001,00BNGB,309,7,2.27,3,0.97,True,201,56.72,5.97,2.99,126,36.51,51.59,9.52,4.69,0.0,0.0,40.65
00BNGB0016,2001,00BNGB,330,0,0.0,6,1.82,True,231,67.53,2.6,5.19,144,97.92,2.08,0.0,0.0,0.0,7.69,24.5
00BNGB0017,2001,00BNGB,375,0,0.0,0,0.0,True,253,75.89,2.37,7.91,139,94.24,2.16,3.6,0.0,0.0,14.29,22.76
00BNGB0018,2001,00BNGB,332,0,0.0,0,0.0,True,252,65.08,2.38,5.95,144,84.03,2.08,9.72,0.0,0.0,10.95,25.52
00BNGB0019,2001,00BNGB,319,0,0.0,4,1.25,True,223,65.02,2.69,5.83,129,73.64,8.53,6.98,0.0,0.0,10.87,20.8
00BNGB0020,2001,00BNGB,319,0,0.0,7,2.19,True,222,67.12,5.41,8.11,128,78.91,14.06,7.03,0.0,0.0,6.72,24.41
00BNGB0021,2001,00BNGB,276,0,0.0,3,1.09,True,179,48.04,6.7,0.0,123,29.27,63.41,7.32,2.4,0.0,0.0,54.76
00BNGB0022,2001,00BNGB,304,0,0.0,0,0.0,True,226,65.93,1.33,7.96,125,95.2,0.0,4.8,0.0,0.0,5.65,18.46
00BNGB0023,2001,00BNGB,314,6,1.91,6,1.91,True,203,64.04,0.0,3.45,116,93.97,0.0,3.45,0.0,0.0,7.09,19.01
00BNGB0024,2001,00BNGB,254,0,0.0,6,2.36,True,153,40.52,5.88,3.92,122,25.41,63.93,10.66,2.63,0.0,0.0,63.72
00BNGB0025,2001,00BNGB,326,0,0.0,0,0.0,True,233,47.64,3.86,2.58,128,39.06,54.69,6.25,2.29,0.0,2.19,47.1
00BNGB0026,2001,00BNGB,286,0,0.0,0,0.0,True,206,70.87,1.46,8.74,130,63.85,20.0,10.77,2.29,2.29,11.54,37.4
00BNGB0027,2001,00BNGB,295,3,1.02,3,1.02,True,205,70.73,1.46,5.37,101,80.2,19.8,0.0,0.0,0.0,6.06,15.69
00BNGB0028,2001,00BNGB,295,9,3.05,9,3.05,True,261,60.92,3.45,5.36,113,100.0,0.0,0.0,0.0,0.0,2.63,14.05
00BNGB0029,2001,00BNGB,326,7,2.15,3,0.92,True,232,58.62,1.29,9.05,134,71.64,18.66,5.22,0.0,0.0,0.0,29.13
00BNGB0030,2001,00BNGB,333,0,0.0,3,0.9,True,240,71.25,5.42,8.33,131,86.26,4.58,6.87,5.56,2.38,14.53,32.0
00BNGB0031,2001,00BNGB,268,3,1.12,7,2.61,True,215,67.44,6.98,6.98,116,81.9,2.59,6.03,0.0,0.0,5.5,24.11
00BNGB0032,2001,00BNGB,193,0,0.0,3,1.55,True,123,52.85,16.26,2.44,111,9.01,75.68,7.21,0.0,0.0,0.0,71.96
00BNGB0033,2001,00BNGB,301,0,0.0,0,0.0,True,183,60.66,9.84,4.37,123,34.15,22.76,7.32,2.4,0.0,0.0,53.12
00BNGB0034,2001,00BNGB,320,0,0.0,3,0.94,True,213,63.38,1.41,3.29,124,90.32,4.84,2.42,0.0,0.0,2.61,20.49
00BNGB0035,2001,00BNGB,300,0,0.0,0,0.0,True,219,53.88,0.0,5.48,126,71.43,4.76,4.76,0.0,0.0,0.0,30.83
00BNGB0036,2001,00BNGB,260,0,0.0,0,0.0,True,206,66.99,2.91,8.74,117,94.87,2.56,2.56,0.0,0.0,0.0,9.65
00BNGB0037,2001,00BNGB,358,3,0.84,4,1.12,True,240,75.42,1.25,6.67,117,83.76,0.0,11.11,2.52,2.52,5.26,25.62
00BNGB0038,2001,00BNGB,288,0,0.0,0,0.0,True,227,63.88,6.61,1.76,119,74.79,10.08,15.13,2.48,0.0,20.83,37.9
00BNGB0039,2001,00BNGB,334,8,2.4,21,6.29,True,259,72.97,8.49,6.18,125,84.8,2.4,8.8,2.44,2.44,24.39,23.58
00BNGB0040,2001,00BNGB,282,3,1.06,9,3.19,True,200,57.5,4.5,8.5,121,54.55,29.75,13.22,2.36,0.0,12.3,46.34
00BNGB0041,2001,00BNGB,331,0,0.0,4,1.21,True,246,65.45,2.44,5.28,122,91.8,3.28,4.92,0.0,0.0,11.9,18.55
00BNGC0001,2001,00BNGC,320,0,0.0,0,0.0,True,209,39.71,9.09,0.0,132,16.67,54.55,11.36,4.55,0.0,2.4,60.94
00BNGC0002,2001,00BNGC,337,3,0.89,0,0.0,True,224,48.21,8.04,3.12,132,34.09,45.45,12.88,2.24,0.0,10.71,50.72
00BNGC0003,2001,00BNGC,282,0,0.0,3,1.06,True,187,72.19,1.6,10.7,106,78.3,5.66,10.38,5.22,0.0,8.11,27.78
00BNGC0004,2001,00BNGC,198,3,1.52,3,1.52,True,147,43.54,10.88,0.0,122,5.74,77.05,17.21,2.4,0.0,5.47,69.7
00BNGC0005,2001,00BNGC,316,0,0.0,0,0.0,True,193,50.26,11.92,3.11,123,26.83,46.34,10.57,6.92,0.0,2.46,54.4
00BNGC0006,2001,00BNGC,309,0,0.0,0,0.0,True,220,66.36,3.64,6.82,120,89.17,0.0,7.5,0.0,0.0,7.63,29.6
00BNGC0007,2001,00BNGC,189,3,1.59,0,0.0,True,134,36.57,6.72,0.0,125,12.8,44.8,8.8,0.0,0.0,2.68,76.67
00BNGC0008,2001,00BNGC,322,0,0.0,6,1.86,True,219,67.58,2.74,5.94,126,78.57,7.94,8.73,3.2,0.0,7.56,29.03
00BNGC0009,2001,00BNGC,350,3,0.86,0,0.0,True,234,39.32,4.27,2.56,144,20.83,73.61,5.56,2.1,0.0,0.0,63.31
00BNGC0010,2001,00BNGC,308,0,0.0,0,0.0,True,228,67.11,1.32,3.51,126,88.89,2.38,8.73,0.0,0.0,11.72,27.64
00BNGC0011,2001,00BNGC,265,0,0.0,7,2.64,True,176,56.82,7.39,2.27,113,36.28,55.75,7.96,0.0,0.0,2.68,45.38
00BNGC0012,2001,00BNGC,307,3,0.98,0,0.0,True,212,50.94,5.66,1.42,133,29.32,46.62,4.51,4.32,2.16,9.23,52.21
00BNGC0013,2001,00BNGC,308,0,0.0,5,1.62,True,217,70.51,2.76,5.53,111,76.58,2.7,20.72,2.52,0.0,12.4,24.07
00BNGC0014,2001,00BNGC,300,0,0.0,3,1.0,True,188,46.28,12.77,3.19,126,28.57,65.08,6.35,2.31,0.0,2.29,59.2
00BNGC0015,2001,00BNGC,313,0,0.0,0,0.0,True,198,46.46,6.57,1.52,126,23.02,71.43,5.56,2.33,0.0,0.0,56.25
00BNGC0016,2001,00BNGC,216,3,1.39,6,2.78,True,140,46.43,4.29,5.0,117,19.66,17.09,6.84,0.0,0.0,7.03,65.35
00BNGC0017,2001,00BNGC,173,3,1.73,6,3.47,True,141,40.43,8.51,0.0,142,6.34,81.69,7.75,0.0,0.0,0.0,75.56
00BNGC0018,2001,00BNGC,237,3,1.27,3,1.27,True,186,69.35,8.06,5.38,109,66.97,5.5,21.1,0.0,0.0,10.53,36.44
00BNGC0019,2001,00BNGC,336,0,0.0,0,0.0,True,215,47.44,6.98,1.86,138,6.52,88.41,5.07,4.32,0.0,2.05,72.06
00BNGC0020,2001,00BNGC,308,3,0.97,7,2.27,True,240,61.67,6.25,5.83,120,42.5,43.33,10.0,2.46,0.0,4.76,44.54
00BNGC0021,2001,00BNGC,282,0,0.0,5,1.77,True,211,64.93,4.27,7.11,126,62.7,7.14,16.67,0.0,0.0,6.98,37.12
00BNGC0022,2001,00BNGC,290,3,1.03,7,2.41,True,201,46.77,7.96,2.99,140,20.71,67.86,7.14,2.17,0.0,4.2,61.43
00BNGC0023,2001,00BNGC,244,0,0.0,0,0.0,True,143,31.47,4.2,4.2,130,31.54,31.54,9.23,0.0,0.0,9.24,65.08
00BNGC0024,2001,00BNGC,340,3,0.88,5,1.47,True,237,55.7,6.33,2.95,142,24.65,65.49,7.75,6.04,2.01,2.21,58.9
00BNGC0025,2001,00BNGC,248,3,1.21,6,2.42,True,177,54.24,3.39,2.26,141,32.62,42.55,14.89,0.0,0.0,4.72,62.41
00BNGC0026,2001,00BNGC,222,0,0.0,0,0.0,True,141,48.94,2.13,2.13,118,35.59,53.39,8.47,0.0,0.0,7.38,64.29
00BNGC0027,2001,00BNGC,311,0,0.0,6,1.93,True,223,67.26,1.35,7.17,129,78.29,4.65,13.18,2.31,0.0,15.44,40.74
00BNGC0028,2001,00BNGC,286,0,0.0,0,0.0,True,216,63.43,6.94,4.17,127,81.1,2.36,14.17,2.4,0.0,24.19,46.4
00BNGC0029,2001,00BNGC,250,0,0.0,0,0.0,True,193,59.07,9.33,3.11,123,48.78,24.39,17.89,2.42,0.0,9.6,61.16
00BNGC0030,2001,00BNGC,213,0,0.0,0,0.0,True,158,52.53,10.13,10.76,119,20.17,58.82,18.49,2.63,0.0,2.54,68.1
00BNGC0031,2001,00BNGC,214,0,0.0,0,0.0,True,170,58.82,7.65,3.53,115,54.78,10.43,26.96,0.0,0.0,15.31,55.56
00BNGC0032,2001,00BNGC,257,0,0.0,6,2.33,True,199,52.26,4.52,7.54,122,33.61,50.0,9.02,2.44,0.0,7.32,55.2
00BNGC0033,2001,00BNGC,226,6,2.65,0,0.0,True,160,55.0,1.88,4.38,118,44.07,20.34,25.42,0.0,0.0,24.79,63.16
00BNGC0034,2001,00BNGC,250,0,0.0,0,0.0,True,159,49.06,0.0,6.29,114,58.77,31.58,9.65,0.0,0.0,10.17,53.04
00BNGC0035,2001,00BNGC,254,0,0.0,8,3.15,True,166,36.75,5.42,3.61,127,12.6,36.22,10.24,4.8,0.0,10.17,72.87
00BNGC0036,2001,00BNGC,241,0,0.0,0,0.0,True,179,62.57,3.35,4.47,120,53.33,27.5,11.67,2.42,0.0,10.0,61.6
00BNGC0037,2001,00BNGC,295,0,0.0,0,0.0,True,166,43.37,6.02,3.61,121,14.05,73.55,7.44,0.0,0.0,5.22,71.54
00BNGC0038,2001,00BNGC,313,0,0.0,0,0.0,True,210,49.05,6.19,2.86,138,43.48,47.1,7.25,0.0,0.0,6.02,52.86
00BNGC0039,2001,00BNGC,261,0,0.0,3,1.15,True,161,44.1,1.86,1.86,126,24.6,54.76,11.11,0.0,0.0,4.65,62.5
00BNGD0001,2001,00BNGD,317,0,0.0,3,0.95,True,209,58.85,2.87,4.31,129,37.98,50.39,9.3,9.02,4.51,0.0,47.37
00BNGD0002,2001,00BNGD,417,30,7.19,29,6.95,True,372,87.37,2.69,5.91,196,88.78,4.59,5.1,0.0,0.0,0.0,5.97
00BNGD0003,2001,00BNGD,189,0,0.0,0,0.0,True,129,65.12,9.3,4.65,103,20.39,70.87,5.83,8.82,2.94,16.09,63.46
00BNGD0004,2001,00BNGD,195,0,0.0,0,0.0,True,160,51.88,2.5,6.88,119,10.92,71.43,17.65,2.52,0.0,0.0,48.33
00BNGD0005,2001,00BNGD,242,0,0.0,0,0.0,True,178,51.12,7.87,3.37,117,29.91,47.86,10.26,0.0,0.0,5.36,47.32
00BNGD0006,2001,00BNGD,234,0,0.0,0,0.0,True,197,57.36,6.6,1.52,108,50.0,47.22,2.78,2.61,0.0,2.75,41.88
00BNGD0007,2001,00BNGD,325,3,0.92,12,3.69,True,250,59.2,4.8,4.8,130,54.62,33.08,10.0,0.0,0.0,2.19,36.36
00BNGD0008,2001,00BNGD,330,0,0.0,0,0.0,True,209,54.07,8.61,3.35,133,20.3,67.67,9.77,2.29,0.0,7.14,53.54
00BNGD0009,2001,00BNGD,339,3,0.88,22,6.49,True,241,64.32,1.24,9.54,142,90.85,2.11,4.93,0.0,0.0,9.09,19.73
00BNGD0010,2001,00BNGD,240,0,0.0,0,0.0,True,155,48.39,3.87,0.0,115,37.39,49.57,5.22,2.46,0.0,0.0,49.15
00BNGD0011,2001,00BNGD,214,0,0.0,6,2.8,True,123,71.54,0.0,11.38,116,77.59,5.17,14.66,0.0,0.0,7.96,37.29
00BNGD0012,2001,00BNGD,278,3,1.08,3,1.08,True,180,52.22,1.67,1.67,125,32.0,57.6,10.4,2.46,0.0,12.12,51.18
00BNGD0013,2001,00BNGD,314,3,0.96,12,3.82,True,265,58.87,2.26,2.64,132,76.52,21.21,2.27,3.08,0.0,2.22,26.52
00BNGD0014,2001,00BNGD,280,0,0.0,0,0.0,True,196,55.61,9.69,2.55,123,28.46,56.91,14.63,2.34,0.0,2.38,52.76
00BNGD0015,2001,00BNGD,333,0,0.0,4,1.2,True,260,64.62,2.31,7.69,140,48.57,48.57,2.86,3.95,1.97,6.25,32.64
00BNGD0016,2001,00BNGD,284,0,0.0,3,1.06,True,195,52.31,4.62,6.15,132,28.03,58.33,13.64,2.22,0.0,6.21,53.38
00BNGD0017,2001,00BNGD,310,0,0.0,5,1.61,True,200,52.5,9.5,3.0,133,30.83,55.64,11.28,5.56,2.38,4.51,51.97
00BNGD0018,2001,00BNGD,303,0,0.0,0,0.0,True,229,71.62,5.24,6.55,128,60.94,21.88,10.94,2.36,0.0,4.72,29.6
00BNGD0019,2001,00BNGD,209,0,0.0,7,3.35,True,172,87.79,6.4,8.72,111,64.86,2.7,29.73,0.0,0.0,12.77,25.24
00BNGD0020,2001,00BNGD,362,0,0.0,4,1.1,True,217,58.53,2.76,4.61,133,54.14,40.6,3.01,2.17,2.17,0.0,36.76
00BNGD0021,2001,00BNGD,276,0,0.0,3,1.09,True,211,66.35,2.84,6.64,130,68.46,15.38,16.15,0.0,0.0,0.0,23.02
00BNGD0022,2001,00BNGD,183,0,0.0,3,1.64,True,103,53.4,0.0,5.83,119,47.9,7.56,10.92,0.0,0.0,2.7,64.46
00BNGD0023,2001,00BNGD,286,0,0.0,7,2.45,True,202,67.82,2.97,3.96,131,48.85,42.75,8.4,2.99,0.0,0.0,37.1
00BNGD0024,2001,00BNGD,302,7,2.32,6,1.99,True,244,72.13,1.23,11.89,124,86.29,4.84,8.87,0.0,0.0,10.08,20.17
00BNGD0025,2001,00BNGD,379,12,3.17,31,8.18,True,260,63.85,3.46,14.62,117,97.44,0.0,2.56,0.0,0.0,2.52,9.09
00BNGD0026,2001,00BNGD,308,0,0.0,0,0.0,True,200,68.0,6.0,6.0,121,57.02,28.1,14.88,2.61,0.0,14.63,35.9
00BNGD0027,2001,00BNGD,226,0,0.0,8,3.54,True,153,54.25,3.92,7.84,124,38.71,2.42,4.84,0.0,0.0,2.48,54.24
00BNGD0028,2001,00BNGD,250,0,0.0,3,1.2,True,201,81.59,1.49,4.48,133,85.71,0.0,12.03,2.34,0.0,7.94,19.17
00BNGD0029,2001,00BNGD,298,9,3.02,11,3.69,True,226,70.8,3.98,7.08,124,79.84,8.06,12.1,2.5,2.5,9.6,21.55
00BNGD0030,2001,00BNGD,298,0,0.0,8,2.68,True,221,68.78,5.43,6.33,123,84.55,8.13,7.32,0.0,0.0,14.06,29.92
00BNGD0031,2001,00BNGD,276,0,0.0,0,0.0,True,178,66.29,0.0,4.49,112,66.96,6.25,2.68,0.0,0.0,2.63,37.93
00BNGD0032,2001,00BNGD,198,0,0.0,3,1.52,True,129,52.71,4.65,2.33,116,7.76,69.83,16.38,2.68,2.68,27.93,68.97
00BNGD0033,2001,00BNGD,205,0,0.0,3,1.46,True,151,47.02,4.64,0.0,125,13.6,79.2,7.2,0.0,0.0,13.39,71.54
00BNGD0034,2001,00BNGD,319,0,0.0,0,0.0,True,197,65.99,1.52,5.08,122,92.62,4.92,2.46,2.5,0.0,4.84,17.39
00BNGD0035,2001,00BNGD,310,8,2.58,9,2.9,True,217,73.73,1.38,6.45,125,75.2,11.2,7.2,0.0,0.0,6.52,15.5
00BNGD0036,2001,00BNGD,228,3,1.32,3,1.32,True,174,58.62,8.62,2.3,119,36.97,52.94,10.08,0.0,0.0,4.96,52.1
00BNGD0037,2001,00BNGD,303,0,0.0,3,0.99,True,232,67.67,2.59,6.9,119,91.6,2.52,5.88,2.46,0.0,2.63,21.85
00BNGD0038,2001,00BNGD,326,0,0.0,3,0.92,True,244,65.16,2.46,8.2,124,95.16,2.42,2.42,0.0,0.0,7.89,17.89
00BNGD0039,2001,00BNGD,243,0,0.0,3,1.23,True,174,46.55,0.0,1.72,116,56.03,36.21,7.76,0.0,0.0,18.1,37.17
00BNGD0040,2001,00BNGD,252,0,0.0,3,1.19,True,162,52.47,5.56,1.85,113,43.36,48.67,2.65,0.0,0.0,8.33,44.44
00BNGD0041,2001,00BNGD,270,0,0.0,0,0.0,True,208,57.69,2.88,2.4,135,33.33,48.89,15.56,0.0,0.0,4.72,53.12
00BNGD0042,2001,00BNGD,376,0,0.0,6,1.6,True,197,56.85,3.05,5.08,120,35.83,61.67,2.5,4.76,2.38,7.83,40.94
00BNGD0043,2001,00BNGD,248,0,0.0,0,0.0,True,151,61.59,5.96,1.99,118,34.75,44.07,18.64,5.13,0.0,17.5,55.93
00BNGD0044,2001,00BNGD,289,0,0.0,3,1.04,True,196,56.63,2.04,5.61,110,61.82,28.18,7.27,0.0,0.0,8.33,31.03
00BNGD0045,2001,00BNGD,314,0,0.0,0,0.0,True,199,47.74,8.54,1.51,127,22.83,70.87,6.3,2.29,0.0,6.57,57.14
00BNGE0001,2001,00BNGE,273,0,0.0,14,5.13,True,249,68.27,4.82,6.83,140,26.43,2.14,69.29,0.0,0.0,5.8,33.83
00BNGE0002,2001,00BNGE,337,4,1.19,24,7.12,True,306,77.78,4.9,1.96,168,26.79,0.0,66.07,0.0,0.0,19.65,41.95
00BNGE0003,2001,00BNGE,313,7,2.24,26,8.31,True,279,40.14,1.08,5.73,112,46.43,8.04,42.86,3.6,3.6,2.65,33.93
00BNGE0004,2001,00BNGE,326,0,0.0,8,2.45,True,315,51.75,1.9,3.49,140,29.29,6.43,45.0,0.0,0.0,0.0,43.26
00BNGE0005,2001,00BNGE,354,0,0.0,12,3.39,True,217,53.46,8.76,1.38,128,9.38,73.44,17.19,4.48,2.24,2.29,57.46
00BNGE0006,2001,00BNGE,343,0,0.0,18,5.25,True,248,62.9,8.47,1.21,131,27.48,49.62,15.27,8.7,2.17,7.03,47.06
00BNGE0007,2001,00BNGE,295,0,0.0,7,2.37,True,196,44.9,6.63,1.53,139,17.99,75.54,6.47,0.0,0.0,4.67,54.74
00BNGE0008,2001,00BNGE,326,5,1.53,14,4.29,True,227,52.42,7.93,5.29,124,27.42,63.71,8.87,2.29,0.0,4.55,46.56
00BNGE0009,2001,00BNGE,336,0,0.0,11,3.27,True,234,63.25,0.0,2.56,131,29.01,25.95,45.04,0.0,0.0,0.0,42.97
00BNGE0010,2001,00BNGE,297,3,1.01,9,3.03,True,253,73.12,2.77,2.37,120,45.0,5.0,50.0,0.0,0.0,10.32,34.43
00BNGE0011,2001,00BNGE,298,6,2.01,14,4.7,True,259,58.3,0.0,4.25,125,18.4,4.8,67.2,0.0,0.0,11.11,34.15
00BNGE0012,2001,00BNGE,198,0,0.0,4,2.02,True,169,64.5,9.47,3.55,129,20.93,6.98,53.49,0.0,0.0,23.02,64.39
00BNGE0013,2001,00BNGE,251,10,3.98,16,6.37,True,223,68.61,2.69,7.17,107,65.42,6.54,23.36,3.7,3.7,0.0,24.07
00BNGE0014,2001,00BNGE,351,3,0.85,7,1.99,True,307,61.89,0.0,4.23,117,56.41,4.27,39.32,0.0,0.0,9.76,28.23
00BNGE0015,2001,00BNGE,211,6,2.84,11,5.21,True,204,72.06,2.94,4.41,104,8.65,2.88,88.46,0.0,0.0,12.5,39.25
00BNGE0016,2001,00BNGE,339,3,0.88,22,6.49,True,262,64.12,2.29,5.34,121,66.94,0.0,30.58,2.44,0.0,4.69,13.6
00BNGE0017,2001,00BNGE,247,0,0.0,9,3.64,True,240,62.08,4.17,2.5,103,23.3,4.85,71.84,0.0,0.0,24.77,37.74
00BNGE0018,2001,00BNGE,258,0,0.0,15,5.81,True,235,75.74,3.83,9.36,122,54.1,2.46,43.44,0.0,0.0,5.08,23.14
00BNGE0019,2001,00BNGE,255,0,0.0,19,7.45,True,251,64.94,1.2,7.57,111,27.93,6.31,65.77,0.0,0.0,5.31,39.5
00BNGE0020,2001,00BNGE,312,3,0.96,19,6.09,True,210,72.86,1.43,12.86,112,89.29,2.68,8.04,0.0,0.0,0.0,10.26
