WARD_CODE,JOIN_KEY,TOTAL_RES_1981
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
03BNAW,03BNAW    ,9907.0
