zoneid,geography_name,TOTAL_RES_1981,TOTAL_RES_1991,POP_CHANGE_PCT,CHINESE_BORN_1981,CHINESE_ETHNIC_1991,PCT_CHINESE_1981,PCT_CHINESE_1991,CHINA_BORN_1991,PCT_CHINA_BORN_1991,TOTAL_HH_1981,PCT_OWNER_OCC_1981,PCT_NO_CAR_1981,PCT_OVERCROWD_1981,CHINESE_HOUSEHOLDS_1991,PCT_CHINESE_OWNER_OCC_1991,PCT_CHINESE_OVERCROWD_1991
03BN,Manchester,1312935.0,404880,-69.16222052119869,7142.0,3103,0.5439720930586815,0.7663999209642364,655,0.16177632878877693,492010.0,35.94845633218837,60.44186093778582,1.16379748379098,2934,38.41172460804363,2.2494887525562373
