zoneid,ward_name,year,geography_level,TOTAL_RES_1991,TOTAL_MALE_1991,TOTAL_FEMALE_1991,CHINESE_ETHNIC_1991,CHINESE_ETHNIC_MALE_1991,CHINESE_ETHNIC_FEMALE_1991,CHINESE_AGE_0_4_1991,CHINESE_AGE_5_15_1991,CHINESE_AGE_16_29_1991,CHINESE_AGE_30_PENSION_1991,CHINESE_PENSIONABLE_1991,CHINESE_LIMITING_ILLNESS_1991,CHINA_BORN_1991,CHINA_BORN_MALE_1991,CHINA_BORN_FEMALE_1991,CHINESE_16PLUS_1991,CHINESE_ECON_ACTIVE_1991,CHINESE_HOUSEHOLDS_1991,CHINESE_OVERCROWD_GT1P5_1991,CHINESE_OWNER_OCC_1991,PCT_MALE_1991,PCT_FEMALE_1991,PCT_CHINESE_ETHNIC_1991,PCT_CHINA_BORN_1991,CHINESE_EMP_RATE_1991,CHINESE_UNEMP_RATE_1991,PCT_CHINESE_OVERCROWD_1991,PCT_CHINESE_OWNER_OCC_1991
03BN,Manchester (District Total),1991,district,404880,194196,210684,3103,1707,1396,223,438,1165,1131,146,157,655,374,281,6689,3531,2934,66,1127,47.963841138114994,52.036158861885006,0.7663999209642364,0.16177632878877693,52.78815966512184,0.0,2.2494887525562373,38.41172460804363
