zoneid,ward_code,year,TOTAL_RES_1991,TOTAL_MALE_1991,TOTAL_FEMALE_1991,CHINESE_ETHNIC_1991,CHINESE_ETHNIC_MALE_1991,CHINESE_ETHNIC_FEMALE_1991,PCT_CHINESE_ETHNIC_1991,CHINESE_AGE_0_4_1991,CHINESE_AGE_5_15_1991,CHINESE_AGE_16_29_1991,CHINESE_AGE_30_PENSION_1991,CHINESE_PENSIONABLE_1991,CHINESE_LIMITING_ILLNESS_1991,CHINA_BORN_1991,PCT_CHINA_BORN_1991,CHINESE_16PLUS_1991,CHINESE_ECON_ACTIVE_1991,CHINESE_UNEMPLOYED_1991,CHINESE_HOUSEHOLDS_1991,CHINESE_OVERCROWD_GT1P5_1991,CHINESE_OWNER_OCC_1991,PCT_CHINESE_OVERCROWD_1991,PCT_CHINESE_OWNER_OCC_1991
03BNGE07,03BNGE,1991,177,83,94,7,3,4,3.9548022598870056,0,2,5,1,0,0,0,0.0,17,14,3,11,2,2,18.181818181818183,18.181818181818183
03BNGE08,03BNGE,1991,181,102,79,1,1,0,0.5524861878453039,0,0,0,1,0,0,0,0.0,5,2,1,5,0,1,0.0,20.0
03BNGE09,03BNGE,1991,540,254,286,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
03BNGE10,03BNGE,1991,651,299,352,2,0,2,0.30721966205837176,0,0,2,0,0,0,0,0.0,5,3,0,1,0,1,0.0,100.0
03BNGE11,03BNGE,1991,407,200,207,5,3,2,1.2285012285012284,0,0,1,4,1,1,2,0.4914004914004914,13,4,0,8,0,4,0.0,50.0
03BNGE12,03BNGE,1991,167,97,70,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,,
03BNGE13,03BNGE,1991,530,233,297,0,0,0,0.0,0,0,0,0,0,0,0,0.0,7,1,0,1,0,0,0.0,0.0
03BNGE14,03BNGE,1991,493,239,254,1,0,1,0.2028397565922921,0,0,0,2,0,0,0,0.0,2,1,1,0,0,0,,
03BNGE15,03BNGE,1991,639,282,357,2,1,1,0.3129890453834116,0,0,1,0,0,0,0,0.0,14,8,3,9,0,2,0.0,22.22222222222222
03BNGE16,03BNGE,1991,517,265,252,1,1,0,0.19342359767891681,0,0,0,1,0,0,1,0.19342359767891681,7,5,0,4,0,2,0.0,50.0
03BNGE17,03BNGE,1991,507,229,278,5,2,3,0.9861932938856016,0,0,2,2,1,0,1,0.19723865877712032,18,8,0,10,0,2,0.0,20.0
03BNGE18,03BNGE,1991,624,302,322,1,0,1,0.16025641025641027,0,0,0,1,0,0,0,0.0,10,8,3,4,0,1,0.0,25.0
03BNGE19,03BNGE,1991,529,263,266,0,0,0,0.0,0,0,0,0,0,0,0,0.0,7,6,2,4,0,0,0.0,0.0
03BNGE20,03BNGE,1991,499,249,250,0,0,0,0.0,0,0,0,0,0,0,0,0.0,7,1,0,2,0,0,0.0,0.0
03BNGE21,03BNGE,1991,521,238,283,1,0,1,0.19193857965451055,0,0,0,1,0,0,0,0.0,3,1,0,2,0,1,0.0,50.0
03BNGE22,03BNGE,1991,269,123,146,10,5,5,3.717472118959108,0,0,0,11,0,0,11,4.089219330855019,12,9,0,3,1,2,33.333333333333336,66.66666666666667
03BNGE23,03BNGE,1991,472,210,262,1,0,1,0.211864406779661,0,1,1,0,0,0,0,0.0,8,4,0,3,2,0,66.66666666666667,0.0
03BNGE24,03BNGE,1991,210,124,86,0,0,0,0.0,0,0,0,0,0,0,0,0.0,8,4,1,4,0,3,0.0,75.0
03BNGE25,03BNGE,1991,193,105,88,1,0,1,0.5181347150259067,0,0,1,0,0,0,0,0.0,4,4,1,3,1,0,33.333333333333336,0.0
03BNGE26,03BNGE,1991,382,171,211,2,1,1,0.5235602094240838,0,0,0,2,0,0,0,0.0,6,6,0,2,0,1,0.0,50.0
03BNGE27,03BNGE,1991,251,134,117,0,0,0,0.0,0,0,0,0,0,0,0,0.0,10,4,3,2,1,0,50.0,0.0
03BNGE28,03BNGE,1991,304,153,151,0,0,0,0.0,0,0,0,0,0,0,0,0.0,10,3,0,8,0,1,0.0,12.5
03BNGE29,03BNGE,1991,510,244,266,3,0,3,0.5882352941176471,0,0,1,1,0,0,1,0.19607843137254902,21,9,0,8,0,4,0.0,50.0
03BNGE30,03BNGE,1991,210,108,102,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,2,2,0,1,0.0,50.0
03BNGE31,03BNGE,1991,258,142,116,3,2,1,1.1627906976744187,0,0,2,2,0,0,0,0.0,10,5,3,6,0,0,0.0,0.0
03BNGE32,03BNGE,1991,450,222,228,3,3,0,0.6666666666666666,0,0,2,0,0,0,3,0.6666666666666666,13,12,4,9,0,2,0.0,22.22222222222222
03BNGE33,03BNGE,1991,432,205,227,10,4,6,2.314814814814815,0,1,1,6,3,1,5,1.1574074074074074,18,10,1,8,0,6,0.0,75.0
03BNGE34,03BNGE,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNGE35,03BNGE,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNGF01,03BNGF,1991,474,246,228,6,4,2,1.2658227848101267,0,0,4,2,0,0,0,0.0,26,8,4,12,0,3,0.0,25.0
03BNGF02,03BNGF,1991,371,157,214,1,1,0,0.2695417789757412,0,0,0,0,0,0,0,0.0,15,8,0,5,0,1,0.0,20.0
03BNGF03,03BNGF,1991,360,211,149,9,4,5,2.5,0,0,6,2,1,0,2,0.5555555555555556,36,13,1,14,4,3,28.571428571428573,21.428571428571427
03BNGF04,03BNGF,1991,622,339,283,14,7,7,2.2508038585209005,0,2,6,5,0,0,6,0.9646302250803859,47,23,2,21,0,13,0.0,61.904761904761905
03BNGF05,03BNGF,1991,389,192,197,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,2,0,2,0,1,0.0,50.0
03BNGF06,03BNGF,1991,508,239,269,10,7,3,1.968503937007874,2,1,3,3,0,0,0,0.0,17,10,2,7,0,1,0.0,14.285714285714286
03BNGF07,03BNGF,1991,358,171,187,8,4,4,2.2346368715083798,0,5,2,2,0,0,0,0.0,9,4,0,2,1,0,50.0,0.0
03BNGF08,03BNGF,1991,227,128,99,9,9,0,3.9647577092511015,0,1,3,6,0,0,7,3.0837004405286343,35,13,0,4,0,4,0.0,100.0
03BNGF09,03BNGF,1991,198,108,90,1,0,1,0.5050505050505051,0,0,0,1,0,0,2,1.0101010101010102,15,9,1,7,0,6,0.0,85.71428571428571
03BNGF10,03BNGF,1991,181,96,85,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,2,1,2,0,0,0.0,0.0
03BNGF11,03BNGF,1991,77,30,47,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,0,3,0,1,0.0,33.333333333333336
03BNGF12,03BNGF,1991,376,184,192,8,4,4,2.127659574468085,0,0,7,2,0,0,2,0.5319148936170213,15,4,0,9,0,5,0.0,55.55555555555556
03BNGF13,03BNGF,1991,372,199,173,2,1,1,0.5376344086021505,0,0,1,1,0,0,1,0.26881720430107525,3,3,0,2,0,2,0.0,100.0
03BNGF14,03BNGF,1991,545,281,264,6,4,2,1.1009174311926606,0,0,6,0,0,0,0,0.0,18,12,3,7,1,0,14.285714285714286,0.0
03BNGF15,03BNGF,1991,482,217,265,8,2,6,1.6597510373443984,0,0,5,1,0,1,2,0.4149377593360996,9,7,1,4,0,0,0.0,0.0
03BNGF16,03BNGF,1991,544,267,277,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0,,
03BNGF17,03BNGF,1991,588,286,302,7,4,3,1.1904761904761905,0,0,4,2,0,0,0,0.0,24,12,1,7,0,2,0.0,28.571428571428573
03BNGF18,03BNGF,1991,698,327,371,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,0,2,0,2,0.0,100.0
03BNGF19,03BNGF,1991,208,122,86,8,5,3,3.8461538461538463,2,0,5,2,0,0,6,2.8846153846153846,11,3,2,5,0,0,0.0,0.0
03BNGF20,03BNGF,1991,286,134,152,9,1,8,3.1468531468531467,0,0,7,2,0,0,2,0.6993006993006993,23,10,3,9,0,5,0.0,55.55555555555556
03BNGF21,03BNGF,1991,193,97,96,1,1,0,0.5181347150259067,0,0,2,0,0,0,0,0.0,11,6,0,4,0,3,0.0,75.0
03BNGF22,03BNGF,1991,457,221,236,0,0,0,0.0,0,0,0,0,0,0,0,0.0,8,2,0,4,0,1,0.0,25.0
03BNGF23,03BNGF,1991,500,261,239,2,1,1,0.4,0,0,2,0,0,0,0,0.0,8,6,0,2,0,1,0.0,50.0
03BNGF24,03BNGF,1991,523,263,260,6,2,4,1.147227533460803,0,2,1,2,0,0,0,0.0,10,4,0,2,0,1,0.0,50.0
03BNGF25,03BNGF,1991,428,188,240,3,3,0,0.7009345794392523,0,0,4,0,0,0,0,0.0,3,0,0,1,0,0,0.0,0.0
03BNGF26,03BNGF,1991,401,196,205,0,0,0,0.0,0,0,0,0,0,0,0,0.0,7,6,1,3,0,0,0.0,0.0
03BNGF27,03BNGF,1991,54,35,19,5,3,2,9.25925925925926,0,0,5,0,0,0,1,1.8518518518518519,13,0,0,0,0,0,,
03BNGF28,03BNGF,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNGF29,03BNGF,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNGG01,03BNGG,1991,434,196,238,9,4,5,2.0737327188940093,1,0,3,4,1,1,2,0.4608294930875576,15,10,2,6,0,6,0.0,100.0
03BNGG02,03BNGG,1991,487,242,245,6,3,3,1.2320328542094456,1,1,1,1,1,0,0,0.0,2,1,1,1,0,0,0.0,0.0
03BNGG03,03BNGG,1991,487,223,264,1,0,1,0.2053388090349076,0,0,0,1,0,0,0,0.0,8,5,2,4,0,2,0.0,50.0
03BNGG04,03BNGG,1991,240,103,137,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,1,0,1,0.0,100.0
03BNGG05,03BNGG,1991,529,258,271,1,1,0,0.1890359168241966,0,0,1,0,0,0,0,0.0,8,6,0,5,0,4,0.0,80.0
03BNGG06,03BNGG,1991,416,219,197,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGG07,03BNGG,1991,446,212,234,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0.0,100.0
03BNGG08,03BNGG,1991,465,233,232,14,4,10,3.010752688172043,3,5,0,6,0,0,1,0.21505376344086022,6,5,0,3,1,0,33.333333333333336,0.0
03BNGG09,03BNGG,1991,553,254,299,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,4,2,2,0,1,0.0,50.0
03BNGG10,03BNGG,1991,489,214,275,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,0,1,0,1,0.0,100.0
03BNGG11,03BNGG,1991,489,243,246,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
03BNGG12,03BNGG,1991,550,266,284,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGG13,03BNGG,1991,646,284,362,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,2,0,1,0.0,50.0
03BNGG14,03BNGG,1991,610,269,341,0,0,0,0.0,0,0,0,0,0,0,0,0.0,8,4,0,2,0,1,0.0,50.0
03BNGG15,03BNGG,1991,627,284,343,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,1,0,0,0.0,0.0
03BNGG16,03BNGG,1991,258,80,178,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0.0
03BNGG17,03BNGG,1991,334,156,178,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,2,0,0,0.0,0.0
03BNGG18,03BNGG,1991,606,283,323,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,2,0.0,200.0
03BNGG19,03BNGG,1991,695,334,361,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,1,0.0,100.0
03BNGG20,03BNGG,1991,483,226,257,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,,
03BNGG21,03BNGG,1991,595,280,315,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,2,0,1,0.0,50.0
03BNGG22,03BNGG,1991,634,311,323,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,0,1,0,0,0.0,0.0
03BNGG23,03BNGG,1991,780,387,393,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,0,1,0,1,0.0,100.0
03BNGH01,03BNGH,1991,123,81,42,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,1,4,0,0,0.0,0.0
03BNGH02,03BNGH,1991,198,121,77,3,0,3,1.5151515151515151,0,0,1,2,0,0,0,0.0,11,6,4,5,0,1,0.0,20.0
03BNGH03,03BNGH,1991,407,196,211,2,1,1,0.4914004914004914,0,0,3,0,0,0,1,0.2457002457002457,8,8,1,6,0,2,0.0,33.333333333333336
03BNGH04,03BNGH,1991,282,157,125,18,8,10,6.382978723404255,0,0,10,9,0,0,0,0.0,36,23,10,9,0,2,0.0,22.22222222222222
03BNGH05,03BNGH,1991,379,182,197,10,7,3,2.638522427440633,2,4,2,4,0,0,1,0.2638522427440633,21,13,5,11,1,3,9.090909090909092,27.272727272727273
03BNGH06,03BNGH,1991,162,74,88,5,2,3,3.0864197530864197,0,2,1,2,0,0,3,1.8518518518518519,5,2,0,1,0,0,0.0,0.0
03BNGH07,03BNGH,1991,410,206,204,0,0,0,0.0,0,0,0,0,0,0,0,0.0,7,4,1,4,0,1,0.0,25.0
03BNGH08,03BNGH,1991,332,166,166,6,4,2,1.8072289156626506,1,0,3,4,0,0,0,0.0,16,9,2,7,2,4,28.571428571428573,57.142857142857146
03BNGH09,03BNGH,1991,158,84,74,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,2,3,0,0,0.0,0.0
03BNGH10,03BNGH,1991,190,119,71,1,0,1,0.5263157894736842,0,0,1,0,0,0,0,0.0,7,2,1,3,1,0,33.333333333333336,0.0
03BNGH11,03BNGH,1991,269,115,154,3,2,1,1.1152416356877324,0,0,3,0,0,0,0,0.0,8,4,3,5,0,1,0.0,20.0
03BNGH12,03BNGH,1991,532,274,258,0,0,0,0.0,0,0,0,0,0,0,0,0.0,7,5,2,5,0,2,0.0,40.0
03BNGH13,03BNGH,1991,167,76,91,0,0,0,0.0,0,0,0,0,0,0,0,0.0,16,8,2,9,1,2,11.11111111111111,22.22222222222222
03BNGH14,03BNGH,1991,204,98,106,7,2,5,3.4313725490196076,1,2,1,3,0,0,0,0.0,10,4,0,4,1,0,25.0,0.0
03BNGH15,03BNGH,1991,557,279,278,5,4,1,0.8976660682226212,0,0,4,1,0,0,2,0.3590664272890485,17,8,4,6,0,1,0.0,16.666666666666668
03BNGH16,03BNGH,1991,550,268,282,5,2,3,0.9090909090909091,0,2,2,1,0,0,0,0.0,22,13,1,10,0,7,0.0,70.0
03BNGH17,03BNGH,1991,483,282,201,3,1,2,0.6211180124223602,0,1,0,2,0,1,1,0.2070393374741201,5,3,0,2,0,3,0.0,150.0
03BNGH18,03BNGH,1991,335,153,182,0,0,0,0.0,0,0,0,0,0,0,0,0.0,10,3,1,2,0,1,0.0,50.0
03BNGH19,03BNGH,1991,418,211,207,2,2,0,0.4784688995215311,0,0,2,0,0,0,1,0.23923444976076555,36,19,4,17,0,3,0.0,17.647058823529413
03BNGH20,03BNGH,1991,551,280,271,0,0,0,0.0,0,0,0,0,0,0,0,0.0,18,13,2,7,0,5,0.0,71.42857142857143
03BNGH21,03BNGH,1991,477,263,214,0,0,0,0.0,0,0,0,0,0,0,0,0.0,11,8,0,6,0,1,0.0,16.666666666666668
03BNGH22,03BNGH,1991,499,249,250,0,0,0,0.0,0,0,0,0,0,0,0,0.0,16,11,1,4,0,2,0.0,50.0
03BNGH23,03BNGH,1991,553,264,289,7,5,2,1.2658227848101267,1,2,0,3,0,0,0,0.0,16,8,2,9,0,8,0.0,88.88888888888889
03BNGH24,03BNGH,1991,384,192,192,2,1,1,0.5208333333333334,0,0,1,2,0,0,0,0.0,13,9,1,8,0,6,0.0,75.0
03BNGH25,03BNGH,1991,302,169,133,3,3,0,0.9933774834437086,0,0,0,2,0,0,0,0.0,10,7,4,5,3,2,60.0,40.0
03BNGH26,03BNGH,1991,447,257,190,9,5,4,2.0134228187919465,0,2,1,5,0,0,1,0.22371364653243847,8,8,2,3,0,2,0.0,66.66666666666667
03BNGH27,03BNGH,1991,333,145,188,0,0,0,0.0,0,0,0,0,0,0,0,0.0,11,3,2,2,0,1,0.0,50.0
03BNGH28,03BNGH,1991,408,226,182,11,4,7,2.696078431372549,1,4,1,4,2,0,0,0.0,16,10,1,8,0,4,0.0,50.0
03BNGH29,03BNGH,1991,756,365,391,24,10,14,3.1746031746031744,5,7,2,8,1,2,3,0.3968253968253968,30,15,1,11,0,10,0.0,90.9090909090909
03BNGH30,03BNGH,1991,541,249,292,9,5,4,1.6635859519408502,1,1,3,2,1,2,1,0.18484288354898337,15,12,1,7,0,7,0.0,100.0
03BNGH31,03BNGH,1991,600,286,314,11,4,7,1.8333333333333333,1,1,6,2,0,0,1,0.16666666666666666,13,8,0,5,0,3,0.0,60.0
03BNGH32,03BNGH,1991,572,263,309,3,2,1,0.5244755244755245,0,0,1,1,1,0,1,0.17482517482517482,16,8,1,7,0,5,0.0,71.42857142857143
03BNGH33,03BNGH,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNGJ01,03BNGJ,1991,339,168,171,2,2,0,0.5899705014749262,0,0,2,0,0,0,0,0.0,10,4,2,7,1,2,14.285714285714286,28.571428571428573
03BNGJ02,03BNGJ,1991,344,156,188,2,2,0,0.5813953488372093,0,0,2,0,0,0,0,0.0,5,3,0,3,0,2,0.0,66.66666666666667
03BNGJ03,03BNGJ,1991,564,256,308,9,6,3,1.5957446808510638,0,2,2,3,0,0,4,0.7092198581560284,12,6,2,7,0,2,0.0,28.571428571428573
03BNGJ04,03BNGJ,1991,120,61,59,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,1,2,4,0,1,0.0,25.0
03BNGJ05,03BNGJ,1991,165,91,74,1,0,1,0.6060606060606061,0,0,2,0,0,0,0,0.0,13,8,3,9,0,1,0.0,11.11111111111111
03BNGJ06,03BNGJ,1991,239,120,119,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,2,3,0,1,0.0,33.333333333333336
03BNGJ07,03BNGJ,1991,318,148,170,0,0,0,0.0,0,0,0,0,0,0,0,0.0,8,6,4,3,0,1,0.0,33.333333333333336
03BNGJ08,03BNGJ,1991,212,115,97,3,2,1,1.4150943396226414,0,0,1,2,0,0,3,1.4150943396226414,7,5,2,4,0,0,0.0,0.0
03BNGJ09,03BNGJ,1991,196,107,89,1,1,0,0.5102040816326531,0,0,1,0,0,0,0,0.0,4,3,1,4,0,1,0.0,25.0
03BNGJ10,03BNGJ,1991,209,112,97,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGJ11,03BNGJ,1991,326,155,171,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,0,1,1,0,0,0.0,0.0
03BNGJ12,03BNGJ,1991,568,269,299,5,2,3,0.8802816901408451,0,0,0,3,0,0,0,0.0,8,6,1,5,0,3,0.0,60.0
03BNGJ13,03BNGJ,1991,573,277,296,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,1,0.0,100.0
03BNGJ14,03BNGJ,1991,356,170,186,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,3,0,1,0,1,0.0,100.0
03BNGJ15,03BNGJ,1991,361,152,209,1,1,0,0.2770083102493075,0,0,1,0,0,0,0,0.0,5,4,0,5,0,5,0.0,100.0
03BNGJ16,03BNGJ,1991,533,276,257,0,0,0,0.0,0,0,0,1,0,0,1,0.18761726078799248,5,3,0,1,0,0,0.0,0.0
03BNGJ17,03BNGJ,1991,247,124,123,4,2,2,1.6194331983805668,0,0,3,1,0,0,0,0.0,13,7,0,3,0,2,0.0,66.66666666666667
03BNGJ18,03BNGJ,1991,279,136,143,7,3,4,2.5089605734767026,0,3,1,3,1,0,4,1.4336917562724014,9,6,0,5,0,4,0.0,80.0
03BNGJ19,03BNGJ,1991,395,176,219,8,4,4,2.0253164556962027,0,3,4,2,0,1,1,0.25316455696202533,16,9,0,5,0,3,0.0,60.0
03BNGJ20,03BNGJ,1991,295,136,159,1,0,1,0.3389830508474576,0,0,1,0,0,0,0,0.0,9,4,2,6,0,1,0.0,16.666666666666668
03BNGJ21,03BNGJ,1991,522,268,254,3,0,3,0.5747126436781609,0,0,3,0,0,0,0,0.0,14,5,3,6,0,4,0.0,66.66666666666667
03BNGJ22,03BNGJ,1991,672,351,321,2,2,0,0.2976190476190476,0,1,0,1,0,0,0,0.0,10,4,0,6,0,4,0.0,66.66666666666667
03BNGJ23,03BNGJ,1991,551,272,279,17,8,9,3.0852994555353903,1,1,5,7,2,0,3,0.5444646098003629,26,12,0,10,0,8,0.0,80.0
03BNGJ24,03BNGJ,1991,335,168,167,6,5,1,1.791044776119403,0,0,1,3,0,0,6,1.791044776119403,12,7,3,5,0,4,0.0,80.0
03BNGJ25,03BNGJ,1991,419,206,213,7,3,4,1.6706443914081146,0,1,3,2,1,0,1,0.2386634844868735,9,5,0,4,0,4,0.0,100.0
03BNGJ26,03BNGJ,1991,644,328,316,4,2,2,0.6211180124223602,0,0,2,2,0,0,2,0.3105590062111801,11,5,0,4,0,1,0.0,25.0
03BNGJ27,03BNGJ,1991,586,289,297,15,7,8,2.5597269624573378,0,1,7,7,0,0,3,0.5119453924914675,16,8,1,7,0,4,0.0,57.142857142857146
03BNGJ28,03BNGJ,1991,451,219,232,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,0,1,0,0,0.0,0.0
03BNGJ29,03BNGJ,1991,494,227,267,4,1,3,0.8097165991902834,0,1,1,4,0,0,2,0.4048582995951417,6,4,0,3,0,2,0.0,66.66666666666667
03BNGJ30,03BNGJ,1991,378,146,232,4,1,3,1.0582010582010581,0,0,4,0,0,0,0,0.0,8,6,0,5,0,4,0.0,80.0
03BNGJ31,03BNGJ,1991,466,220,246,10,6,4,2.1459227467811157,3,2,0,5,0,0,2,0.4291845493562232,9,6,1,4,0,3,0.0,75.0
03BNGK01,03BNGK,1991,545,262,283,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,,
03BNGK02,03BNGK,1991,497,236,261,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK03,03BNGK,1991,686,321,365,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,,
03BNGK04,03BNGK,1991,652,314,338,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
03BNGK05,03BNGK,1991,546,251,295,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK06,03BNGK,1991,633,320,313,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0.0
03BNGK07,03BNGK,1991,624,301,323,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK08,03BNGK,1991,583,302,281,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,,
03BNGK09,03BNGK,1991,515,221,294,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,0,0.0,0.0
03BNGK10,03BNGK,1991,553,256,297,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,1,0.0,100.0
03BNGK11,03BNGK,1991,281,159,122,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,1,2,0,0,0.0,0.0
03BNGK12,03BNGK,1991,463,202,261,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK13,03BNGK,1991,579,269,310,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,4,0,3,0,2,0.0,66.66666666666667
03BNGK14,03BNGK,1991,495,248,247,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK15,03BNGK,1991,601,281,320,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
03BNGK16,03BNGK,1991,626,304,322,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK17,03BNGK,1991,660,288,372,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK18,03BNGK,1991,533,260,273,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,2,0,2,0.0,100.0
03BNGK19,03BNGK,1991,568,294,274,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0.0
03BNGK20,03BNGK,1991,510,241,269,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,0,2,0,0,0.0,0.0
03BNGK21,03BNGK,1991,137,68,69,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK22,03BNGK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNGK23,03BNGK,1991,103,56,47,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNGK24,03BNGK,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNSS01,03BNSS,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
