zoneid,ward_code,year,TOTAL_RES_1991,TOTAL_MALE_1991,TOTAL_FEMALE_1991,CHINESE_ETHNIC_1991,CHINESE_ETHNIC_MALE_1991,CHINESE_ETHNIC_FEMALE_1991,PCT_CHINESE_ETHNIC_1991,CHINESE_AGE_0_4_1991,CHINESE_AGE_5_15_1991,CHINESE_AGE_16_29_1991,CHINESE_AGE_30_PENSION_1991,CHINESE_PENSIONABLE_1991,CHINESE_LIMITING_ILLNESS_1991,CHINA_BORN_1991,PCT_CHINA_BORN_1991,CHINESE_16PLUS_1991,CHINESE_ECON_ACTIVE_1991,CHINESE_UNEMPLOYED_1991,CHINESE_HOUSEHOLDS_1991,CHINESE_OVERCROWD_GT1P5_1991,CHINESE_OWNER_OCC_1991,PCT_CHINESE_OVERCROWD_1991,PCT_CHINESE_OWNER_OCC_1991
03BNFA01,03BNFA,1991,229,125,104,14,6,8,6.11353711790393,0,2,2,6,0,4,0,0.0,20,4,0,10,0,0,0.0,0.0
03BNFA02,03BNFA,1991,348,203,145,34,20,14,9.770114942528735,0,3,14,12,1,0,31,8.908045977011493,41,15,5,25,1,0,4.0,0.0
03BNFA03,03BNFA,1991,551,342,209,7,4,3,1.2704174228675136,1,0,1,5,0,2,5,0.9074410163339383,12,3,4,6,0,0,0.0,0.0
03BNFA04,03BNFA,1991,484,230,254,21,11,10,4.338842975206612,1,7,5,8,0,1,0,0.0,15,9,2,4,0,0,0.0,0.0
03BNFA05,03BNFA,1991,216,119,97,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFA06,03BNFA,1991,370,155,215,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
03BNFA07,03BNFA,1991,609,273,336,8,3,5,1.3136288998357963,0,2,0,4,2,2,2,0.3284072249589491,16,6,1,8,0,0,0.0,0.0
03BNFA08,03BNFA,1991,661,315,346,3,2,1,0.45385779122541603,0,0,0,2,0,0,4,0.6051437216338881,2,2,1,1,0,0,0.0,0.0
03BNFA09,03BNFA,1991,396,203,193,10,4,6,2.525252525252525,0,2,5,4,0,0,0,0.0,17,11,2,10,0,3,0.0,30.0
03BNFA10,03BNFA,1991,316,147,169,16,6,10,5.063291139240507,1,2,4,8,2,1,10,3.1645569620253164,14,7,2,8,0,0,0.0,0.0
03BNFA11,03BNFA,1991,390,216,174,11,10,1,2.8205128205128207,1,2,5,2,0,0,5,1.2820512820512822,16,5,3,8,0,0,0.0,0.0
03BNFA12,03BNFA,1991,542,264,278,8,6,2,1.4760147601476015,1,3,2,2,0,2,1,0.18450184501845018,17,3,1,8,0,0,0.0,0.0
03BNFA13,03BNFA,1991,657,290,367,28,12,16,4.26179604261796,3,7,10,11,0,2,4,0.60882800608828,32,16,3,16,0,6,0.0,37.5
03BNFA14,03BNFA,1991,513,243,270,2,2,0,0.3898635477582846,0,0,0,2,0,0,2,0.3898635477582846,13,4,2,7,0,0,0.0,0.0
03BNFA15,03BNFA,1991,365,178,187,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,1,2,2,0,0,0.0,0.0
03BNFA16,03BNFA,1991,446,193,253,6,3,3,1.345291479820628,1,0,2,3,0,0,6,1.345291479820628,19,8,3,3,0,0,0.0,0.0
03BNFA18,03BNFA,1991,124,51,73,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,2,0,0,0.0,0.0
03BNFA20,03BNFA,1991,281,153,128,2,0,2,0.7117437722419929,0,0,0,0,2,2,1,0.35587188612099646,16,5,0,6,4,1,66.66666666666667,16.666666666666668
03BNFA21,03BNFA,1991,198,126,72,4,4,0,2.0202020202020203,0,0,2,2,0,0,3,1.5151515151515151,9,4,1,5,0,0,0.0,0.0
03BNFA22,03BNFA,1991,295,153,142,2,2,0,0.6779661016949152,0,0,1,0,0,0,0,0.0,6,2,1,3,0,0,0.0,0.0
03BNFA23,03BNFA,1991,453,200,253,3,1,2,0.6622516556291391,0,1,0,1,0,0,0,0.0,6,3,0,3,0,2,0.0,66.66666666666667
03BNFA24,03BNFA,1991,578,268,310,11,7,4,1.9031141868512111,2,0,1,6,1,1,7,1.2110726643598615,12,7,1,8,0,1,0.0,12.5
03BNFA25,03BNFA,1991,386,165,221,1,0,1,0.25906735751295334,0,0,0,0,2,0,0,0.0,2,2,0,0,0,0,,
03BNFA26,03BNFA,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFA27,03BNFA,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFA28,03BNFA,1991,180,52,128,2,1,1,1.1111111111111112,0,0,1,1,0,0,0,0.0,3,3,0,0,0,0,,
03BNFA30,03BNFA,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFA31,03BNFA,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFA32,03BNFA,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFA33,03BNFA,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFB01,03BNFB,1991,641,306,335,14,7,7,2.1840873634945397,1,4,4,4,0,2,0,0.0,15,11,0,7,0,8,0.0,114.28571428571429
03BNFB02,03BNFB,1991,697,322,375,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,1,0.0,100.0
03BNFB03,03BNFB,1991,518,245,273,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,4,0,3,0,3,0.0,100.0
03BNFB04,03BNFB,1991,397,203,194,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFB05,03BNFB,1991,551,252,299,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,0,2,0,2,0.0,100.0
03BNFB06,03BNFB,1991,654,297,357,0,0,0,0.0,0,0,0,0,0,0,1,0.1529051987767584,5,3,0,2,0,1,0.0,50.0
03BNFB07,03BNFB,1991,516,223,293,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFB08,03BNFB,1991,536,239,297,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,1,1,0,0,0.0,0.0
03BNFB09,03BNFB,1991,610,255,355,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,0,2,0,1,0.0,50.0
03BNFB10,03BNFB,1991,435,202,233,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,1,0,4,0,1,0.0,25.0
03BNFB11,03BNFB,1991,552,264,288,0,0,0,0.0,0,0,0,0,0,0,0,0.0,8,6,0,1,0,0,0.0,0.0
03BNFB12,03BNFB,1991,534,255,279,5,3,2,0.9363295880149812,0,1,0,1,0,0,0,0.0,3,2,0,1,0,1,0.0,100.0
03BNFB13,03BNFB,1991,677,321,356,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,
03BNFB14,03BNFB,1991,531,256,275,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
03BNFB15,03BNFB,1991,532,264,268,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,2,0,2,0.0,100.0
03BNFB16,03BNFB,1991,198,109,89,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0.0,0.0
03BNFB17,03BNFB,1991,357,189,168,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,4,0,5,0,0,0.0,0.0
03BNFB18,03BNFB,1991,321,144,177,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,0,,
03BNFB19,03BNFB,1991,495,228,267,6,3,3,1.2121212121212122,0,0,3,4,0,0,2,0.40404040404040403,12,8,1,2,0,2,0.0,100.0
03BNFB20,03BNFB,1991,557,258,299,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFB21,03BNFB,1991,629,300,329,10,5,5,1.589825119236884,0,4,2,4,0,0,2,0.3179650238473768,5,3,2,2,0,0,0.0,0.0
03BNFB22,03BNFB,1991,474,237,237,10,5,5,2.109704641350211,0,4,3,3,0,0,0,0.0,7,2,0,2,0,1,0.0,50.0
03BNFB23,03BNFB,1991,516,244,272,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFB24,03BNFB,1991,131,38,93,2,1,1,1.5267175572519085,0,0,2,0,0,0,0,0.0,3,3,0,0,0,0,,
03BNFC01,03BNFC,1991,524,234,290,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFC02,03BNFC,1991,491,218,273,0,0,0,0.0,0,0,0,0,0,0,0,0.0,11,5,2,2,0,1,0.0,50.0
03BNFC03,03BNFC,1991,536,241,295,0,0,0,0.0,0,0,0,0,0,0,0,0.0,8,4,2,5,0,2,0.0,40.0
03BNFC04,03BNFC,1991,398,186,212,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,3,0,3,0,4,0.0,133.33333333333334
03BNFC05,03BNFC,1991,535,250,285,7,3,4,1.308411214953271,0,0,3,4,0,0,2,0.37383177570093457,25,18,2,10,0,8,0.0,80.0
03BNFC06,03BNFC,1991,263,135,128,2,0,2,0.7604562737642585,0,0,0,2,0,0,0,0.0,3,2,1,0,0,0,,
03BNFC07,03BNFC,1991,372,190,182,2,1,1,0.5376344086021505,0,0,2,0,0,0,0,0.0,9,2,1,6,0,3,0.0,50.0
03BNFC08,03BNFC,1991,474,231,243,3,2,1,0.6329113924050633,0,0,1,2,0,0,2,0.4219409282700422,22,15,2,7,0,4,0.0,57.142857142857146
03BNFC09,03BNFC,1991,348,160,188,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,4,0,4,0,3,0.0,75.0
03BNFC10,03BNFC,1991,197,83,114,3,2,1,1.5228426395939085,0,0,1,1,0,0,0,0.0,6,5,0,3,0,3,0.0,100.0
03BNFC11,03BNFC,1991,421,198,223,1,1,0,0.2375296912114014,0,0,1,2,0,0,1,0.2375296912114014,28,13,11,12,0,1,0.0,8.333333333333334
03BNFC12,03BNFC,1991,304,154,150,1,1,0,0.32894736842105265,0,0,1,0,0,0,0,0.0,13,10,2,12,0,3,0.0,25.0
03BNFC13,03BNFC,1991,154,80,74,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,1,2,0,0,0.0,0.0
03BNFC14,03BNFC,1991,471,213,258,0,0,0,0.0,0,0,0,0,0,0,0,0.0,18,12,3,7,1,2,14.285714285714286,28.571428571428573
03BNFC15,03BNFC,1991,531,224,307,2,2,0,0.3766478342749529,0,0,0,1,0,0,0,0.0,4,2,0,3,0,1,0.0,33.333333333333336
03BNFC16,03BNFC,1991,497,236,261,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,2,0,1,0,0,0.0,0.0
03BNFC17,03BNFC,1991,555,259,296,1,0,1,0.18018018018018017,0,0,1,0,0,0,0,0.0,4,3,1,2,0,1,0.0,50.0
03BNFC18,03BNFC,1991,536,263,273,1,1,0,0.1865671641791045,0,0,1,0,0,0,0,0.0,9,3,0,4,0,3,0.0,75.0
03BNFC19,03BNFC,1991,455,225,230,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,3,0,3,0,2,0.0,66.66666666666667
03BNFC20,03BNFC,1991,366,168,198,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,4,1,2,0,3,0.0,150.0
03BNFC21,03BNFC,1991,385,193,192,0,0,0,0.0,0,0,0,0,0,0,0,0.0,13,12,2,8,0,4,0.0,50.0
03BNFC22,03BNFC,1991,284,135,149,0,0,0,0.0,0,0,0,0,0,0,0,0.0,19,11,2,9,1,4,11.11111111111111,44.44444444444444
03BNFC23,03BNFC,1991,269,150,119,4,2,2,1.486988847583643,0,0,4,0,0,0,0,0.0,5,0,0,2,1,0,50.0,0.0
03BNFC24,03BNFC,1991,443,203,240,1,0,1,0.22573363431151242,0,0,2,0,0,0,0,0.0,5,2,0,3,0,0,0.0,0.0
03BNFC25,03BNFC,1991,583,287,296,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,2,2,0,2,0.0,100.0
03BNFC26,03BNFC,1991,484,235,249,6,3,3,1.2396694214876034,1,2,2,0,0,0,1,0.2066115702479339,5,2,1,4,0,1,0.0,25.0
03BNFC27,03BNFC,1991,419,195,224,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,2,0,2,0,0,0.0,0.0
03BNFC28,03BNFC,1991,482,239,243,8,3,5,1.6597510373443984,1,0,4,3,1,1,3,0.6224066390041494,11,7,3,6,0,2,0.0,33.333333333333336
03BNFC29,03BNFC,1991,484,232,252,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,3,1,4,0,0,0.0,0.0
03BNFC30,03BNFC,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFC31,03BNFC,1991,260,89,171,8,6,2,3.076923076923077,0,0,5,2,0,0,1,0.38461538461538464,13,9,1,0,0,0,,
03BNFC32,03BNFC,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFC33,03BNFC,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFC34,03BNFC,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFD01,03BNFD,1991,522,236,286,1,1,0,0.19157088122605365,0,0,0,1,0,0,1,0.19157088122605365,1,1,2,3,0,0,0.0,0.0
03BNFD02,03BNFD,1991,548,237,311,4,1,3,0.7299270072992701,0,2,0,2,0,0,0,0.0,2,1,0,1,0,2,0.0,200.0
03BNFD03,03BNFD,1991,580,285,295,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,2,0,0,0.0,0.0
03BNFD04,03BNFD,1991,431,208,223,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,,
03BNFD05,03BNFD,1991,406,196,210,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,0,3,0,0,0.0,0.0
03BNFD06,03BNFD,1991,536,256,280,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,1,1,0,0,0.0,0.0
03BNFD07,03BNFD,1991,630,283,347,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,,
03BNFD08,03BNFD,1991,624,303,321,5,3,2,0.8012820512820513,0,0,0,1,1,1,0,0.0,4,3,0,3,0,0,0.0,0.0
03BNFD09,03BNFD,1991,657,312,345,0,0,0,0.0,0,0,0,2,0,0,0,0.0,6,5,0,3,0,0,0.0,0.0
03BNFD10,03BNFD,1991,609,277,332,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFD11,03BNFD,1991,338,156,182,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFD12,03BNFD,1991,461,215,246,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,1,0.0,100.0
03BNFD13,03BNFD,1991,511,239,272,2,1,1,0.3913894324853229,0,0,2,0,0,0,0,0.0,3,3,0,1,0,0,0.0,0.0
03BNFD14,03BNFD,1991,491,220,271,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,,
03BNFD15,03BNFD,1991,507,234,273,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFD16,03BNFD,1991,377,174,203,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,,
03BNFD17,03BNFD,1991,578,287,291,3,1,2,0.5190311418685121,0,1,0,1,0,0,0,0.0,2,1,0,1,0,0,0.0,0.0
03BNFD18,03BNFD,1991,485,248,237,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,1,0,0,0,,
03BNFD19,03BNFD,1991,538,245,293,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFD20,03BNFD,1991,485,217,268,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFD21,03BNFD,1991,331,123,208,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,2,0,0,0.0,0.0
03BNFD22,03BNFD,1991,499,226,273,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0.0
03BNFD23,03BNFD,1991,618,287,331,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFD24,03BNFD,1991,561,261,300,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0.0
03BNFD25,03BNFD,1991,454,215,239,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,1,0,0,0.0,0.0
03BNFE01,03BNFE,1991,295,148,147,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFE02,03BNFE,1991,550,236,314,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,3,1,4,0,0,0.0,0.0
03BNFE03,03BNFE,1991,464,216,248,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,,
03BNFE04,03BNFE,1991,597,285,312,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,1,0,0,0,,
03BNFE05,03BNFE,1991,647,329,318,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFE06,03BNFE,1991,581,271,310,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0.0,0.0
03BNFE07,03BNFE,1991,540,259,281,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,1,0.0,100.0
03BNFE08,03BNFE,1991,645,311,334,4,2,2,0.6201550387596899,0,2,0,2,0,0,0,0.0,3,2,0,1,0,1,0.0,100.0
03BNFE09,03BNFE,1991,636,283,353,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFE10,03BNFE,1991,512,252,260,6,4,2,1.171875,0,2,0,4,0,0,0,0.0,6,5,0,3,0,0,0.0,0.0
03BNFE11,03BNFE,1991,462,194,268,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,
03BNFE12,03BNFE,1991,403,182,221,3,2,1,0.7444168734491315,0,0,1,1,2,1,0,0.0,8,3,1,5,0,3,0.0,60.0
03BNFE13,03BNFE,1991,502,238,264,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
03BNFE14,03BNFE,1991,497,246,251,7,4,3,1.408450704225352,2,0,2,3,0,0,1,0.2012072434607646,4,1,0,2,0,1,0.0,50.0
03BNFE15,03BNFE,1991,626,314,312,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,2,0,0,0.0,0.0
03BNFE16,03BNFE,1991,566,260,306,8,3,5,1.4134275618374559,0,1,4,2,0,0,3,0.5300353356890459,6,4,0,3,0,2,0.0,66.66666666666667
03BNFE17,03BNFE,1991,474,222,252,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFE18,03BNFE,1991,289,132,157,11,7,4,3.8062283737024223,1,0,7,2,1,0,1,0.3460207612456747,17,9,2,8,0,4,0.0,50.0
03BNFE19,03BNFE,1991,362,169,193,30,15,15,8.287292817679559,5,7,5,10,2,1,0,0.0,22,12,5,10,1,6,10.0,60.0
03BNFE20,03BNFE,1991,446,214,232,5,2,3,1.1210762331838564,0,1,2,2,0,0,0,0.0,5,3,0,1,0,0,0.0,0.0
03BNFE21,03BNFE,1991,433,215,218,9,3,6,2.0785219399538106,0,6,0,4,0,0,2,0.4618937644341801,6,4,1,3,0,0,0.0,0.0
03BNFE22,03BNFE,1991,456,204,252,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,1,0,0,0.0,0.0
03BNFE23,03BNFE,1991,427,204,223,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,3,1,0,0,0,,
03BNFE24,03BNFE,1991,375,197,178,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,3,3,1,0,0,0.0,0.0
03BNFE26,03BNFE,1991,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
03BNFF01,03BNFF,1991,548,250,298,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFF02,03BNFF,1991,559,264,295,38,18,20,6.797853309481217,3,8,15,10,1,0,3,0.5366726296958855,27,19,1,12,0,11,0.0,91.66666666666667
03BNFF03,03BNFF,1991,499,246,253,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0
03BNFF04,03BNFF,1991,474,221,253,2,1,1,0.4219409282700422,0,0,2,0,0,0,0,0.0,4,4,0,2,0,1,0.0,50.0
03BNFF05,03BNFF,1991,536,254,282,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,6,0,2,0,1,0.0,50.0
03BNFF06,03BNFF,1991,616,288,328,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFF07,03BNFF,1991,480,211,269,5,3,2,1.0416666666666667,1,0,0,2,2,2,0,0.0,5,2,1,2,0,0,0.0,0.0
03BNFF08,03BNFF,1991,458,196,262,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFF09,03BNFF,1991,562,275,287,12,6,6,2.1352313167259784,1,2,4,5,0,0,2,0.35587188612099646,9,6,4,4,0,0,0.0,0.0
03BNFF10,03BNFF,1991,623,280,343,14,5,9,2.247191011235955,1,3,5,6,2,1,0,0.0,12,9,4,6,0,1,0.0,16.666666666666668
03BNFF11,03BNFF,1991,530,254,276,2,2,0,0.37735849056603776,0,0,2,1,0,0,0,0.0,7,3,0,2,0,2,0.0,100.0
03BNFF12,03BNFF,1991,521,231,290,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0.0
03BNFF13,03BNFF,1991,442,212,230,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFF14,03BNFF,1991,556,258,298,3,1,2,0.539568345323741,0,0,1,2,0,0,0,0.0,6,4,0,3,0,3,0.0,100.0
03BNFF15,03BNFF,1991,534,236,298,7,4,3,1.3108614232209739,0,1,3,2,0,0,0,0.0,7,2,2,1,0,0,0.0,0.0
03BNFF16,03BNFF,1991,468,218,250,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,0,0,0,0,,
03BNFF17,03BNFF,1991,578,261,317,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0.0,0.0
03BNFF18,03BNFF,1991,519,245,274,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
03BNFF19,03BNFF,1991,549,251,298,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,1,0,1,0,0,0.0,0.0
03BNFF20,03BNFF,1991,470,225,245,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFF21,03BNFF,1991,275,156,119,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,1,0,0,0.0,0.0
03BNFF22,03BNFF,1991,461,216,245,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFF23,03BNFF,1991,134,83,51,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFF24,03BNFF,1991,480,234,246,4,0,4,0.8333333333333334,0,2,0,3,0,0,4,0.8333333333333334,7,4,1,4,0,0,0.0,0.0
03BNFF25,03BNFF,1991,51,1,50,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFG01,03BNFG,1991,413,199,214,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,0,3,0,0,0.0,0.0
03BNFG02,03BNFG,1991,266,127,139,1,1,0,0.37593984962406013,0,0,0,1,0,1,0,0.0,1,1,0,1,0,0,0.0,0.0
03BNFG03,03BNFG,1991,353,159,194,5,2,3,1.4164305949008498,0,0,4,0,0,0,4,1.13314447592068,4,2,0,2,0,0,0.0,0.0
03BNFG04,03BNFG,1991,349,163,186,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFG05,03BNFG,1991,357,165,192,23,11,12,6.442577030812325,3,5,9,7,0,2,2,0.5602240896358543,21,9,4,6,0,2,0.0,33.333333333333336
03BNFG06,03BNFG,1991,355,173,182,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,2,0,2,0,1,0.0,50.0
03BNFG07,03BNFG,1991,214,91,123,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFG08,03BNFG,1991,350,168,182,9,4,5,2.5714285714285716,1,2,2,3,3,1,0,0.0,7,2,0,3,2,0,66.66666666666667,0.0
03BNFG09,03BNFG,1991,644,325,319,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFG10,03BNFG,1991,296,135,161,3,2,1,1.0135135135135136,0,1,0,2,0,1,0,0.0,2,1,0,2,0,1,0.0,50.0
03BNFG11,03BNFG,1991,523,245,278,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,3,3,4,0,1,0.0,25.0
03BNFG12,03BNFG,1991,466,217,249,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0.0
03BNFG13,03BNFG,1991,620,295,325,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
03BNFG14,03BNFG,1991,457,204,253,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1,1,0,100.0,0.0
03BNFG15,03BNFG,1991,382,183,199,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,,
03BNFG16,03BNFG,1991,523,241,282,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,,
03BNFG17,03BNFG,1991,454,223,231,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFG18,03BNFG,1991,435,215,220,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,2,0,0,0.0,0.0
03BNFG19,03BNFG,1991,450,212,238,8,4,4,1.7777777777777777,0,1,2,5,0,2,0,0.0,12,10,0,3,0,3,0.0,100.0
03BNFG20,03BNFG,1991,711,343,368,3,3,0,0.4219409282700422,0,0,3,0,0,0,0,0.0,3,0,0,1,0,0,0.0,0.0
03BNFG21,03BNFG,1991,613,286,327,4,2,2,0.6525285481239804,0,2,0,3,0,0,0,0.0,2,2,0,1,0,1,0.0,100.0
03BNFG22,03BNFG,1991,599,317,282,4,4,0,0.667779632721202,0,0,3,0,0,0,1,0.1669449081803005,4,0,0,1,0,0,0.0,0.0
03BNFG23,03BNFG,1991,390,172,218,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
03BNFG24,03BNFG,1991,389,155,234,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
03BNFG25,03BNFG,1991,450,239,211,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,2,0,1,0.0,50.0
03BNFG26,03BNFG,1991,541,280,261,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,2,,
03BNFH01,03BNFH,1991,654,311,343,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,3,0,2,0,2,0.0,100.0
03BNFH02,03BNFH,1991,504,221,283,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,4,2,3,0,2,0.0,66.66666666666667
03BNFH03,03BNFH,1991,554,273,281,9,5,4,1.6245487364620939,2,1,3,4,0,0,0,0.0,16,8,0,8,0,7,0.0,87.5
