"ukcas_table_name","table_code","table_label","table_title","table_full_title","table_universe","table_counts"
ST305NI,ST305,Standard Tables Table 305,Age by Sex and Community Background (Religion or Religion Brought up in ),ST305: Age by Sex and Community Background (Religion or Religion Brought up in ),All people,Persons
ST305aNI,ST305a,Standard Tables Table 305a,Age by Sex and Religion,ST305a: Age by Sex and Religion,All people,Persons
ST306NI,ST306,Standard Tables Table 306a,Age by Community Background (Religion or Religion Brought up in ),ST306: Age by Community Background (Religion or Religion Brought up in ),All people,Persons
ST306aNI,ST306a,Standard Tables Table 306a,Age by Religion,ST306a: Age by Religion,All people,Persons
ST307NI,ST307,Standard Tables Table 307a,Sex and Type of Communal Establishment by Community Background (Religion or Religion Brought up in ),ST307: Sex and Type of Communal Establishment by Community Background (Religion or Religion Brought up in ),All people resident in communal establishments,Persons
ST307aNI,ST307a,Standard Tables Table 307a,Sex and Type of Communal Establishment by Religion,ST307a: Sex and Type of Communal Establishment by Religion,All people resident in communal establishments,Persons
ST308NI,ST308,Standard Tables Table 308,Religion by Sex,ST308: Religion by Sex,All people,Persons
ST309NI,ST309,Standard Tables Table 309,Age by Sex and Living Arrangements,ST309: Age by Sex and Living Arrangements,All people aged 16 and over in households,Persons
ST310NI,ST310,Standard Tables Table 310,Age of Full-Time Schoolchildren and Students Aged 18 And Under by Household Type,ST310: Age of Full-Time Schoolchildren and Students Aged 18 And Under by Household Type,All full-time schoolchildren and students aged 18 and under at their term-time address,"Persons; Schoolchildren, Students"
ST311NI,ST311,Standard Tables Table 311,Household Composition by Ethnic Group of HRP,ST311: Household Composition by Ethnic Group of HRP,All households,Households
ST312NI,ST312,Standard Tables Table 312,Household Composition by Community Background (Religion or Religion Brought up in ) of HRP,ST312: Household Composition by Community Background (Religion or Religion Brought up in ) of HRP,All households,Households
ST312aNI,ST312a,Standard Tables Table 312a,Household Composition by Religion of HRP,ST312a: Household Composition by Religion of HRP,All households,Households
ST313NI,ST313,Standard Tables Table 313,Living Arrangements and Community Background (Religion or Religion Brought up in ) by Sex and Age,ST313: Living Arrangements and Community Background (Religion or Religion Brought up in ) by Sex and Age,All people aged 16 and over in households,Persons
ST313aNI,ST313a,Standard Tables Table 313a,Living Arrangements and Religion by Sex and Age,ST313a: Living Arrangements and Religion by Sex and Age,All people aged 16 and over in households,Persons
ST314NI,ST314,Standard Tables Table 314,Country of Birth by Ethnic Group,ST314: Country of Birth by Ethnic Group,All people,Persons
ST315NI,ST315,Standard Tables Table 315,Tenure and Age by General Health and Limiting Long-Term Illness,ST315: Tenure and Age by General Health and Limiting Long-Term Illness,All people in households,Persons
ST316NI,ST316,Standard Tables Table 316,Limiting Long-Term Illness and Age by Number of Floor Levels and Tenure,ST316: Limiting Long-Term Illness and Age by Number of Floor Levels and Tenure,All people in households,Persons
ST317NI,ST317,Standard Tables Table 317,"Sex, Limiting Long-Term Illness and Type of Communal Establishment by Age (Residents (Non-Staff) in Communal Establishments)","ST317: Sex, Limiting Long-Term Illness and Type of Communal Establishment by Age (Residents (Non-Staff) in Communal Establishments)",All communal establishment residents (excluding staff and their families,Persons
ST318NI,ST318,Standard Tables Table 318,"Age, Limiting Long-Term Illness and General Health by Ethnic Group","ST318: Age, Limiting Long-Term Illness and General Health by Ethnic Group",All people,Persons
ST319NI,ST319,Standard Tables Table 319,"Sex, Age, Limiting Long-Term Illness and General Health by Community Background (Religion or Religion Brought up in )","ST319: Sex, Age, Limiting Long-Term Illness and General Health by Community Background (Religion or Religion Brought up in )",All people,Persons
ST319aNI,ST319a,Standard Tables Table 319a,"Sex, Age, Limiting Long-Term Illness and General Health by Religion","ST319a: Sex, Age, Limiting Long-Term Illness and General Health by Religion",All people,Persons
ST320NI,ST320,Standard Tables Table 320,Sex and Age by Highest Level of Qualification,ST320: Sex and Age by Highest Level of Qualification,All people aged 16 to 74,Persons
ST321NI,ST321,Standard Tables Table 321,Sex and NS-SeC by Highest Level of Qualification,ST321: Sex and NS-SeC by Highest Level of Qualification,All people aged 16 to 74,Persons
ST322NI,ST322,Standard Tables Table 322,Sex and Highest Level of Qualification by Ethnic Group,ST322: Sex and Highest Level of Qualification by Ethnic Group,All people aged 16 to 74,Persons
ST323NI,ST323,Standard Tables Table 323,Age and Highest Level of Qualification by Ethnic Group,ST323: Age and Highest Level of Qualification by Ethnic Group,All people aged 16 to 74,Persons
ST324NI,ST324,Standard Tables Table 324,Sex and Highest Level of Qualification by Community Background (Religion or Religion Brought up in ),ST324: Sex and Highest Level of Qualification by Community Background (Religion or Religion Brought up in ),All people aged 16 to 74,Persons
ST324aNI,ST324a,Standard Tables Table 324a,Sex and Highest Level of Qualification by Religion,ST324a: Sex and Highest Level of Qualification by Religion,All people aged 16 to 74,Persons
ST325NI,ST325,Standard Tables Table 325,Age and Highest Level of Qualification by Sex and Community Background (Religion or Religion Brought up in ),ST325: Age and Highest Level of Qualification by Sex and Community Background (Religion or Religion Brought up in ),All people aged 16 to 74,Persons
ST325aNI,ST325a,Standard Tables Table 325a,Age and Highest Level of Qualification by Sex and Religion,ST325a: Age and Highest Level of Qualification by Sex and Religion,All people aged 16 to 74,Persons
ST326NI,ST326,Standard Tables Table 326,Sex and Occupation by Highest Level of Qualification,ST326: Sex and Occupation by Highest Level of Qualification,All people aged 16 to 74 in employment the week before the census,Persons
ST327NI,ST327,Standard Tables Table 327,Age of HRP and Tenure by Economic Activity of HRP,ST327: Age of HRP and Tenure by Economic Activity of HRP,All households with HRP aged 16 to 74,Persons
ST328NI,ST328,Standard Tables Table 328,Economic Activity by Ethnic Group,ST328: Economic Activity by Ethnic Group,All people aged 16 to 74,Persons
ST329NI,ST329,Standard Tables Table 329,Sex and Economic Activity by Community Background (Religion or Religion Brought up in ),ST329: Sex and Economic Activity by Community Background (Religion or Religion Brought up in ),All people aged 16 to 74,Persons
ST329aNI,ST329a,Standard Tables Table 329a,Sex and Economic Activity by Religion,ST329a: Sex and Economic Activity by Religion,All people aged 16 to 74,Persons
ST330NI,ST330,Standard Tables Table 330a,Age and Economic Activity by Sex and Community Background (Religion or Religion Brought up in ),ST330: Age and Economic Activity by Sex and Community Background (Religion or Religion Brought up in ),All people aged 16 to 74,Persons
ST330aNI,ST330a,Standard Tables Table 330,Age and Economic Activity by Sex and Religion,ST330a: Age and Economic Activity by Sex and Religion,All people aged 16 to 74,Persons
ST331NI,ST331,Standard Tables Table 331,Economic Activity and Age of Full-Time Students by Household Type and Tenure,ST331: Economic Activity and Age of Full-Time Students by Household Type and Tenure,All full-time schoolchildren and students aged 16 and over at their term-time address,"Persons; Schoolchildren, Students"
ST332NI,ST332,Standard Tables Table 332,Sex and Former Occupation by Age,ST332: Sex and Former Occupation by Age,All people aged 16 to 74 not in employment the week before the census,Persons
ST333NI,ST333,Standard Tables Table 333,Sex and Occupation by Ethnic Group,ST333: Sex and Occupation by Ethnic Group,All people aged 16 to 74 in employment the week before the census,Persons
ST334NI,ST334,Standard Tables Table 334,Occupation by Sex and Community Background (Religion or Religion Brought up in ),ST334: Occupation by Sex and Community Background (Religion or Religion Brought up in ),All people aged 16 to 74 in employment the week before the census,Persons
ST334aNI,ST334a,Standard Tables Table 334a,Occupation by Sex and Religion,ST334a: Occupation by Sex and Religion,All people aged 16 to 74 in employment the week before the census,Persons
ST335NI,ST335,Standard Tables Table 335,Sex and Former Industry by Age,ST335: Sex and Former Industry by Age,All people aged 16 to 74 not in employment the week before the census,Persons
ST336NI,ST336,Standard Tables Table 336,Sex and Industry by Ethnic Group,ST336: Sex and Industry by Ethnic Group,All people aged 16 to 74 in employment the week before the census,Persons
ST337NI,ST337,Standard Tables Table 337,Industry by Sex and Community Background (Religion or Religion Brought up in ),ST337: Industry by Sex and Community Background (Religion or Religion Brought up in ),All people aged 16 to 74 in employment the week before the census,Persons
