"table_name","table_column_name","description"
S86EW,S860154,Adults with limiting long-term illness // Semi-skilled manual workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860155,TOTAL: Families // Semi-skilled manual workers // Families // Households with residents; residents in households; families of resident persons
S86EW,S860156,With dependent child(ren) // Semi-skilled manual workers // Families // Households with residents; residents in households; families of resident persons
S86EW,S860157,Unskilled manual workers // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86EW,S860158,Unskilled manual workers // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86EW,S860159,Unskilled manual workers // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86EW,S860160,Unskilled manual workers // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86EW,S860161,Unskilled manual workers // Rented from a local authority or New Town // Households // Households with residents; residents in households; families of resident persons
S86EW,S860162,Migrant head of household // Unskilled manual workers // Households // Households with residents; residents in households; families of resident persons
S86EW,S860163,No car // Unskilled manual workers // Households // Households with residents; residents in households; families of resident persons
S86EW,S860164,TOTAL: Persons // Unskilled manual workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860165,Economically Active // Unskilled manual workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860166,Dependent children // Unskilled manual workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860167,Adults with limiting long-term illness // Unskilled manual workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860168,TOTAL: Families // Unskilled manual workers // Families // Households with residents; residents in households; families of resident persons
S86EW,S860169,With dependent child(ren) // Unskilled manual workers // Families // Households with residents; residents in households; families of resident persons
S86EW,S860170,Own account workers (other than professional) // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86EW,S860171,Own account workers (other than professional) // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86EW,S860172,Own account workers (other than professional) // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86EW,S860173,Own account workers (other than professional) // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86EW,S860174,Own account workers (other than professional) // Rented from a local authority or New Town // Households // Households with residents; residents in households; families of resident persons
S86EW,S860175,Migrant head of household // Own account workers (other than professional) // Households // Households with residents; residents in households; families of resident persons
S86EW,S860176,No car // Own account workers (other than professional) // Households // Households with residents; residents in households; families of resident persons
S86EW,S860177,TOTAL: Persons // Own account workers (other than professional) // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860178,Economically Active // Own account workers (other than professional) // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860179,Dependent children // Own account workers (other than professional) // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860180,Adults with limiting long-term illness // Own account workers (other than professional) // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860181,TOTAL: Families // Own account workers (other than professional) // Families // Households with residents; residents in households; families of resident persons
S86EW,S860182,With dependent child(ren) // Own account workers (other than professional) // Families // Households with residents; residents in households; families of resident persons
S86EW,S860183,Employers and managers // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86EW,S860184,Employers and managers // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86EW,S860185,Employers and managers // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86EW,S860186,Employers and managers // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86EW,S860187,Employers and managers // Rented from a local authority or New Town // Households // Households with residents; residents in households; families of resident persons
S86EW,S860188,Migrant head of household // Employers and managers // Households // Households with residents; residents in households; families of resident persons
S86EW,S860189,No car // Employers and managers // Households // Households with residents; residents in households; families of resident persons
S86EW,S860190,TOTAL: Persons // Employers and managers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860191,Economically Active // Employers and managers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860192,Dependent children // Employers and managers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860193,Adults with limiting long-term illness // Employers and managers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860194,TOTAL: Families // Employers and managers // Families // Households with residents; residents in households; families of resident persons
S86EW,S860195,With dependent child(ren) // Employers and managers // Families // Households with residents; residents in households; families of resident persons
S86EW,S860196,Own account // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86EW,S860197,Own account // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86EW,S860198,Own account // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86EW,S860199,Own account // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86EW,S860200,Own account // Rented from a local authority or New Town // Households // Households with residents; residents in households; families of resident persons
S86EW,S860201,Migrant head of household // Own account // Households // Households with residents; residents in households; families of resident persons
S86EW,S860202,No car // Own account // Households // Households with residents; residents in households; families of resident persons
S86EW,S860203,TOTAL: Persons // Own account // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860204,Economically Active // Own account // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860205,Dependent children // Own account // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860206,Adults with limiting long-term illness // Own account // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860207,TOTAL: Families // Own account // Families // Households with residents; residents in households; families of resident persons
S86EW,S860208,With dependent child(ren) // Own account // Families // Households with residents; residents in households; families of resident persons
S86EW,S860209,Agricultural workers // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86EW,S860210,Agricultural workers // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86EW,S860211,Agricultural workers // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86EW,S860212,Agricultural workers // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86EW,S860213,Agricultural workers // Rented from a local authority or New Town // Households // Households with residents; residents in households; families of resident persons
S86EW,S860214,Migrant head of household // Agricultural workers // Households // Households with residents; residents in households; families of resident persons
S86EW,S860215,No car // Agricultural workers // Households // Households with residents; residents in households; families of resident persons
S86EW,S860216,TOTAL: Persons // Agricultural workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860217,Economically Active // Agricultural workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860218,Dependent children // Agricultural workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860219,Adults with limiting long-term illness // Agricultural workers // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860220,TOTAL: Families // Agricultural workers // Families // Households with residents; residents in households; families of resident persons
S86EW,S860221,With dependent child(ren) // Agricultural workers // Families // Households with residents; residents in households; families of resident persons
S86EW,S860222,Members of armed forces // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86EW,S860223,Members of armed forces // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86EW,S860224,Members of armed forces // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86EW,S860225,Members of armed forces // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86EW,S860226,Members of armed forces // Rented from a local authority or New Town // Households // Households with residents; residents in households; families of resident persons
S86EW,S860227,Migrant head of household // Members of armed forces // Households // Households with residents; residents in households; families of resident persons
S86EW,S860228,No car // Members of armed forces // Households // Households with residents; residents in households; families of resident persons
S86EW,S860229,TOTAL: Persons // Members of armed forces // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860230,Economically Active // Members of armed forces // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860231,Dependent children // Members of armed forces // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860232,Adults with limiting long-term illness // Members of armed forces // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860233,TOTAL: Families // Members of armed forces // Families // Households with residents; residents in households; families of resident persons
S86EW,S860234,With dependent child(ren) // Members of armed forces // Families // Households with residents; residents in households; families of resident persons
S86EW,S860235,Inadequately described and not stated occupations // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86EW,S860236,Inadequately described and not stated occupations // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86EW,S860237,Inadequately described and not stated occupations // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86EW,S860238,Inadequately described and not stated occupations // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86EW,S860239,Inadequately described and not stated occupations // Rented from a local authority or New Town // Households // Households with residents; residents in households; families of resident persons
S86EW,S860240,Migrant head of household // Inadequately described and not stated occupations // Households // Households with residents; residents in households; families of resident persons
S86EW,S860241,No car // Inadequately described and not stated occupations // Households // Households with residents; residents in households; families of resident persons
S86EW,S860242,TOTAL: Persons // Inadequately described and not stated occupations // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860243,Economically Active // Inadequately described and not stated occupations // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860244,Dependent children // Inadequately described and not stated occupations // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860245,Adults with limiting long-term illness // Inadequately described and not stated occupations // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860246,TOTAL: Families // Inadequately described and not stated occupations // Families // Households with residents; residents in households; families of resident persons
S86EW,S860247,With dependent child(ren) // Inadequately described and not stated occupations // Families // Households with residents; residents in households; families of resident persons
S86EW,S860248,Economically Inactive // TOTAL: Socio-Economic Group // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86EW,S860249,Economically Inactive // TOTAL: Socio-Economic Group // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86EW,S860250,Economically Inactive // TOTAL: Socio-Economic Group // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86EW,S860251,Economically Inactive // TOTAL: Socio-Economic Group // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86EW,S860252,Economically Inactive // TOTAL: Socio-Economic Group // Rented from a local authority or New Town // Households // Households with residents; residents in households; families of resident persons
S86EW,S860253,Economically Inactive // Migrant head of household // TOTAL: Socio-Economic Group // Households // Households with residents; residents in households; families of resident persons
S86EW,S860254,No car // Economically Inactive // TOTAL: Socio-Economic Group // Households // Households with residents; residents in households; families of resident persons
S86EW,S860255,Economically Inactive // TOTAL: Persons // TOTAL: Socio-Economic Group // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860256,Economically Inactive // Economically Active // TOTAL: Socio-Economic Group // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860257,Economically Inactive // Dependent children // TOTAL: Socio-Economic Group // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860258,Economically Inactive // Adults with limiting long-term illness // TOTAL: Socio-Economic Group // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860259,Economically Inactive // TOTAL: Families // TOTAL: Socio-Economic Group // Families // Households with residents; residents in households; families of resident persons
S86EW,S860260,Economically Inactive // With dependent child(ren) // TOTAL: Socio-Economic Group // Families // Households with residents; residents in households; families of resident persons
S86EW,S860261,TOTAL: Persons // TOTAL: Households // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860262,TOTAL: Persons // Owner occupied // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860263,TOTAL: Persons // Rented privately // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860264,TOTAL: Persons // Rented from a housing association // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860265,TOTAL: Persons // Rented from a local authority or New Town // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860266,Migrant head of household // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860267,No car // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860272,TOTAL: Families // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860273,With dependent child(ren) // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860274,Economically Active // TOTAL: Persons // TOTAL: Households // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860275,Economically Active // TOTAL: Persons // Owner occupied // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860276,Economically Active // TOTAL: Persons // Rented privately // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860277,Economically Active // TOTAL: Persons // Rented from a housing association // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860278,Economically Active // TOTAL: Persons // Rented from a local authority or New Town // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860279,Economically Active // Migrant head of household // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860280,No car // Economically Active // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860285,Economically Active // TOTAL: Families // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860286,Economically Active // With dependent child(ren) // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860287,Dependent children // TOTAL: Persons // TOTAL: Households // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860288,Dependent children // TOTAL: Persons // Owner occupied // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860289,Dependent children // TOTAL: Persons // Rented privately // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860290,Dependent children // TOTAL: Persons // Rented from a housing association // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860291,Dependent children // TOTAL: Persons // Rented from a local authority or New Town // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860292,Dependent children // Migrant head of household // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860293,No car // Dependent children // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860298,TOTAL: Families // Dependent children // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86EW,S860299,With dependent child(ren) // Dependent children // TOTAL: Persons // Persons // Households with residents; residents in households; families of resident persons
S86S,S860001,TOTAL: Socio-Economic Group // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86S,S860002,TOTAL: Socio-Economic Group // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86S,S860003,TOTAL: Socio-Economic Group // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86S,S860004,TOTAL: Socio-Economic Group // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86S,S860005,TOTAL: Socio-Economic Group // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons
S86S,S860006,TOTAL: Socio-Economic Group // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons
S86S,S860007,Migrant head of household // TOTAL: Socio-Economic Group // Households // Households with residents; residents in households; families of resident persons
S86S,S860008,No car // TOTAL: Socio-Economic Group // Households // Households with residents; residents in households; families of resident persons
S86S,S860009,TOTAL: Persons // TOTAL: Socio-Economic Group // Persons // Households with residents; residents in households; families of resident persons
S86S,S860010,Economically Active // TOTAL: Socio-Economic Group // Persons // Households with residents; residents in households; families of resident persons
S86S,S860011,Dependent children // TOTAL: Socio-Economic Group // Persons // Households with residents; residents in households; families of resident persons
S86S,S860012,Adults with limiting long-term illness // TOTAL: Socio-Economic Group // Persons // Households with residents; residents in households; families of resident persons
S86S,S860013,TOTAL: Families // TOTAL: Socio-Economic Group // Families // Households with residents; residents in households; families of resident persons
S86S,S860014,With dependent child(ren) // TOTAL: Socio-Economic Group // Families // Households with residents; residents in households; families of resident persons
S86S,S860015,"Employers and managers in central and local government, industry, commerce, etc. - large establishments // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons"
S86S,S860016,"Employers and managers in central and local government, industry, commerce, etc. - large establishments // Owner occupied // Households // Households with residents; residents in households; families of resident persons"
S86S,S860017,"Employers and managers in central and local government, industry, commerce, etc. - large establishments // Rented privately // Households // Households with residents; residents in households; families of resident persons"
S86S,S860018,"Employers and managers in central and local government, industry, commerce, etc. - large establishments // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons"
S86S,S860019,"Employers and managers in central and local government, industry, commerce, etc. - large establishments // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons"
S86S,S860020,"Employers and managers in central and local government, industry, commerce, etc. - large establishments // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons"
S86S,S860021,"Migrant head of household // Employers and managers in central and local government, industry, commerce, etc. - large establishments // Households // Households with residents; residents in households; families of resident persons"
S86S,S860022,"No car // Employers and managers in central and local government, industry, commerce, etc. - large establishments // Households // Households with residents; residents in households; families of resident persons"
S86S,S860023,"TOTAL: Persons // Employers and managers in central and local government, industry, commerce, etc. - large establishments // Persons // Households with residents; residents in households; families of resident persons"
S86S,S860024,"Economically Active // Employers and managers in central and local government, industry, commerce, etc. - large establishments // Persons // Households with residents; residents in households; families of resident persons"
S86S,S860025,"Dependent children // Employers and managers in central and local government, industry, commerce, etc. - large establishments // Persons // Households with residents; residents in households; families of resident persons"
S86S,S860026,"Adults with limiting long-term illness // Employers and managers in central and local government, industry, commerce, etc. - large establishments // Persons // Households with residents; residents in households; families of resident persons"
S86S,S860027,"TOTAL: Families // Employers and managers in central and local government, industry, commerce, etc. - large establishments // Families // Households with residents; residents in households; families of resident persons"
S86S,S860028,"With dependent child(ren) // Employers and managers in central and local government, industry, commerce, etc. - large establishments // Families // Households with residents; residents in households; families of resident persons"
S86S,S860029,"Employers and managers in industry, commerce, etc. - small establishments // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons"
S86S,S860030,"Employers and managers in industry, commerce, etc. - small establishments // Owner occupied // Households // Households with residents; residents in households; families of resident persons"
S86S,S860031,"Employers and managers in industry, commerce, etc. - small establishments // Rented privately // Households // Households with residents; residents in households; families of resident persons"
S86S,S860032,"Employers and managers in industry, commerce, etc. - small establishments // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons"
S86S,S860033,"Employers and managers in industry, commerce, etc. - small establishments // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons"
S86S,S860034,"Employers and managers in industry, commerce, etc. - small establishments // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons"
S86S,S860035,"Migrant head of household // Employers and managers in industry, commerce, etc. - small establishments // Households // Households with residents; residents in households; families of resident persons"
S86S,S860036,"No car // Employers and managers in industry, commerce, etc. - small establishments // Households // Households with residents; residents in households; families of resident persons"
S86S,S860037,"TOTAL: Persons // Employers and managers in industry, commerce, etc. - small establishments // Persons // Households with residents; residents in households; families of resident persons"
S86S,S860038,"Economically Active // Employers and managers in industry, commerce, etc. - small establishments // Persons // Households with residents; residents in households; families of resident persons"
S86S,S860039,"Dependent children // Employers and managers in industry, commerce, etc. - small establishments // Persons // Households with residents; residents in households; families of resident persons"
S86S,S860040,"Adults with limiting long-term illness // Employers and managers in industry, commerce, etc. - small establishments // Persons // Households with residents; residents in households; families of resident persons"
S86S,S860041,"TOTAL: Families // Employers and managers in industry, commerce, etc. - small establishments // Families // Households with residents; residents in households; families of resident persons"
S86S,S860042,"With dependent child(ren) // Employers and managers in industry, commerce, etc. - small establishments // Families // Households with residents; residents in households; families of resident persons"
S86S,S860043,Self-employed // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86S,S860044,Self-employed // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86S,S860045,Self-employed // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86S,S860046,Self-employed // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86S,S860047,Self-employed // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons
S86S,S860048,Self-employed // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons
S86S,S860049,Migrant head of household // Self-employed // Households // Households with residents; residents in households; families of resident persons
S86S,S860050,No car // Self-employed // Households // Households with residents; residents in households; families of resident persons
S86S,S860051,TOTAL: Persons // Self-employed // Persons // Households with residents; residents in households; families of resident persons
S86S,S860052,Economically Active // Self-employed // Persons // Households with residents; residents in households; families of resident persons
S86S,S860053,Dependent children // Self-employed // Persons // Households with residents; residents in households; families of resident persons
S86S,S860054,Adults with limiting long-term illness // Self-employed // Persons // Households with residents; residents in households; families of resident persons
S86S,S860055,TOTAL: Families // Self-employed // Families // Households with residents; residents in households; families of resident persons
S86S,S860056,With dependent child(ren) // Self-employed // Families // Households with residents; residents in households; families of resident persons
S86S,S860057,Employees // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86S,S860058,Employees // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86S,S860059,Employees // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86S,S860060,Employees // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86S,S860061,Employees // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons
S86S,S860062,Employees // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons
S86S,S860063,Migrant head of household // Employees // Households // Households with residents; residents in households; families of resident persons
S86S,S860064,No car // Employees // Households // Households with residents; residents in households; families of resident persons
S86S,S860065,TOTAL: Persons // Employees // Persons // Households with residents; residents in households; families of resident persons
S86S,S860066,Economically Active // Employees // Persons // Households with residents; residents in households; families of resident persons
S86S,S860067,Dependent children // Employees // Persons // Households with residents; residents in households; families of resident persons
S86S,S860068,Adults with limiting long-term illness // Employees // Persons // Households with residents; residents in households; families of resident persons
S86S,S860069,TOTAL: Families // Employees // Families // Households with residents; residents in households; families of resident persons
S86S,S860070,With dependent child(ren) // Employees // Families // Households with residents; residents in households; families of resident persons
S86S,S860071,Ancillary workers and artists // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86S,S860072,Ancillary workers and artists // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86S,S860073,Ancillary workers and artists // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86S,S860074,Ancillary workers and artists // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86S,S860075,Ancillary workers and artists // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons
S86S,S860076,Ancillary workers and artists // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons
S86S,S860077,Migrant head of household // Ancillary workers and artists // Households // Households with residents; residents in households; families of resident persons
S86S,S860078,No car // Ancillary workers and artists // Households // Households with residents; residents in households; families of resident persons
S86S,S860079,TOTAL: Persons // Ancillary workers and artists // Persons // Households with residents; residents in households; families of resident persons
S86S,S860080,Economically Active // Ancillary workers and artists // Persons // Households with residents; residents in households; families of resident persons
S86S,S860081,Dependent children // Ancillary workers and artists // Persons // Households with residents; residents in households; families of resident persons
S86S,S860082,Adults with limiting long-term illness // Ancillary workers and artists // Persons // Households with residents; residents in households; families of resident persons
S86S,S860083,TOTAL: Families // Ancillary workers and artists // Families // Households with residents; residents in households; families of resident persons
S86S,S860084,With dependent child(ren) // Ancillary workers and artists // Families // Households with residents; residents in households; families of resident persons
S86S,S860085,Foremen and supervisors // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86S,S860086,Foremen and supervisors // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86S,S860087,Foremen and supervisors // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86S,S860088,Foremen and supervisors // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86S,S860089,Foremen and supervisors // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons
S86S,S860090,Foremen and supervisors // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons
S86S,S860091,Migrant head of household // Foremen and supervisors // Households // Households with residents; residents in households; families of resident persons
S86S,S860092,No car // Foremen and supervisors // Households // Households with residents; residents in households; families of resident persons
S86S,S860093,TOTAL: Persons // Foremen and supervisors // Persons // Households with residents; residents in households; families of resident persons
S86S,S860094,Economically Active // Foremen and supervisors // Persons // Households with residents; residents in households; families of resident persons
S86S,S860095,Dependent children // Foremen and supervisors // Persons // Households with residents; residents in households; families of resident persons
S86S,S860096,Adults with limiting long-term illness // Foremen and supervisors // Persons // Households with residents; residents in households; families of resident persons
S86S,S860097,TOTAL: Families // Foremen and supervisors // Families // Households with residents; residents in households; families of resident persons
S86S,S860098,With dependent child(ren) // Foremen and supervisors // Families // Households with residents; residents in households; families of resident persons
S86S,S860099,Junior non-manual workers // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86S,S860100,Junior non-manual workers // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86S,S860101,Junior non-manual workers // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86S,S860102,Junior non-manual workers // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86S,S860103,Junior non-manual workers // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons
S86S,S860104,Junior non-manual workers // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons
S86S,S860105,Migrant head of household // Junior non-manual workers // Households // Households with residents; residents in households; families of resident persons
S86S,S860106,No car // Junior non-manual workers // Households // Households with residents; residents in households; families of resident persons
S86S,S860107,TOTAL: Persons // Junior non-manual workers // Persons // Households with residents; residents in households; families of resident persons
S86S,S860108,Economically Active // Junior non-manual workers // Persons // Households with residents; residents in households; families of resident persons
S86S,S860109,Dependent children // Junior non-manual workers // Persons // Households with residents; residents in households; families of resident persons
S86S,S860110,Adults with limiting long-term illness // Junior non-manual workers // Persons // Households with residents; residents in households; families of resident persons
S86S,S860111,TOTAL: Families // Junior non-manual workers // Families // Households with residents; residents in households; families of resident persons
S86S,S860112,With dependent child(ren) // Junior non-manual workers // Families // Households with residents; residents in households; families of resident persons
S86S,S860113,Personal service workers // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86S,S860114,Personal service workers // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86S,S860115,Personal service workers // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86S,S860116,Personal service workers // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
S86S,S860117,Personal service workers // Rented from a local authority // Households // Households with residents; residents in households; families of resident persons
S86S,S860118,Personal service workers // Rented from a New Town or Scottish Homes // Households // Households with residents; residents in households; families of resident persons
S86S,S860119,Migrant head of household // Personal service workers // Households // Households with residents; residents in households; families of resident persons
S86S,S860120,No car // Personal service workers // Households // Households with residents; residents in households; families of resident persons
S86S,S860121,TOTAL: Persons // Personal service workers // Persons // Households with residents; residents in households; families of resident persons
S86S,S860122,Economically Active // Personal service workers // Persons // Households with residents; residents in households; families of resident persons
S86S,S860123,Dependent children // Personal service workers // Persons // Households with residents; residents in households; families of resident persons
S86S,S860124,Adults with limiting long-term illness // Personal service workers // Persons // Households with residents; residents in households; families of resident persons
S86S,S860125,TOTAL: Families // Personal service workers // Families // Households with residents; residents in households; families of resident persons
S86S,S860126,With dependent child(ren) // Personal service workers // Families // Households with residents; residents in households; families of resident persons
S86S,S860127,Manual // TOTAL: Households // Households // Households with residents; residents in households; families of resident persons
S86S,S860128,Manual // Owner occupied // Households // Households with residents; residents in households; families of resident persons
S86S,S860129,Manual // Rented privately // Households // Households with residents; residents in households; families of resident persons
S86S,S860130,Manual // Rented from a housing association // Households // Households with residents; residents in households; families of resident persons
