"table_name","table_column_name","description"
S30EWS,S300056,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 65 and over // Households // residents in households with dependents
S30EWS,S300057,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 65 and over // Households // residents in households with dependents
S30EWS,S300058,Age of youngest dependant pensionable age and over // 65 and over // Households // residents in households with dependents
S30EWS,S300059,Non-dependants // 65 and over // Persons // residents in households with dependents
S30EWS,S300060,Dependants // 65 and over // Persons // residents in households with dependents
S30EWS,S300061,TOTAL: Households // 1 female // Households // residents in households with dependents
S30EWS,S300062,Households with no dependants // 1 female // Households // residents in households with dependents
S30EWS,S300063,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 1 female // Households // residents in households with dependents
S30EWS,S300064,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 1 female // Households // residents in households with dependents
S30EWS,S300065,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 1 female // Households // residents in households with dependents
S30EWS,S300066,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 1 female // Households // residents in households with dependents
S30EWS,S300067,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 1 female // Households // residents in households with dependents
S30EWS,S300068,Age of youngest dependant pensionable age and over // 1 female // Households // residents in households with dependents
S30EWS,S300069,Non-dependants // 1 female // Persons // residents in households with dependents
S30EWS,S300070,Dependants // 1 female // Persons // residents in households with dependents
S30EWS,S300071,TOTAL: Households // 16-44 // Households // residents in households with dependents
S30EWS,S300072,Households with no dependants // 16-44 // Households // residents in households with dependents
S30EWS,S300073,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 16-44 // Households // residents in households with dependents
S30EWS,S300074,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 16-44 // Households // residents in households with dependents
S30EWS,S300075,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 16-44 // Households // residents in households with dependents
S30EWS,S300076,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 16-44 // Households // residents in households with dependents
S30EWS,S300077,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 16-44 // Households // residents in households with dependents
S30EWS,S300078,Age of youngest dependant pensionable age and over // 16-44 // Households // residents in households with dependents
S30EWS,S300079,Non-dependants // 16-44 // Persons // residents in households with dependents
S30EWS,S300080,Dependants // 16-44 // Persons // residents in households with dependents
S30EWS,S300081,TOTAL: Households // 45-59 // Households // residents in households with dependents
S30EWS,S300082,Households with no dependants // 45-59 // Households // residents in households with dependents
S30EWS,S300083,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 45-59 // Households // residents in households with dependents
S30EWS,S300084,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 45-59 // Households // residents in households with dependents
S30EWS,S300085,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 45-59 // Households // residents in households with dependents
S30EWS,S300086,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 45-59 // Households // residents in households with dependents
S30EWS,S300087,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 45-59 // Households // residents in households with dependents
S30EWS,S300088,Age of youngest dependant pensionable age and over // 45-59 // Households // residents in households with dependents
S30EWS,S300089,Non-dependants // 45-59 // Persons // residents in households with dependents
S30EWS,S300090,Dependants // 45-59 // Persons // residents in households with dependents
S30EWS,S300091,TOTAL: Households // 60 and over // Households // residents in households with dependents
S30EWS,S300092,Households with no dependants // 60 and over // Households // residents in households with dependents
S30EWS,S300093,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 60 and over // Households // residents in households with dependents
S30EWS,S300094,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 60 and over // Households // residents in households with dependents
S30EWS,S300095,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 60 and over // Households // residents in households with dependents
S30EWS,S300096,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 60 and over // Households // residents in households with dependents
S30EWS,S300097,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 60 and over // Households // residents in households with dependents
S30EWS,S300098,Age of youngest dependant pensionable age and over // 60 and over // Households // residents in households with dependents
S30EWS,S300099,Non-dependants // 60 and over // Persons // residents in households with dependents
S30EWS,S300100,Dependants // 60 and over // Persons // residents in households with dependents
S30EWS,S300101,TOTAL: Households // 1 male and 1 female // Households // residents in households with dependents
S30EWS,S300102,Households with no dependants // 1 male and 1 female // Households // residents in households with dependents
S30EWS,S300103,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 1 male and 1 female // Households // residents in households with dependents
S30EWS,S300104,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 1 male and 1 female // Households // residents in households with dependents
S30EWS,S300105,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 1 male and 1 female // Households // residents in households with dependents
S30EWS,S300106,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 1 male and 1 female // Households // residents in households with dependents
S30EWS,S300107,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 1 male and 1 female // Households // residents in households with dependents
S30EWS,S300108,Age of youngest dependant pensionable age and over // 1 male and 1 female // Households // residents in households with dependents
S30EWS,S300109,Non-dependants // 1 male and 1 female // Persons // residents in households with dependents
S30EWS,S300110,Dependants // 1 male and 1 female // Persons // residents in households with dependents
S30EWS,S300111,TOTAL: Households // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300112,Households with no dependants // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300113,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300114,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300115,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300116,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300117,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300118,Age of youngest dependant pensionable age and over // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300119,Non-dependants // Both of pensionable age // Persons // residents in households with dependents
S30EWS,S300120,Dependants // Both of pensionable age // Persons // residents in households with dependents
S30EWS,S300121,"TOTAL: Households // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300122,"Households with no dependants // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300123,"Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300124,"Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300125,"Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300126,"Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300127,"Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300128,"Age of youngest dependant pensionable age and over // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300129,"Non-dependants // 1 under, 1 of pensionable age // Persons // residents in households with dependents"
S30EWS,S300130,"Dependants // 1 under, 1 of pensionable age // Persons // residents in households with dependents"
S30EWS,S300131,TOTAL: Households // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300132,Households with no dependants // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300133,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300134,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300135,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300136,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300137,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300138,Age of youngest dependant pensionable age and over // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300139,Non-dependants // Both under pensionable age // Persons // residents in households with dependents
S30EWS,S300140,Dependants // Both under pensionable age // Persons // residents in households with dependents
S30EWS,S300141,TOTAL: Households // 2 of same sex // Households // residents in households with dependents
S30EWS,S300142,Households with no dependants // 2 of same sex // Households // residents in households with dependents
S30EWS,S300143,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 2 of same sex // Households // residents in households with dependents
S30EWS,S300144,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 2 of same sex // Households // residents in households with dependents
S30EWS,S300145,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 2 of same sex // Households // residents in households with dependents
S30EWS,S300146,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 2 of same sex // Households // residents in households with dependents
S30EWS,S300147,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 2 of same sex // Households // residents in households with dependents
S30EWS,S300148,Age of youngest dependant pensionable age and over // 2 of same sex // Households // residents in households with dependents
S30EWS,S300149,Non-dependants // 2 of same sex // Persons // residents in households with dependents
S30EWS,S300150,Dependants // 2 of same sex // Persons // residents in households with dependents
S30EWS,S300151,TOTAL: Households // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300152,Households with no dependants // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300153,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300154,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300155,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300156,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300157,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300158,Age of youngest dependant pensionable age and over // Both of pensionable age // Households // residents in households with dependents
S30EWS,S300159,Non-dependants // Both of pensionable age // Persons // residents in households with dependents
S30EWS,S300160,Dependants // Both of pensionable age // Persons // residents in households with dependents
S30EWS,S300161,"TOTAL: Households // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300162,"Households with no dependants // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300163,"Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300164,"Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300165,"Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300166,"Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300167,"Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300168,"Age of youngest dependant pensionable age and over // 1 under, 1 of pensionable age // Households // residents in households with dependents"
S30EWS,S300169,"Non-dependants // 1 under, 1 of pensionable age // Persons // residents in households with dependents"
S30EWS,S300170,"Dependants // 1 under, 1 of pensionable age // Persons // residents in households with dependents"
S30EWS,S300171,TOTAL: Households // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300172,Households with no dependants // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300173,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300174,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300175,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300176,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300177,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300178,Age of youngest dependant pensionable age and over // Both under pensionable age // Households // residents in households with dependents
S30EWS,S300179,Non-dependants // Both under pensionable age // Persons // residents in households with dependents
S30EWS,S300180,Dependants // Both under pensionable age // Persons // residents in households with dependents
S30EWS,S300181,TOTAL: Households // 3 or more // Households // residents in households with dependents
S30EWS,S300182,Households with no dependants // 3 or more // Households // residents in households with dependents
S30EWS,S300183,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 3 or more // Households // residents in households with dependents
S30EWS,S300184,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 3 or more // Households // residents in households with dependents
S30EWS,S300185,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 3 or more // Households // residents in households with dependents
S30EWS,S300186,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 3 or more // Households // residents in households with dependents
S30EWS,S300187,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 3 or more // Households // residents in households with dependents
S30EWS,S300188,Age of youngest dependant pensionable age and over // 3 or more // Households // residents in households with dependents
S30EWS,S300189,Non-dependants // 3 or more // Persons // residents in households with dependents
S30EWS,S300190,Dependants // 3 or more // Persons // residents in households with dependents
S30EWS,S300191,TOTAL: Households // All of pensionable age // Households // residents in households with dependents
S30EWS,S300192,Households with no dependants // All of pensionable age // Households // residents in households with dependents
S30EWS,S300193,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // All of pensionable age // Households // residents in households with dependents
S30EWS,S300194,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // All of pensionable age // Households // residents in households with dependents
S30EWS,S300195,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // All of pensionable age // Households // residents in households with dependents
S30EWS,S300196,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // All of pensionable age // Households // residents in households with dependents
S30EWS,S300197,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // All of pensionable age // Households // residents in households with dependents
S30EWS,S300198,Age of youngest dependant pensionable age and over // All of pensionable age // Households // residents in households with dependents
S30EWS,S300199,Non-dependants // All of pensionable age // Persons // residents in households with dependents
S30EWS,S300200,Dependants // All of pensionable age // Persons // residents in households with dependents
S30EWS,S300201,TOTAL: Households // 1 or more under pensionable age // Households // residents in households with dependents
S30EWS,S300202,Households with no dependants // 1 or more under pensionable age // Households // residents in households with dependents
S30EWS,S300203,Age of youngest dependant 0-15 and age of oldest dependant 0-15 // 1 or more under pensionable age // Households // residents in households with dependents
S30EWS,S300204,Age of youngest dependant 0-15 and age of oldest dependant 16 to pensionable age // 1 or more under pensionable age // Households // residents in households with dependents
S30EWS,S300205,Age of youngest dependant 0-15 and age of oldest dependant pensionable age and over // 1 or more under pensionable age // Households // residents in households with dependents
S30EWS,S300206,Age of youngest dependant 16 to pensionable age and age of oldest dependant 16 to pensionable age // 1 or more under pensionable age // Households // residents in households with dependents
S30EWS,S300207,Age of youngest dependant 16 to pensionable age and age of oldest dependant pensionable age and over // 1 or more under pensionable age // Households // residents in households with dependents
S30EWS,S300208,Age of youngest dependant pensionable age and over // 1 or more under pensionable age // Households // residents in households with dependents
S30EWS,S300209,Non-dependants // 1 or more under pensionable age // Persons // residents in households with dependents
S30EWS,S300210,Dependants // 1 or more under pensionable age // Persons // residents in households with dependents
S31EWS,S310001,Households with no dependent children // All Households (May include a small number of households with no adults) // Households // residents in households
S31EWS,S310002,All households // All Households (May include a small number of households with no adults) // Households // residents in households
S31EWS,S310003,Aged 0-4 // All Households (May include a small number of households with no adults) // Households // residents in households
S31EWS,S310004,Aged 5 and over // All Households (May include a small number of households with no adults) // Households // residents in households
S31EWS,S310005,All aged 0-4 // All Households (May include a small number of households with no adults) // Households // residents in households
S31EWS,S310006,All aged 5 and over // All Households (May include a small number of households with no adults) // Households // residents in households
S31EWS,S310007,"1 or more aged 0-4 and 1 or more aged 5 and over // All Households (May include a small number of households with no adults) // Households // residents in households"
S31EWS,S310008,All Households (May include a small number of households with no adults) // With no dependent child(ren) // Persons // residents in households
S31EWS,S310009,All Households (May include a small number of households with no adults) // Persons economically active // Persons // residents in households
S31EWS,S310010,All Households (May include a small number of households with no adults) // Dependent children // Persons // residents in households
S31EWS,S310011,All Households (May include a small number of households with no adults) // Adults // Persons // residents in households
S31EWS,S310012,All Households (May include a small number of households with no adults) // Persons economically active // Persons // residents in households
S31EWS,S310013,Households with no dependent children // 1 male // Households // residents in households
S31EWS,S310014,All households // 1 male // Households // residents in households
S31EWS,S310015,Aged 0-4 // 1 male // Households // residents in households
S31EWS,S310016,Aged 5 and over // 1 male // Households // residents in households
S31EWS,S310017,All aged 0-4 // 1 male // Households // residents in households
S31EWS,S310018,All aged 5 and over // 1 male // Households // residents in households
S31EWS,S310019,"1 or more aged 0-4 and 1 or more aged 5 and over // 1 male // Households // residents in households"
S31EWS,S310020,"1 male // With no dependent child(ren) // Persons // residents in households"
S31EWS,S310021,"1 male // Persons economically active // Persons // residents in households"
S31EWS,S310022,"1 male // Dependent children // Persons // residents in households"
S31EWS,S310023,"1 male // Adults // Persons // residents in households"
S31EWS,S310024,"1 male // Persons economically active // Persons // residents in households"
S31EWS,S310025,Households with no dependent children // 1 female // Households // residents in households
S31EWS,S310026,All households // 1 female // Households // residents in households
S31EWS,S310027,Aged 0-4 // 1 female // Households // residents in households
S31EWS,S310028,Aged 5 and over // 1 female // Households // residents in households
S31EWS,S310029,All aged 0-4 // 1 female // Households // residents in households
S31EWS,S310030,All aged 5 and over // 1 female // Households // residents in households
S31EWS,S310031,"1 or more aged 0-4 and 1 or more aged 5 and over // 1 female // Households // residents in households"
S31EWS,S310032,"1 female // With no dependent child(ren) // Persons // residents in households"
S31EWS,S310033,"1 female // Persons economically active // Persons // residents in households"
S31EWS,S310034,"1 female // Dependent children // Persons // residents in households"
S31EWS,S310035,"1 female // Adults // Persons // residents in households"
S31EWS,S310036,"1 female // Persons economically active // Persons // residents in households"
S31EWS,S310037,Households with no dependent children // 2 (1 male and 1 female) // Households // residents in households
S31EWS,S310038,All households // 2 (1 male and 1 female) // Households // residents in households
S31EWS,S310039,Aged 0-4 // 2 (1 male and 1 female) // Households // residents in households
S31EWS,S310040,Aged 5 and over // 2 (1 male and 1 female) // Households // residents in households
S31EWS,S310041,All aged 0-4 // 2 (1 male and 1 female) // Households // residents in households
S31EWS,S310042,All aged 5 and over // 2 (1 male and 1 female) // Households // residents in households
S31EWS,S310043,"1 or more aged 0-4 and 1 or more aged 5 and over // 2 (1 male and 1 female) // Households // residents in households"
S31EWS,S310044,"2 (1 male and 1 female) // With no dependent child(ren) // Persons // residents in households"
S31EWS,S310045,"2 (1 male and 1 female) // Persons economically active // Persons // residents in households"
S31EWS,S310046,"2 (1 male and 1 female) // Dependent children // Persons // residents in households"
S31EWS,S310047,"2 (1 male and 1 female) // Adults // Persons // residents in households"
S31EWS,S310048,"2 (1 male and 1 female) // Persons economically active // Persons // residents in households"
S31EWS,S310049,Households with no dependent children // 2 (same sex) // Households // residents in households
S31EWS,S310050,All households // 2 (same sex) // Households // residents in households
S31EWS,S310051,Aged 0-4 // 2 (same sex) // Households // residents in households
S31EWS,S310052,Aged 5 and over // 2 (same sex) // Households // residents in households
S31EWS,S310053,All aged 0-4 // 2 (same sex) // Households // residents in households
S31EWS,S310054,All aged 5 and over // 2 (same sex) // Households // residents in households
S31EWS,S310055,"1 or more aged 0-4 and 1 or more aged 5 and over // 2 (same sex) // Households // residents in households"
S31EWS,S310056,"2 (same sex) // With no dependent child(ren) // Persons // residents in households"
S31EWS,S310057,"2 (same sex) // Persons economically active // Persons // residents in households"
S31EWS,S310058,"2 (same sex) // Dependent children // Persons // residents in households"
S31EWS,S310059,"2 (same sex) // Adults // Persons // residents in households"
S31EWS,S310060,"2 (same sex) // Persons economically active // Persons // residents in households"
S31EWS,S310061,Households with no dependent children // 3 or more (male(s) and female(s)) // Households // residents in households
S31EWS,S310062,All households // 3 or more (male(s) and female(s)) // Households // residents in households
S31EWS,S310063,Aged 0-4 // 3 or more (male(s) and female(s)) // Households // residents in households
S31EWS,S310064,Aged 5 and over // 3 or more (male(s) and female(s)) // Households // residents in households
S31EWS,S310065,All aged 0-4 // 3 or more (male(s) and female(s)) // Households // residents in households
S31EWS,S310066,All aged 5 and over // 3 or more (male(s) and female(s)) // Households // residents in households
S31EWS,S310067,"1 or more aged 0-4 and 1 or more aged 5 and over // 3 or more (male(s) and female(s)) // Households // residents in households"
S31EWS,S310068,"3 or more (male(s) and female(s)) // With no dependent child(ren) // Persons // residents in households"
S31EWS,S310069,"3 or more (male(s) and female(s)) // Persons economically active // Persons // residents in households"
S31EWS,S310070,"3 or more (male(s) and female(s)) // Dependent children // Persons // residents in households"
S31EWS,S310071,"3 or more (male(s) and female(s)) // Adults // Persons // residents in households"
S31EWS,S310072,"3 or more (male(s) and female(s)) // Persons economically active // Persons // residents in households"
S31EWS,S310073,Households with no dependent children // 3 or more (same sex) // Households // residents in households
S31EWS,S310074,All households // 3 or more (same sex) // Households // residents in households
S31EWS,S310075,Aged 0-4 // 3 or more (same sex) // Households // residents in households
S31EWS,S310076,Aged 5 and over // 3 or more (same sex) // Households // residents in households
S31EWS,S310077,All aged 0-4 // 3 or more (same sex) // Households // residents in households
S31EWS,S310078,All aged 5 and over // 3 or more (same sex) // Households // residents in households
S31EWS,S310079,"1 or more aged 0-4 and 1 or more aged 5 and over // 3 or more (same sex) // Households // residents in households"
S31EWS,S310080,"3 or more (same sex) // With no dependent child(ren) // Persons // residents in households"
S31EWS,S310081,"3 or more (same sex) // Persons economically active // Persons // residents in households"
S31EWS,S310082,"3 or more (same sex) // Dependent children // Persons // residents in households"
S31EWS,S310083,"3 or more (same sex) // Adults // Persons // residents in households"
S31EWS,S310084,"3 or more (same sex) // Persons economically active // Persons // residents in households"
S32EWS,S320001,All Households (May include a small number of households with no persons aged 16 and over) // Households with no person aged under 16 // Households // residents in households
S32EWS,S320002,All Households (May include a small number of households with no persons aged 16 and over) // All households // Households // residents in households
S32EWS,S320003,All Households (May include a small number of households with no persons aged 16 and over) // Aged 0-4 // Households // residents in households
S32EWS,S320004,All Households (May include a small number of households with no persons aged 16 and over) // Aged 5-15 // Households // residents in households
S32EWS,S320005,All Households (May include a small number of households with no persons aged 16 and over) // All aged 0-4 // Households // residents in households
S32EWS,S320006,All Households (May include a small number of households with no persons aged 16 and over) // All aged 5-15 // Households // residents in households
S32EWS,S320007,All Households (May include a small number of households with no persons aged 16 and over) // 1 or more aged 0-4 and 1 or more aged 5-15 // Households // residents in households
S32EWS,S320008,All Households (May include a small number of households with no persons aged 16 and over) // With no person aged under 16 // Persons // residents in households
S32EWS,S320009,All Households (May include a small number of households with no persons aged 16 and over) // Persons economically active // Persons // residents in households
S32EWS,S320010,All Households (May include a small number of households with no persons aged 16 and over) // Persons aged under 16 // Persons // residents in households
S32EWS,S320011,All Households (May include a small number of households with no persons aged 16 and over) // Persons ages 16 and over // Persons // residents in households
S32EWS,S320012,All Households (May include a small number of households with no persons aged 16 and over) // Persons economically active // Persons // residents in households
S32EWS,S320013,"1 male aged 16 and over // Households with no person aged under 16 // Households // residents in households"
S32EWS,S320014,"1 male aged 16 and over // All households // Households // residents in households"
S32EWS,S320015,"1 male aged 16 and over // Aged 0-4 // Households // residents in households"
S32EWS,S320016,"1 male aged 16 and over // Aged 5-15 // Households // residents in households"
S32EWS,S320017,"1 male aged 16 and over // All aged 0-4 // Households // residents in households"
S32EWS,S320018,"1 male aged 16 and over // All aged 5-15 // Households // residents in households"
S32EWS,S320019,"1 male aged 16 and over // 1 or more aged 0-4 and 1 or more aged 5-15 // Households // residents in households"
S32EWS,S320020,"1 male aged 16 and over // With no person aged under 16 // Persons // residents in households"
S32EWS,S320021,"1 male aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320022,"1 male aged 16 and over // Persons aged under 16 // Persons // residents in households"
S32EWS,S320023,"1 male aged 16 and over // Persons ages 16 and over // Persons // residents in households"
S32EWS,S320024,"1 male aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320025,"1 female aged 16 and over // Households with no person aged under 16 // Households // residents in households"
S32EWS,S320026,"1 female aged 16 and over // All households // Households // residents in households"
S32EWS,S320027,"1 female aged 16 and over // Aged 0-4 // Households // residents in households"
S32EWS,S320028,"1 female aged 16 and over // Aged 5-15 // Households // residents in households"
S32EWS,S320029,"1 female aged 16 and over // All aged 0-4 // Households // residents in households"
S32EWS,S320030,"1 female aged 16 and over // All aged 5-15 // Households // residents in households"
S32EWS,S320031,"1 female aged 16 and over // 1 or more aged 0-4 and 1 or more aged 5-15 // Households // residents in households"
S32EWS,S320032,"1 female aged 16 and over // With no person aged under 16 // Persons // residents in households"
S32EWS,S320033,"1 female aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320034,"1 female aged 16 and over // Persons aged under 16 // Persons // residents in households"
S32EWS,S320035,"1 female aged 16 and over // Persons ages 16 and over // Persons // residents in households"
S32EWS,S320036,"1 female aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320037,"2 persons (1 male and 1 female) aged 16 and over // Households with no person aged under 16 // Households // residents in households"
S32EWS,S320038,"2 persons (1 male and 1 female) aged 16 and over // All households // Households // residents in households"
S32EWS,S320039,"2 persons (1 male and 1 female) aged 16 and over // Aged 0-4 // Households // residents in households"
S32EWS,S320040,"2 persons (1 male and 1 female) aged 16 and over // Aged 5-15 // Households // residents in households"
S32EWS,S320041,"2 persons (1 male and 1 female) aged 16 and over // All aged 0-4 // Households // residents in households"
S32EWS,S320042,"2 persons (1 male and 1 female) aged 16 and over // All aged 5-15 // Households // residents in households"
S32EWS,S320043,"2 persons (1 male and 1 female) aged 16 and over // 1 or more aged 0-4 and 1 or more aged 5-15 // Households // residents in households"
S32EWS,S320044,"2 persons (1 male and 1 female) aged 16 and over // With no person aged under 16 // Persons // residents in households"
S32EWS,S320045,"2 persons (1 male and 1 female) aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320046,"2 persons (1 male and 1 female) aged 16 and over // Persons aged under 16 // Persons // residents in households"
S32EWS,S320047,"2 persons (1 male and 1 female) aged 16 and over // Persons ages 16 and over // Persons // residents in households"
S32EWS,S320048,"2 persons (1 male and 1 female) aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320049,"2 persons (same sex)  aged 16 and over // Households with no person aged under 16 // Households // residents in households"
S32EWS,S320050,"2 persons (same sex)  aged 16 and over // All households // Households // residents in households"
S32EWS,S320051,"2 persons (same sex)  aged 16 and over // Aged 0-4 // Households // residents in households"
S32EWS,S320052,"2 persons (same sex)  aged 16 and over // Aged 5-15 // Households // residents in households"
S32EWS,S320053,"2 persons (same sex)  aged 16 and over // All aged 0-4 // Households // residents in households"
S32EWS,S320054,"2 persons (same sex)  aged 16 and over // All aged 5-15 // Households // residents in households"
