"table_file_name","table_column_name","description"
st134_ons,ST1340236,Age 3 and over// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340237,Age 3 and over// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340238,Age 3 and over// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340239,Age 3 and over// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340240,Age 3 and over// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340241,Age 3 to 15// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340242,Age 3 to 15// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340243,Age 3 to 15// No knowledge of Welsh// No usual address 1 year ago// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340244,Age 3 to 15// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340245,Age 3 to 15// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340246,Age 3 to 15// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340247,Age 3 to 15// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340248,Age 3 to 15// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340249,Age 16 to 19// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340250,Age 16 to 19// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340251,Age 16 to 19// No knowledge of Welsh// No usual address 1 year ago// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340252,Age 16 to 19// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340253,Age 16 to 19// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340254,Age 16 to 19// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340255,Age 16 to 19// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340256,Age 16 to 19// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340257,Age 20 to 24// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340258,Age 20 to 24// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340259,Age 20 to 24// No knowledge of Welsh// No usual address 1 year ago// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340260,Age 20 to 24// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340261,Age 20 to 24// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340262,Age 20 to 24// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340263,Age 20 to 24// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340264,Age 20 to 24// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340265,Age 25 to 44// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340266,Age 25 to 44// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340267,Age 25 to 44// No knowledge of Welsh// No usual address 1 year ago// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340268,Age 25 to 44// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340269,Age 25 to 44// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340270,Age 25 to 44// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340271,Age 25 to 44// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340272,Age 25 to 44// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340273,Age 45 to 49// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340274,Age 45 to 49// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340275,Age 45 to 49// No knowledge of Welsh// No usual address 1 year ago// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340276,Age 45 to 49// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340277,Age 45 to 49// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340278,Age 45 to 49// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340279,Age 45 to 49// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340280,Age 45 to 49// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340281,Age 60 to 64// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340282,Age 60 to 64// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340283,Age 60 to 64// No knowledge of Welsh// No usual address 1 year ago// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340284,Age 60 to 64// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340285,Age 60 to 64// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340286,Age 60 to 64// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340287,Age 60 to 64// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340288,Age 60 to 64// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340289,Age 65 to 84// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340290,Age 65 to 84// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340291,Age 65 to 84// No knowledge of Welsh// No usual address 1 year ago// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340292,Age 65 to 84// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340293,Age 65 to 84// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340294,Age 65 to 84// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340295,Age 65 to 84// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340296,Age 65 to 84// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340297,Age 85 and over// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340298,Age 85 and over// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340299,Age 85 and over// No knowledge of Welsh// No usual address 1 year ago// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340300,Age 85 and over// No knowledge of Welsh// Outside the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340301,Age 85 and over// No knowledge of Welsh// Outside the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340302,Age 85 and over// No knowledge of Welsh// Outside Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340303,Age 85 and over// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340304,Age 85 and over// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Males// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340305,Age 3 and over// All categories: Knowledge Of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340306,Age 3 and over// All categories: Knowledge Of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340307,Age 3 and over// All categories: Knowledge Of Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340308,Age 3 and over// All categories: Knowledge Of Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340309,Age 3 and over// All categories: Knowledge Of Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340310,Age 3 and over// All categories: Knowledge Of Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340311,Age 3 and over// All categories: Knowledge Of Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340312,Age 3 and over// All categories: Knowledge Of Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340313,Age 3 and over// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340314,Age 3 and over// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340315,Age 3 and over// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340316,Age 3 and over// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340317,Age 3 and over// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340318,Age 3 and over// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340319,Age 3 and over// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340320,Age 3 and over// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340321,Age 3 to 15// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340322,Age 3 to 15// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340323,Age 3 to 15// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340324,Age 3 to 15// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340325,Age 3 to 15// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340326,Age 3 to 15// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340327,Age 3 to 15// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340328,Age 3 to 15// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340329,Age 16 to 19// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340330,Age 16 to 19// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340331,Age 16 to 19// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340332,Age 16 to 19// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340333,Age 16 to 19// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340334,Age 16 to 19// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340335,Age 16 to 19// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340336,Age 16 to 19// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340337,Age 20 to 24// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340338,Age 20 to 24// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340339,Age 20 to 24// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340340,Age 20 to 24// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340341,Age 20 to 24// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340342,Age 20 to 24// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340343,Age 20 to 24// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340344,Age 20 to 24// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340345,Age 25 to 44// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340346,Age 25 to 44// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340347,Age 25 to 44// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340348,Age 25 to 44// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340349,Age 25 to 44// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340350,Age 25 to 44// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340351,Age 25 to 44// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340352,Age 25 to 44// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340353,Age 45 to 49// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340354,Age 45 to 49// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340355,Age 45 to 49// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340356,Age 45 to 49// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340357,Age 45 to 49// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340358,Age 45 to 49// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340359,Age 45 to 49// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340360,Age 45 to 49// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340361,Age 60 to 64// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340362,Age 60 to 64// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340363,Age 60 to 64// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340364,Age 60 to 64// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340365,Age 60 to 64// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340366,Age 60 to 64// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340367,Age 60 to 64// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340368,Age 60 to 64// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340369,Age 65 to 84// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340370,Age 65 to 84// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340371,Age 65 to 84// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340372,Age 65 to 84// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340373,Age 65 to 84// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340374,Age 65 to 84// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340375,Age 65 to 84// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340376,Age 65 to 84// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340377,Age 85 and over// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340378,Age 85 and over// 1 or more skills in Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340379,Age 85 and over// 1 or more skills in Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340380,Age 85 and over// 1 or more skills in Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340381,Age 85 and over// 1 or more skills in Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340382,Age 85 and over// 1 or more skills in Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340383,Age 85 and over// 1 or more skills in Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340384,Age 85 and over// 1 or more skills in Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340385,Age 3 and over// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340386,Age 3 and over// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340387,Age 3 and over// No knowledge of Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340388,Age 3 and over// No knowledge of Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340389,Age 3 and over// No knowledge of Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340390,Age 3 and over// No knowledge of Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340391,Age 3 and over// No knowledge of Welsh// Moved out of the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340392,Age 3 and over// No knowledge of Welsh// Moved out of the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340393,Age 3 to 15// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340394,Age 3 to 15// No knowledge of Welsh// Lived at same address 1 year ago within the same area// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340395,Age 3 to 15// No knowledge of Welsh// No usual address 1 year ago// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340396,Age 3 to 15// No knowledge of Welsh// Outside the area but within the 'associated area'// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340397,Age 3 to 15// No knowledge of Welsh// Outside the 'associated area' but within Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
st134_ons,ST1340398,Age 3 to 15// No knowledge of Welsh// Outside Wales// Females// Persons// All people aged 3 and over in area and those having moved from the area to elsewhere inside Wales
