"table_file_name","table_column_name","description"
cs013_ons,CS0130170,Age 55 to pensionable age// Economically active// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130171,Age 55 to pensionable age// Employee// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130172,Age 55 to pensionable age// Self-employed// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130173,Age 55 to pensionable age// Unemployed// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130174,Age 55 to pensionable age// Full-time students// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130175,Age 55 to pensionable age// Economically inactive// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130176,Age 55 to pensionable age// All categories: Economic Activity Of Household Reference Person (HRP)// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130177,Age 55 to pensionable age// Economically active// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130178,Age 55 to pensionable age// Employee// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130179,Age 55 to pensionable age// Self-employed// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130180,Age 55 to pensionable age// Unemployed// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130181,Age 55 to pensionable age// Full-time students// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130182,Age 55 to pensionable age// Economically inactive// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130183,Pensionable age to 74// All categories: Economic Activity Of Household Reference Person (HRP)// All categories: Tenure// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130184,Pensionable age to 74// Economically active// All categories: Tenure// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130185,Pensionable age to 74// Employee// All categories: Tenure// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130186,Pensionable age to 74// Self-employed// All categories: Tenure// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130187,Pensionable age to 74// Unemployed// All categories: Tenure// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130188,Pensionable age to 74// Full-time students// All categories: Tenure// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130189,Pensionable age to 74// Economically inactive// All categories: Tenure// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130190,Pensionable age to 74// All categories: Economic Activity Of Household Reference Person (HRP)// All categories: Tenure// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130191,Pensionable age to 74// Economically active// Owned// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130192,Pensionable age to 74// Employee// Owned// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130193,Pensionable age to 74// Self-employed// Owned// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130194,Pensionable age to 74// Unemployed// Owned// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130195,Pensionable age to 74// Full-time students// Owned// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130196,Pensionable age to 74// Economically inactive// Owned// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130197,Pensionable age to 74// All categories: Economic Activity Of Household Reference Person (HRP)// Owned// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130198,Pensionable age to 74// Economically active// Council (Local Authority)// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130199,Pensionable age to 74// Employee// Council (Local Authority)// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130200,Pensionable age to 74// Self-employed// Council (Local Authority)// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130201,Pensionable age to 74// Unemployed// Council (Local Authority)// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130202,Pensionable age to 74// Full-time students// Council (Local Authority)// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130203,Pensionable age to 74// Economically inactive// Council (Local Authority)// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130204,Pensionable age to 74// All categories: Economic Activity Of Household Reference Person (HRP)// Council (Local Authority)// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130205,Pensionable age to 74// Economically active// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130206,Pensionable age to 74// Employee// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130207,Pensionable age to 74// Self-employed// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130208,Pensionable age to 74// Unemployed// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130209,Pensionable age to 74// Full-time students// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130210,Pensionable age to 74// Economically inactive// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130211,Pensionable age to 74// All categories: Economic Activity Of Household Reference Person (HRP)// Other social rented// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130212,Pensionable age to 74// Economically active// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130213,Pensionable age to 74// Employee// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130214,Pensionable age to 74// Self-employed// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130215,Pensionable age to 74// Unemployed// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130216,Pensionable age to 74// Full-time students// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs013_ons,CS0130217,Pensionable age to 74// Economically inactive// Private rented or living rent-free// Households// All Households with Household Reference Person (HRP) Aged 16 to 74
cs014_ons,CS0140001,All categories: Age// All categories: Dependent Children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140002,All categories: Age// All categories: Dependent Children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140003,All categories: Age// All categories: Dependent Children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140004,Age 16 to 24// All categories: Dependent Children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140005,Age 16 to 24// All categories: Dependent Children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140006,Age 16 to 24// All categories: Dependent Children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140007,Age 16 to 24// No dependent children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140008,Age 16 to 24// No dependent children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140009,Age 16 to 24// No dependent children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140010,Age 16 to 24// With dependent child(ren)// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140011,Age 16 to 24// With dependent child(ren)// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140012,Age 16 to 24// With dependent child(ren)// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140013,Age 25 to 34// All categories: Dependent Children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140014,Age 25 to 34// All categories: Dependent Children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140015,Age 25 to 34// All categories: Dependent Children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140016,Age 25 to 34// No dependent children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140017,Age 25 to 34// No dependent children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140018,Age 25 to 34// No dependent children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140019,Age 25 to 34// With dependent child(ren)// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140020,Age 25 to 34// With dependent child(ren)// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140021,Age 25 to 34// With dependent child(ren)// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140022,Age 35 to 44// All categories: Dependent Children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140023,Age 35 to 44// All categories: Dependent Children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140024,Age 35 to 44// All categories: Dependent Children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140025,Age 35 to 44// No dependent children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140026,Age 35 to 44// No dependent children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140027,Age 35 to 44// No dependent children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140028,Age 35 to 44// With dependent child(ren)// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140029,Age 35 to 44// With dependent child(ren)// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140030,Age 35 to 44// With dependent child(ren)// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140031,Age 45 to 54// All categories: Dependent Children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140032,Age 45 to 54// All categories: Dependent Children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140033,Age 45 to 54// All categories: Dependent Children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140034,Age 45 to 54// No dependent children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140035,Age 45 to 54// No dependent children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140036,Age 45 to 54// No dependent children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140037,Age 45 to 54// With dependent child(ren)// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140038,Age 45 to 54// With dependent child(ren)// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140039,Age 45 to 54// With dependent child(ren)// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140040,Age 55 to pensionable age// All categories: Dependent Children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140041,Age 55 to pensionable age// All categories: Dependent Children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140042,Age 55 to pensionable age// All categories: Dependent Children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140043,Age 55 to pensionable age// No dependent children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140044,Age 55 to pensionable age// No dependent children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140045,Age 55 to pensionable age// No dependent children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140046,Age 55 to pensionable age// With dependent child(ren)// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140047,Age 55 to pensionable age// With dependent child(ren)// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140048,Age 55 to pensionable age// With dependent child(ren)// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140049,Pensionable age to 74// All categories: Dependent Children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140050,Pensionable age to 74// All categories: Dependent Children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140051,Pensionable age to 74// All categories: Dependent Children// Not in a couple household// Persons// All Adults in Households
cs014_ons,CS0140052,Age 75 and over// All categories: Dependent Children// All categories: Household Type// Persons// All Adults in Households
cs014_ons,CS0140053,Age 75 and over// All categories: Dependent Children// In a couple household// Persons// All Adults in Households
cs014_ons,CS0140054,Age 75 and over// All categories: Dependent Children// Not in a couple household// Persons// All Adults in Households
cs015_ons,CS0150001,All categories: Country Of Birth// All categories: Sex// Persons// All People
cs015_ons,CS0150002,All categories: Country Of Birth// Males// Persons// All People
cs015_ons,CS0150003,All categories: Country Of Birth// Females// Persons// All People
cs015_ons,CS0150004,Europe// All categories: Sex// Persons// All People
cs015_ons,CS0150005,Europe// Males// Persons// All People
cs015_ons,CS0150006,Europe// Females// Persons// All People
cs015_ons,CS0150007,United Kingdom// All categories: Sex// Persons// All People
cs015_ons,CS0150008,United Kingdom// Males// Persons// All People
cs015_ons,CS0150009,United Kingdom// Females// Persons// All People
cs015_ons,CS0150010,England// All categories: Sex// Persons// All People
cs015_ons,CS0150011,England// Males// Persons// All People
cs015_ons,CS0150012,England// Females// Persons// All People
cs015_ons,CS0150013,Scotland// All categories: Sex// Persons// All People
cs015_ons,CS0150014,Scotland// Males// Persons// All People
cs015_ons,CS0150015,Scotland// Females// Persons// All People
cs015_ons,CS0150016,Northern Ireland// All categories: Sex// Persons// All People
cs015_ons,CS0150017,Northern Ireland// Males// Persons// All People
cs015_ons,CS0150018,Northern Ireland// Females// Persons// All People
cs015_ons,CS0150019,Wales// All categories: Sex// Persons// All People
cs015_ons,CS0150020,Wales// Males// Persons// All People
cs015_ons,CS0150021,Wales// Females// Persons// All People
cs015_ons,CS0150022,UK (part not specified)// All categories: Sex// Persons// All People
cs015_ons,CS0150023,UK (part not specified)// Males// Persons// All People
cs015_ons,CS0150024,UK (part not specified)// Females// Persons// All People
cs015_ons,CS0150025,Republic of Ireland// All categories: Sex// Persons// All People
cs015_ons,CS0150026,Republic of Ireland// Males// Persons// All People
cs015_ons,CS0150027,Republic of Ireland// Females// Persons// All People
cs015_ons,CS0150028,Ireland part not specified// All categories: Sex// Persons// All People
cs015_ons,CS0150029,Ireland part not specified// Males// Persons// All People
cs015_ons,CS0150030,Ireland part not specified// Females// Persons// All People
cs015_ons,CS0150031,Channel Islands and Isle of Man// All categories: Sex// Persons// All People
cs015_ons,CS0150032,Channel Islands and Isle of Man// Males// Persons// All People
cs015_ons,CS0150033,Channel Islands and Isle of Man// Females// Persons// All People
cs015_ons,CS0150034,Other Western Europe// All categories: Sex// Persons// All People
cs015_ons,CS0150035,Other Western Europe// Males// Persons// All People
cs015_ons,CS0150036,Other Western Europe// Females// Persons// All People
cs015_ons,CS0150037,EU countries// All categories: Sex// Persons// All People
cs015_ons,CS0150038,EU countries// Males// Persons// All People
cs015_ons,CS0150039,EU countries// Females// Persons// All People
cs015_ons,CS0150040,Non-EU countries// All categories: Sex// Persons// All People
cs015_ons,CS0150041,Non-EU countries// Males// Persons// All People
cs015_ons,CS0150042,Non-EU countries// Females// Persons// All People
cs015_ons,CS0150043,Eastern Europe// All categories: Sex// Persons// All People
cs015_ons,CS0150044,Eastern Europe// Males// Persons// All People
cs015_ons,CS0150045,Eastern Europe// Females// Persons// All People
cs015_ons,CS0150046,Africa// All categories: Sex// Persons// All People
cs015_ons,CS0150047,Africa// Males// Persons// All People
cs015_ons,CS0150048,Africa// Females// Persons// All People
cs015_ons,CS0150049,Asia// All categories: Sex// Persons// All People
cs015_ons,CS0150050,Asia// Males// Persons// All People
cs015_ons,CS0150051,Asia// Females// Persons// All People
cs015_ons,CS0150052,North America// All categories: Sex// Persons// All People
cs015_ons,CS0150053,North America// Males// Persons// All People
cs015_ons,CS0150054,North America// Females// Persons// All People
cs015_ons,CS0150055,South America// All categories: Sex// Persons// All People
cs015_ons,CS0150056,South America// Males// Persons// All People
cs015_ons,CS0150057,South America// Females// Persons// All People
cs015_ons,CS0150058,Oceania// All categories: Sex// Persons// All People
cs015_ons,CS0150059,Oceania// Males// Persons// All People
cs015_ons,CS0150060,Oceania// Females// Persons// All People
cs015_ons,CS0150061,"People born at sea or in the air, or with country of birth not stated// All categories: Sex// Persons// All People"
cs015_ons,CS0150062,"People born at sea or in the air, or with country of birth not stated// Males// Persons// All People"
cs015_ons,CS0150063,"People born at sea or in the air, or with country of birth not stated// Females// Persons// All People"
cs016_ons,CS0160001,All categories: Age// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160002,All categories: Age// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160003,All categories: Age// All categories: General Health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160004,All categories: Age// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160005,All categories: Age// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160006,All categories: Age// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160007,All categories: Age// Not good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160008,All categories: Age// Not good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160009,All categories: Age// Not good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160010,Age 0 to 15// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160011,Age 0 to 15// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160012,Age 0 to 15// All categories: General Health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160013,Age 0 to 15// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160014,Age 0 to 15// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160015,Age 0 to 15// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160016,Age 0 to 15// Not good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160017,Age 0 to 15// Not good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160018,Age 0 to 15// Not good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160019,Age 16 to 34// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160020,Age 16 to 34// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160021,Age 16 to 34// All categories: General Health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160022,Age 16 to 34// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160023,Age 16 to 34// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160024,Age 16 to 34// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160025,Age 16 to 34// Not good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160026,Age 16 to 34// Not good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160027,Age 16 to 34// Not good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160028,Age 35 to 49// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160029,Age 35 to 49// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160030,Age 35 to 49// All categories: General Health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160031,Age 35 to 49// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160032,Age 35 to 49// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160033,Age 35 to 49// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160034,Age 35 to 49// Not good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160035,Age 35 to 49// Not good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160036,Age 35 to 49// Not good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160037,Age 50 to 59// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160038,Age 50 to 59// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160039,Age 50 to 59// All categories: General Health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160040,Age 50 to 59// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160041,Age 50 to 59// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160042,Age 50 to 59// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160043,Age 50 to 59// Not good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160044,Age 50 to 59// Not good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160045,Age 50 to 59// Not good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160046,Age 60 to 64// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160047,Age 60 to 64// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160048,Age 60 to 64// All categories: General Health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160049,Age 60 to 64// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160050,Age 60 to 64// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160051,Age 60 to 64// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160052,Age 60 to 64// Not good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160053,Age 60 to 64// Not good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160054,Age 60 to 64// Not good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160055,Age 65 to 84// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160056,Age 65 to 84// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160057,Age 65 to 84// All categories: General Health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160058,Age 65 to 84// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160059,Age 65 to 84// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160060,Age 65 to 84// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160061,Age 65 to 84// Not good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160062,Age 65 to 84// Not good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160063,Age 65 to 84// Not good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160064,Age 85 and over// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160065,Age 85 and over// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160066,Age 85 and over// All categories: General Health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160067,Age 85 and over// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160068,Age 85 and over// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160069,Age 85 and over// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160070,Age 85 and over// Not good health// All categories: Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160071,Age 85 and over// Not good health// With a Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160072,Age 85 and over// Not good health// No Limiting Long-Term Illness (LLTI)// All categories: Sex// Persons// All People in Households
cs016_ons,CS0160073,All categories: Age// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160074,All categories: Age// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160075,All categories: Age// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160076,All categories: Age// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160077,All categories: Age// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160078,All categories: Age// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160079,All categories: Age// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160080,All categories: Age// Not good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160081,All categories: Age// Not good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160082,Age 0 to 15// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160083,Age 0 to 15// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160084,Age 0 to 15// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160085,Age 0 to 15// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160086,Age 0 to 15// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160087,Age 0 to 15// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
