zoneid,ward_code,year,TOTAL_RES_1981,TOTAL_MALE_1981,TOTAL_FEMALE_1981,FAR_EAST_BORN_1981,FAR_EAST_BORN_MALE_1981,FAR_EAST_BORN_FEMALE_1981,PCT_FAR_EAST_BORN_1981,TOTAL_HH_1981,OWNER_OCC_HH_1981,COUNCIL_HH_1981,NO_CAR_HH_1981,OVERCROWD_GT1P5_1981,OVERCROWD_1TO1P5_1981,NO_BATH_WC_1981,NO_INSIDE_BATH_WC_1981,PCT_OWNER_OCC_1981,PCT_COUNCIL_1981,PCT_NO_CAR_1981,PCT_OVERCROWD_GT1P5_1981,PCT_OVERCROWD_1TO1P5_1981,PCT_NO_BATH_WC_1981,PCT_NO_INSIDE_BATH_WC_1981,EMPLOYED_1981,UNEMPLOYED_1981,ECON_ACTIVE_1981
03BNAE04,03BNAE,1981,,,,4,3,1,0.0,172,12,0,148,4,10,5,0,6.976744186046512,0.0,86.04651162790698,2.3255813953488373,5.813953488372093,2.9069767441860463,0.0,,,
03BNAE05,03BNAE,1981,,,,0,0,0,0.0,130,0,0,114,1,12,0,0,0.0,0.0,87.6923076923077,0.7692307692307693,9.23076923076923,0.0,0.0,,,
03BNAE06,03BNAE,1981,,,,0,0,0,0.0,119,7,0,91,0,8,5,0,5.882352941176471,0.0,76.47058823529412,0.0,6.722689075630252,4.201680672268908,0.0,,,
03BNAE07,03BNAE,1981,,,,0,0,0,0.0,198,0,0,145,2,15,0,0,0.0,0.0,73.23232323232324,1.0101010101010102,7.575757575757576,0.0,0.0,,,
03BNAE08,03BNAE,1981,,,,0,0,0,0.0,220,0,0,168,2,13,0,0,0.0,0.0,76.36363636363636,0.9090909090909091,5.909090909090909,0.0,0.0,,,
03BNAE09,03BNAE,1981,,,,0,0,0,0.0,86,6,0,63,0,3,19,12,6.976744186046512,0.0,73.25581395348837,0.0,3.488372093023256,22.093023255813954,13.953488372093023,,,
03BNAE10,03BNAE,1981,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAE11,03BNAE,1981,,,,0,0,0,0.0,80,20,1,58,1,2,13,7,25.0,1.25,72.5,1.25,2.5,16.25,8.75,,,
03BNAE12,03BNAE,1981,,,,0,0,0,0.0,147,54,0,103,1,11,33,9,36.734693877551024,0.0,70.06802721088435,0.6802721088435374,7.482993197278912,22.448979591836736,6.122448979591836,,,
03BNAE13,03BNAE,1981,,,,0,0,0,0.0,235,1,0,186,0,5,0,0,0.425531914893617,0.0,79.14893617021276,0.0,2.127659574468085,0.0,0.0,,,
03BNAE14,03BNAE,1981,,,,4,4,0,0.0,182,1,0,144,1,10,1,1,0.5494505494505495,0.0,79.12087912087912,0.5494505494505495,5.4945054945054945,0.5494505494505495,0.5494505494505495,,,
03BNAE15,03BNAE,1981,,,,0,0,0,0.0,63,7,0,49,0,1,0,0,11.11111111111111,0.0,77.77777777777777,0.0,1.5873015873015872,0.0,0.0,,,
03BNAE16,03BNAE,1981,,,,18,13,5,0.0,209,0,0,179,1,6,0,0,0.0,0.0,85.64593301435407,0.4784688995215311,2.8708133971291865,0.0,0.0,,,
03BNAE17,03BNAE,1981,,,,0,0,0,0.0,115,31,4,90,0,3,29,1,26.956521739130434,3.4782608695652173,78.26086956521739,0.0,2.608695652173913,25.217391304347824,0.8695652173913043,,,
03BNAE18,03BNAE,1981,,,,11,3,8,0.0,167,1,0,133,3,20,0,0,0.5988023952095808,0.0,79.64071856287426,1.7964071856287425,11.976047904191617,0.0,0.0,,,
03BNAE19,03BNAE,1981,,,,8,7,1,0.0,193,21,2,151,2,9,19,1,10.880829015544041,1.0362694300518134,78.23834196891191,1.0362694300518134,4.66321243523316,9.844559585492227,0.5181347150259067,,,
03BNAE20,03BNAE,1981,,,,1,1,0,0.0,168,4,0,158,0,3,0,0,2.380952380952381,0.0,94.04761904761905,0.0,1.7857142857142858,0.0,0.0,,,
03BNAE21,03BNAE,1981,,,,9,5,4,0.0,154,9,0,133,5,9,3,0,5.8441558441558445,0.0,86.36363636363636,3.2467532467532467,5.8441558441558445,1.948051948051948,0.0,,,
03BNAE22,03BNAE,1981,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAE23,03BNAE,1981,,,,2,1,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAF01,03BNAF,1981,,,,0,0,0,0.0,148,47,0,63,0,4,0,3,31.756756756756758,0.0,42.567567567567565,0.0,2.7027027027027026,0.0,2.027027027027027,,,
03BNAF02,03BNAF,1981,,,,0,0,0,0.0,174,54,0,102,1,10,0,0,31.03448275862069,0.0,58.62068965517241,0.5747126436781609,5.747126436781609,0.0,0.0,,,
03BNAF03,03BNAF,1981,,,,0,0,0,0.0,196,79,0,118,5,13,0,0,40.30612244897959,0.0,60.204081632653065,2.5510204081632653,6.63265306122449,0.0,0.0,,,
03BNAF04,03BNAF,1981,,,,0,0,0,0.0,161,15,0,103,1,3,0,0,9.316770186335404,0.0,63.975155279503106,0.6211180124223602,1.8633540372670807,0.0,0.0,,,
03BNAF05,03BNAF,1981,,,,1,1,0,0.0,196,85,0,135,1,3,4,0,43.36734693877551,0.0,68.87755102040816,0.5102040816326531,1.530612244897959,2.0408163265306123,0.0,,,
03BNAF06,03BNAF,1981,,,,5,1,4,0.0,208,100,0,100,1,1,0,0,48.07692307692308,0.0,48.07692307692308,0.4807692307692308,0.4807692307692308,0.0,0.0,,,
03BNAF07,03BNAF,1981,,,,0,0,0,0.0,197,117,0,105,0,3,0,0,59.390862944162436,0.0,53.2994923857868,0.0,1.5228426395939085,0.0,0.0,,,
03BNAF08,03BNAF,1981,,,,1,1,0,0.0,220,199,0,111,1,6,0,0,90.45454545454545,0.0,50.45454545454545,0.45454545454545453,2.727272727272727,0.0,0.0,,,
03BNAF09,03BNAF,1981,,,,0,0,0,0.0,285,8,0,214,0,11,0,0,2.807017543859649,0.0,75.08771929824562,0.0,3.8596491228070176,0.0,0.0,,,
03BNAF10,03BNAF,1981,,,,0,0,0,0.0,157,8,0,113,3,8,0,0,5.095541401273885,0.0,71.97452229299363,1.910828025477707,5.095541401273885,0.0,0.0,,,
03BNAF11,03BNAF,1981,,,,0,0,0,0.0,195,1,3,153,3,17,3,0,0.5128205128205128,1.5384615384615385,78.46153846153847,1.5384615384615385,8.717948717948717,1.5384615384615385,0.0,,,
03BNAF12,03BNAF,1981,,,,0,0,0,0.0,198,1,0,144,2,9,0,0,0.5050505050505051,0.0,72.72727272727273,1.0101010101010102,4.545454545454546,0.0,0.0,,,
03BNAF13,03BNAF,1981,,,,0,0,0,0.0,164,105,0,74,0,3,0,0,64.02439024390245,0.0,45.1219512195122,0.0,1.829268292682927,0.0,0.0,,,
03BNAF14,03BNAF,1981,,,,0,0,0,0.0,208,152,0,99,2,7,1,0,73.07692307692308,0.0,47.59615384615385,0.9615384615384616,3.3653846153846154,0.4807692307692308,0.0,,,
03BNAF15,03BNAF,1981,,,,0,0,0,0.0,185,35,0,115,1,4,1,0,18.91891891891892,0.0,62.16216216216216,0.5405405405405406,2.1621621621621623,0.5405405405405406,0.0,,,
03BNAF16,03BNAF,1981,,,,0,0,0,0.0,151,36,0,95,2,7,2,1,23.841059602649008,0.0,62.913907284768214,1.3245033112582782,4.635761589403973,1.3245033112582782,0.6622516556291391,,,
03BNAF17,03BNAF,1981,,,,0,0,0,0.0,223,164,1,118,0,4,2,0,73.54260089686099,0.4484304932735426,52.91479820627803,0.0,1.7937219730941705,0.8968609865470852,0.0,,,
03BNAF18,03BNAF,1981,,,,0,0,0,0.0,193,5,0,139,0,9,1,0,2.5906735751295336,0.0,72.02072538860104,0.0,4.66321243523316,0.5181347150259067,0.0,,,
03BNAF19,03BNAF,1981,,,,0,0,0,0.0,215,0,1,155,5,12,1,0,0.0,0.46511627906976744,72.09302325581395,2.3255813953488373,5.5813953488372094,0.46511627906976744,0.0,,,
03BNAF20,03BNAF,1981,,,,5,3,2,0.0,194,26,0,137,1,16,4,0,13.402061855670103,0.0,70.61855670103093,0.5154639175257731,8.24742268041237,2.0618556701030926,0.0,,,
03BNAF21,03BNAF,1981,,,,0,0,0,0.0,219,125,0,132,1,18,15,0,57.077625570776256,0.0,60.273972602739725,0.45662100456621,8.219178082191782,6.8493150684931505,0.0,,,
03BNAF22,03BNAF,1981,,,,0,0,0,0.0,212,193,0,88,0,4,0,0,91.0377358490566,0.0,41.509433962264154,0.0,1.8867924528301887,0.0,0.0,,,
03BNAF23,03BNAF,1981,,,,0,0,0,0.0,164,59,0,94,0,1,0,0,35.97560975609756,0.0,57.31707317073171,0.0,0.6097560975609756,0.0,0.0,,,
03BNAF24,03BNAF,1981,,,,0,0,0,0.0,182,1,0,152,2,3,0,0,0.5494505494505495,0.0,83.51648351648352,1.098901098901099,1.6483516483516483,0.0,0.0,,,
03BNAF25,03BNAF,1981,,,,0,0,0,0.0,174,2,0,132,1,3,0,0,1.1494252873563218,0.0,75.86206896551724,0.5747126436781609,1.7241379310344827,0.0,0.0,,,
03BNAF26,03BNAF,1981,,,,0,0,0,0.0,207,5,0,129,2,11,1,0,2.4154589371980677,0.0,62.31884057971015,0.966183574879227,5.314009661835748,0.4830917874396135,0.0,,,
03BNAF27,03BNAF,1981,,,,0,0,0,0.0,211,24,0,145,2,8,1,0,11.374407582938389,0.0,68.72037914691943,0.9478672985781991,3.7914691943127963,0.47393364928909953,0.0,,,
03BNAF28,03BNAF,1981,,,,1,1,0,0.0,200,33,0,141,0,8,1,0,16.5,0.0,70.5,0.0,4.0,0.5,0.0,,,
03BNAF29,03BNAF,1981,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAG01,03BNAG,1981,,,,0,0,0,0.0,215,5,0,154,4,15,0,0,2.3255813953488373,0.0,71.62790697674419,1.8604651162790697,6.976744186046512,0.0,0.0,,,
03BNAG02,03BNAG,1981,,,,0,0,0,0.0,220,50,3,137,3,18,3,0,22.727272727272727,1.3636363636363635,62.27272727272727,1.3636363636363635,8.181818181818182,1.3636363636363635,0.0,,,
03BNAG03,03BNAG,1981,,,,2,1,1,0.0,222,52,0,148,2,21,0,0,23.423423423423422,0.0,66.66666666666667,0.9009009009009009,9.45945945945946,0.0,0.0,,,
03BNAG04,03BNAG,1981,,,,0,0,0,0.0,193,122,0,108,1,11,48,0,63.21243523316062,0.0,55.95854922279793,0.5181347150259067,5.699481865284974,24.870466321243523,0.0,,,
03BNAG05,03BNAG,1981,,,,1,1,0,0.0,136,5,0,92,1,13,0,0,3.676470588235294,0.0,67.6470588235294,0.7352941176470589,9.558823529411764,0.0,0.0,,,
03BNAG06,03BNAG,1981,,,,0,0,0,0.0,167,53,3,117,1,9,17,23,31.736526946107784,1.7964071856287425,70.05988023952096,0.5988023952095808,5.389221556886228,10.179640718562874,13.77245508982036,,,
03BNAG07,03BNAG,1981,,,,0,0,0,0.0,222,24,0,152,5,18,2,0,10.81081081081081,0.0,68.46846846846847,2.2522522522522523,8.108108108108109,0.9009009009009009,0.0,,,
03BNAG08,03BNAG,1981,,,,7,3,4,0.0,154,101,1,98,1,7,53,9,65.58441558441558,0.6493506493506493,63.63636363636363,0.6493506493506493,4.545454545454546,34.41558441558441,5.8441558441558445,,,
03BNAG09,03BNAG,1981,,,,0,0,0,0.0,184,71,2,138,2,2,32,8,38.58695652173913,1.0869565217391304,75.0,1.0869565217391304,1.0869565217391304,17.391304347826086,4.3478260869565215,,,
03BNAG10,03BNAG,1981,,,,0,0,0,0.0,175,54,0,125,0,6,16,9,30.857142857142858,0.0,71.42857142857143,0.0,3.4285714285714284,9.142857142857142,5.142857142857143,,,
03BNAG11,03BNAG,1981,,,,4,3,1,0.0,189,99,0,123,2,15,23,1,52.38095238095238,0.0,65.07936507936508,1.0582010582010581,7.936507936507937,12.16931216931217,0.5291005291005291,,,
03BNAG12,03BNAG,1981,,,,0,0,0,0.0,166,129,7,105,2,4,34,11,77.71084337349397,4.216867469879518,63.25301204819277,1.2048192771084338,2.4096385542168677,20.481927710843372,6.626506024096385,,,
03BNAG13,03BNAG,1981,,,,5,3,2,0.0,169,83,5,116,0,10,81,1,49.112426035502956,2.9585798816568047,68.63905325443787,0.0,5.9171597633136095,47.928994082840234,0.591715976331361,,,
03BNAG14,03BNAG,1981,,,,0,0,0,0.0,126,78,0,85,2,6,36,1,61.904761904761905,0.0,67.46031746031746,1.5873015873015872,4.761904761904762,28.571428571428573,0.7936507936507936,,,
03BNAG15,03BNAG,1981,,,,0,0,0,0.0,172,14,0,128,2,8,6,10,8.13953488372093,0.0,74.4186046511628,1.1627906976744187,4.651162790697675,3.488372093023256,5.813953488372093,,,
03BNAG16,03BNAG,1981,,,,1,0,1,0.0,226,66,0,165,1,9,17,25,29.20353982300885,0.0,73.00884955752213,0.4424778761061947,3.982300884955752,7.522123893805309,11.061946902654867,,,
03BNAG17,03BNAG,1981,,,,2,1,1,0.0,157,25,0,112,3,7,8,5,15.92356687898089,0.0,71.3375796178344,1.910828025477707,4.45859872611465,5.095541401273885,3.1847133757961785,,,
03BNAG18,03BNAG,1981,,,,0,0,0,0.0,255,2,0,186,0,15,0,0,0.7843137254901961,0.0,72.94117647058823,0.0,5.882352941176471,0.0,0.0,,,
03BNAG19,03BNAG,1981,,,,0,0,0,0.0,137,53,8,92,1,3,23,9,38.68613138686131,5.839416058394161,67.15328467153284,0.7299270072992701,2.18978102189781,16.78832116788321,6.569343065693431,,,
03BNAG20,03BNAG,1981,,,,0,0,0,0.0,109,54,1,84,3,4,10,17,49.54128440366973,0.9174311926605505,77.06422018348624,2.7522935779816513,3.669724770642202,9.174311926605505,15.596330275229358,,,
03BNAG21,03BNAG,1981,,,,2,2,0,0.0,129,38,2,93,1,7,12,15,29.45736434108527,1.550387596899225,72.09302325581395,0.7751937984496124,5.426356589147287,9.30232558139535,11.627906976744185,,,
03BNAG22,03BNAG,1981,,,,5,3,2,0.0,189,151,0,133,0,13,43,13,79.8941798941799,0.0,70.37037037037037,0.0,6.878306878306878,22.75132275132275,6.878306878306878,,,
03BNAG23,03BNAG,1981,,,,0,0,0,0.0,179,28,0,130,0,4,2,0,15.64245810055866,0.0,72.62569832402235,0.0,2.2346368715083798,1.1173184357541899,0.0,,,
03BNAG24,03BNAG,1981,,,,4,3,1,0.0,174,62,0,133,4,14,18,3,35.632183908045974,0.0,76.4367816091954,2.2988505747126435,8.045977011494253,10.344827586206897,1.7241379310344827,,,
03BNAG25,03BNAG,1981,,,,0,0,0,0.0,166,54,1,119,0,6,12,6,32.53012048192771,0.6024096385542169,71.6867469879518,0.0,3.6144578313253013,7.228915662650603,3.6144578313253013,,,
03BNAG26,03BNAG,1981,,,,0,0,0,0.0,136,20,1,100,1,5,11,4,14.705882352941176,0.7352941176470589,73.52941176470588,0.7352941176470589,3.676470588235294,8.088235294117647,2.9411764705882355,,,
03BNAG27,03BNAG,1981,,,,3,1,2,0.0,112,88,1,80,0,8,34,14,78.57142857142857,0.8928571428571429,71.42857142857143,0.0,7.142857142857143,30.357142857142858,12.5,,,
03BNAG28,03BNAG,1981,,,,0,0,0,0.0,131,87,2,91,0,7,24,32,66.41221374045801,1.5267175572519085,69.46564885496183,0.0,5.343511450381679,18.3206106870229,24.427480916030536,,,
03BNAG29,03BNAG,1981,,,,0,0,0,0.0,149,97,1,101,1,7,25,26,65.1006711409396,0.6711409395973155,67.78523489932886,0.6711409395973155,4.697986577181208,16.778523489932887,17.449664429530202,,,
03BNAG30,03BNAG,1981,,,,0,0,0,0.0,155,105,0,108,2,8,56,13,67.74193548387096,0.0,69.6774193548387,1.2903225806451613,5.161290322580645,36.12903225806452,8.387096774193548,,,
03BNAG31,03BNAG,1981,,,,0,0,0,0.0,166,107,0,109,0,5,55,7,64.4578313253012,0.0,65.66265060240964,0.0,3.0120481927710845,33.13253012048193,4.216867469879518,,,
03BNAG32,03BNAG,1981,,,,0,0,0,0.0,148,21,2,116,2,7,19,0,14.18918918918919,1.3513513513513513,78.37837837837837,1.3513513513513513,4.72972972972973,12.837837837837839,0.0,,,
03BNAG33,03BNAG,1981,,,,3,2,1,0.0,308,137,4,215,3,13,41,25,44.48051948051948,1.2987012987012987,69.8051948051948,0.974025974025974,4.220779220779221,13.311688311688311,8.116883116883116,,,
03BNAG34,03BNAG,1981,,,,3,0,3,0.0,170,140,0,91,0,6,10,1,82.3529411764706,0.0,53.529411764705884,0.0,3.5294117647058822,5.882352941176471,0.5882352941176471,,,
03BNAG35,03BNAG,1981,,,,0,0,0,0.0,218,193,0,97,1,13,4,0,88.53211009174312,0.0,44.4954128440367,0.45871559633027525,5.963302752293578,1.834862385321101,0.0,,,
03BNAH01,03BNAH,1981,,,,0,0,0,0.0,162,6,0,110,0,8,0,0,3.7037037037037037,0.0,67.90123456790124,0.0,4.938271604938271,0.0,0.0,,,
03BNAH02,03BNAH,1981,,,,0,0,0,0.0,184,2,0,129,2,9,0,0,1.0869565217391304,0.0,70.1086956521739,1.0869565217391304,4.891304347826087,0.0,0.0,,,
03BNAH03,03BNAH,1981,,,,0,0,0,0.0,214,14,0,116,0,3,0,0,6.542056074766355,0.0,54.205607476635514,0.0,1.4018691588785046,0.0,0.0,,,
03BNAH04,03BNAH,1981,,,,0,0,0,0.0,215,26,0,113,1,12,0,0,12.093023255813954,0.0,52.55813953488372,0.46511627906976744,5.5813953488372094,0.0,0.0,,,
03BNAH05,03BNAH,1981,,,,0,0,0,0.0,200,33,0,133,2,3,0,0,16.5,0.0,66.5,1.0,1.5,0.0,0.0,,,
03BNAH06,03BNAH,1981,,,,2,0,2,0.0,196,64,0,95,0,2,0,0,32.6530612244898,0.0,48.46938775510204,0.0,1.0204081632653061,0.0,0.0,,,
03BNAH07,03BNAH,1981,,,,0,0,0,0.0,215,7,0,137,0,9,0,0,3.255813953488372,0.0,63.72093023255814,0.0,4.186046511627907,0.0,0.0,,,
03BNAH08,03BNAH,1981,,,,0,0,0,0.0,184,10,0,113,0,6,0,0,5.434782608695652,0.0,61.41304347826087,0.0,3.260869565217391,0.0,0.0,,,
03BNAH09,03BNAH,1981,,,,0,0,0,0.0,186,2,0,116,1,12,0,0,1.075268817204301,0.0,62.365591397849464,0.5376344086021505,6.451612903225806,0.0,0.0,,,
03BNAH10,03BNAH,1981,,,,5,1,4,0.0,175,0,0,124,5,12,0,0,0.0,0.0,70.85714285714286,2.857142857142857,6.857142857142857,0.0,0.0,,,
03BNAH11,03BNAH,1981,,,,1,1,0,0.0,155,7,0,106,1,5,0,0,4.516129032258065,0.0,68.38709677419355,0.6451612903225806,3.225806451612903,0.0,0.0,,,
03BNAH12,03BNAH,1981,,,,0,0,0,0.0,185,7,0,130,0,13,0,0,3.7837837837837838,0.0,70.27027027027027,0.0,7.027027027027027,0.0,0.0,,,
03BNAH13,03BNAH,1981,,,,0,0,0,0.0,194,44,0,104,0,5,0,0,22.68041237113402,0.0,53.608247422680414,0.0,2.577319587628866,0.0,0.0,,,
03BNAH14,03BNAH,1981,,,,0,0,0,0.0,171,4,0,119,3,8,0,0,2.3391812865497075,0.0,69.5906432748538,1.7543859649122806,4.678362573099415,0.0,0.0,,,
03BNAH15,03BNAH,1981,,,,0,0,0,0.0,202,38,0,104,1,11,0,0,18.81188118811881,0.0,51.48514851485149,0.49504950495049505,5.445544554455446,0.0,0.0,,,
03BNAH16,03BNAH,1981,,,,0,0,0,0.0,183,183,0,21,0,1,0,0,100.0,0.0,11.475409836065573,0.0,0.546448087431694,0.0,0.0,,,
03BNAH17,03BNAH,1981,,,,0,0,0,0.0,219,172,0,31,0,2,0,0,78.53881278538813,0.0,14.155251141552512,0.0,0.91324200913242,0.0,0.0,,,
03BNAH18,03BNAH,1981,,,,2,1,1,0.0,217,105,0,71,2,3,1,0,48.38709677419355,0.0,32.71889400921659,0.9216589861751152,1.3824884792626728,0.4608294930875576,0.0,,,
03BNAH19,03BNAH,1981,,,,0,0,0,0.0,204,9,0,121,0,19,0,1,4.411764705882353,0.0,59.31372549019608,0.0,9.313725490196079,0.0,0.49019607843137253,,,
03BNAH20,03BNAH,1981,,,,0,0,0,0.0,179,161,0,21,2,1,0,0,89.94413407821229,0.0,11.731843575418994,1.1173184357541899,0.5586592178770949,0.0,0.0,,,
03BNAH21,03BNAH,1981,,,,4,3,1,0.0,236,203,0,32,0,2,2,0,86.01694915254237,0.0,13.559322033898304,0.0,0.847457627118644,0.847457627118644,0.0,,,
03BNAH22,03BNAH,1981,,,,0,0,0,0.0,196,16,0,120,2,5,1,0,8.16326530612245,0.0,61.224489795918366,1.0204081632653061,2.5510204081632653,0.5102040816326531,0.0,,,
03BNAH23,03BNAH,1981,,,,1,0,1,0.0,197,87,0,85,0,7,0,0,44.16243654822335,0.0,43.14720812182741,0.0,3.553299492385787,0.0,0.0,,,
03BNAH24,03BNAH,1981,,,,0,0,0,0.0,205,10,0,116,1,7,0,0,4.878048780487805,0.0,56.58536585365854,0.4878048780487805,3.4146341463414633,0.0,0.0,,,
03BNAH25,03BNAH,1981,,,,0,0,0,0.0,180,10,0,109,1,5,0,0,5.555555555555555,0.0,60.55555555555556,0.5555555555555556,2.7777777777777777,0.0,0.0,,,
03BNAH26,03BNAH,1981,,,,1,0,1,0.0,197,51,0,105,1,5,1,0,25.888324873096447,0.0,53.2994923857868,0.5076142131979695,2.5380710659898478,0.5076142131979695,0.0,,,
03BNAH27,03BNAH,1981,,,,0,0,0,0.0,227,11,0,142,0,10,1,0,4.845814977973569,0.0,62.55506607929515,0.0,4.405286343612334,0.44052863436123346,0.0,,,
03BNAH28,03BNAH,1981,,,,9,6,3,0.0,214,143,0,59,0,2,0,0,66.82242990654206,0.0,27.570093457943926,0.0,0.9345794392523364,0.0,0.0,,,
03BNAH29,03BNAH,1981,,,,0,0,0,0.0,225,1,0,181,0,3,0,0,0.4444444444444444,0.0,80.44444444444444,0.0,1.3333333333333333,0.0,0.0,,,
03BNAH30,03BNAH,1981,,,,0,0,0,0.0,156,42,0,87,0,6,0,0,26.923076923076923,0.0,55.76923076923077,0.0,3.8461538461538463,0.0,0.0,,,
03BNAJ01,03BNAJ,1981,,,,2,1,1,0.0,181,88,0,103,1,8,0,0,48.61878453038674,0.0,56.9060773480663,0.5524861878453039,4.419889502762431,0.0,0.0,,,
03BNAJ02,03BNAJ,1981,,,,0,0,0,0.0,198,33,0,132,2,9,6,0,16.666666666666668,0.0,66.66666666666667,1.0101010101010102,4.545454545454546,3.0303030303030303,0.0,,,
03BNAJ03,03BNAJ,1981,,,,4,1,3,0.0,166,65,0,89,2,7,0,0,39.1566265060241,0.0,53.6144578313253,1.2048192771084338,4.216867469879518,0.0,0.0,,,
03BNAJ04,03BNAJ,1981,,,,0,0,0,0.0,195,179,0,71,0,3,0,0,91.7948717948718,0.0,36.41025641025641,0.0,1.5384615384615385,0.0,0.0,,,
03BNAJ05,03BNAJ,1981,,,,0,0,0,0.0,154,112,0,55,3,3,0,0,72.72727272727273,0.0,35.714285714285715,1.948051948051948,1.948051948051948,0.0,0.0,,,
03BNAJ06,03BNAJ,1981,,,,0,0,0,0.0,181,160,0,69,1,8,0,0,88.39779005524862,0.0,38.12154696132597,0.5524861878453039,4.419889502762431,0.0,0.0,,,
03BNAJ07,03BNAJ,1981,,,,1,1,0,0.0,144,116,0,65,1,5,1,0,80.55555555555556,0.0,45.138888888888886,0.6944444444444444,3.4722222222222223,0.6944444444444444,0.0,,,
03BNAJ08,03BNAJ,1981,,,,7,3,4,0.0,178,110,0,89,1,4,2,0,61.79775280898876,0.0,50.0,0.5617977528089888,2.247191011235955,1.1235955056179776,0.0,,,
03BNAJ09,03BNAJ,1981,,,,0,0,0,0.0,186,178,0,50,0,4,0,0,95.6989247311828,0.0,26.881720430107528,0.0,2.150537634408602,0.0,0.0,,,
03BNAJ10,03BNAJ,1981,,,,0,0,0,0.0,180,174,0,43,1,12,1,0,96.66666666666667,0.0,23.88888888888889,0.5555555555555556,6.666666666666667,0.5555555555555556,0.0,,,
03BNAJ11,03BNAJ,1981,,,,6,4,2,0.0,173,124,0,87,1,6,2,7,71.67630057803468,0.0,50.28901734104046,0.5780346820809249,3.468208092485549,1.1560693641618498,4.046242774566474,,,
03BNAJ12,03BNAJ,1981,,,,2,1,1,0.0,170,163,0,52,0,5,1,0,95.88235294117646,0.0,30.58823529411765,0.0,2.9411764705882355,0.5882352941176471,0.0,,,
03BNAJ13,03BNAJ,1981,,,,0,0,0,0.0,177,42,0,93,0,1,0,0,23.728813559322035,0.0,52.54237288135593,0.0,0.5649717514124294,0.0,0.0,,,
03BNAJ14,03BNAJ,1981,,,,1,0,1,0.0,217,103,0,97,1,8,0,0,47.465437788018434,0.0,44.70046082949309,0.4608294930875576,3.686635944700461,0.0,0.0,,,
03BNAJ15,03BNAJ,1981,,,,4,2,2,0.0,206,195,0,64,1,11,1,0,94.66019417475728,0.0,31.067961165048544,0.4854368932038835,5.339805825242719,0.4854368932038835,0.0,,,
03BNAJ16,03BNAJ,1981,,,,4,1,3,0.0,163,130,0,58,0,4,6,2,79.75460122699387,0.0,35.58282208588957,0.0,2.4539877300613497,3.6809815950920246,1.2269938650306749,,,
03BNAJ17,03BNAJ,1981,,,,0,0,0,0.0,219,13,0,144,0,4,0,0,5.936073059360731,0.0,65.75342465753425,0.0,1.82648401826484,0.0,0.0,,,
03BNAJ18,03BNAJ,1981,,,,1,0,1,0.0,230,15,1,138,4,10,1,0,6.521739130434782,0.43478260869565216,60.0,1.7391304347826086,4.3478260869565215,0.43478260869565216,0.0,,,
03BNAJ19,03BNAJ,1981,,,,0,0,0,0.0,159,4,0,107,3,11,0,0,2.5157232704402515,0.0,67.29559748427673,1.8867924528301887,6.918238993710692,0.0,0.0,,,
03BNAJ20,03BNAJ,1981,,,,0,0,0,0.0,216,10,0,167,2,10,0,0,4.62962962962963,0.0,77.31481481481481,0.9259259259259259,4.62962962962963,0.0,0.0,,,
03BNAJ21,03BNAJ,1981,,,,1,0,1,0.0,176,7,1,124,1,8,1,0,3.977272727272727,0.5681818181818182,70.45454545454545,0.5681818181818182,4.545454545454546,0.5681818181818182,0.0,,,
03BNAJ22,03BNAJ,1981,,,,0,0,0,0.0,166,44,0,106,3,5,0,0,26.50602409638554,0.0,63.855421686746986,1.8072289156626506,3.0120481927710845,0.0,0.0,,,
03BNAJ23,03BNAJ,1981,,,,0,0,0,0.0,159,119,0,53,0,10,0,0,74.84276729559748,0.0,33.333333333333336,0.0,6.289308176100629,0.0,0.0,,,
03BNAJ24,03BNAJ,1981,,,,3,1,2,0.0,193,5,0,119,2,6,0,0,2.5906735751295336,0.0,61.6580310880829,1.0362694300518134,3.1088082901554404,0.0,0.0,,,
03BNAJ25,03BNAJ,1981,,,,0,0,0,0.0,140,3,0,102,3,11,0,0,2.142857142857143,0.0,72.85714285714286,2.142857142857143,7.857142857142857,0.0,0.0,,,
03BNAJ26,03BNAJ,1981,,,,0,0,0,0.0,164,18,0,120,1,5,1,0,10.975609756097562,0.0,73.17073170731707,0.6097560975609756,3.048780487804878,0.6097560975609756,0.0,,,
03BNAJ27,03BNAJ,1981,,,,0,0,0,0.0,197,8,0,139,0,7,0,0,4.060913705583756,0.0,70.55837563451777,0.0,3.553299492385787,0.0,0.0,,,
03BNAJ28,03BNAJ,1981,,,,0,0,0,0.0,182,45,0,94,3,9,0,0,24.725274725274726,0.0,51.64835164835165,1.6483516483516483,4.945054945054945,0.0,0.0,,,
03BNAJ29,03BNAJ,1981,,,,0,0,0,0.0,139,53,0,60,2,2,0,0,38.1294964028777,0.0,43.16546762589928,1.4388489208633093,1.4388489208633093,0.0,0.0,,,
