zoneid,ward_code,year,TOTAL_RES_1981,TOTAL_MALE_1981,TOTAL_FEMALE_1981,FAR_EAST_BORN_1981,FAR_EAST_BORN_MALE_1981,FAR_EAST_BORN_FEMALE_1981,PCT_FAR_EAST_BORN_1981,TOTAL_HH_1981,OWNER_OCC_HH_1981,COUNCIL_HH_1981,NO_CAR_HH_1981,OVERCROWD_GT1P5_1981,OVERCROWD_1TO1P5_1981,NO_BATH_WC_1981,NO_INSIDE_BATH_WC_1981,PCT_OWNER_OCC_1981,PCT_COUNCIL_1981,PCT_NO_CAR_1981,PCT_OVERCROWD_GT1P5_1981,PCT_OVERCROWD_1TO1P5_1981,PCT_NO_BATH_WC_1981,PCT_NO_INSIDE_BATH_WC_1981,EMPLOYED_1981,UNEMPLOYED_1981,ECON_ACTIVE_1981
03BNAA01,03BNAA,1981,,,,3,2,1,0.0,160,31,0,102,3,5,0,0,19.375,0.0,63.75,1.875,3.125,0.0,0.0,,,
03BNAA02,03BNAA,1981,,,,1,1,0,0.0,205,69,0,98,4,5,3,0,33.65853658536585,0.0,47.80487804878049,1.951219512195122,2.4390243902439024,1.4634146341463414,0.0,,,
03BNAA03,03BNAA,1981,,,,0,0,0,0.0,154,70,0,81,2,2,0,0,45.45454545454545,0.0,52.5974025974026,1.2987012987012987,1.2987012987012987,0.0,0.0,,,
03BNAA04,03BNAA,1981,,,,0,0,0,0.0,177,34,0,112,1,0,0,0,19.2090395480226,0.0,63.27683615819209,0.5649717514124294,0.0,0.0,0.0,,,
03BNAA05,03BNAA,1981,,,,0,0,0,0.0,171,102,0,78,3,5,4,0,59.64912280701754,0.0,45.6140350877193,1.7543859649122806,2.9239766081871346,2.3391812865497075,0.0,,,
03BNAA06,03BNAA,1981,,,,7,4,3,0.0,110,17,0,44,0,1,0,0,15.454545454545455,0.0,40.0,0.0,0.9090909090909091,0.0,0.0,,,
03BNAA07,03BNAA,1981,,,,0,0,0,0.0,158,73,0,92,3,2,0,1,46.20253164556962,0.0,58.22784810126582,1.8987341772151898,1.2658227848101267,0.0,0.6329113924050633,,,
03BNAA08,03BNAA,1981,,,,1,1,0,0.0,88,18,0,62,4,3,0,0,20.454545454545453,0.0,70.45454545454545,4.545454545454546,3.409090909090909,0.0,0.0,,,
03BNAA09,03BNAA,1981,,,,3,2,1,0.0,126,14,0,82,10,0,1,0,11.11111111111111,0.0,65.07936507936508,7.936507936507937,0.0,0.7936507936507936,0.0,,,
03BNAA10,03BNAA,1981,,,,0,0,0,0.0,122,30,0,85,8,0,1,0,24.59016393442623,0.0,69.67213114754098,6.557377049180328,0.0,0.819672131147541,0.0,,,
03BNAA11,03BNAA,1981,,,,0,0,0,0.0,68,11,0,49,3,2,3,0,16.176470588235293,0.0,72.05882352941177,4.411764705882353,2.9411764705882355,4.411764705882353,0.0,,,
03BNAA12,03BNAA,1981,,,,1,0,1,0.0,152,102,0,44,0,4,0,0,67.10526315789474,0.0,28.94736842105263,0.0,2.6315789473684212,0.0,0.0,,,
03BNAA13,03BNAA,1981,,,,2,1,1,0.0,188,165,0,60,2,9,1,0,87.76595744680851,0.0,31.914893617021278,1.0638297872340425,4.787234042553192,0.5319148936170213,0.0,,,
03BNAA14,03BNAA,1981,,,,1,1,0,0.0,156,108,0,82,1,5,0,0,69.23076923076923,0.0,52.56410256410256,0.6410256410256411,3.2051282051282053,0.0,0.0,,,
03BNAA15,03BNAA,1981,,,,0,0,0,0.0,157,108,0,62,3,7,1,0,68.78980891719745,0.0,39.49044585987261,1.910828025477707,4.45859872611465,0.6369426751592356,0.0,,,
03BNAA16,03BNAA,1981,,,,5,3,2,0.0,168,91,0,80,9,19,0,0,54.166666666666664,0.0,47.61904761904762,5.357142857142857,11.30952380952381,0.0,0.0,,,
03BNAA17,03BNAA,1981,,,,3,1,2,0.0,143,61,0,83,5,3,1,0,42.65734265734266,0.0,58.04195804195804,3.4965034965034967,2.097902097902098,0.6993006993006993,0.0,,,
03BNAA18,03BNAA,1981,,,,6,4,2,0.0,131,30,0,84,5,4,1,0,22.900763358778626,0.0,64.12213740458016,3.816793893129771,3.053435114503817,0.7633587786259542,0.0,,,
03BNAA19,03BNAA,1981,,,,1,1,0,0.0,87,11,0,45,1,2,2,0,12.64367816091954,0.0,51.724137931034484,1.1494252873563218,2.2988505747126435,2.2988505747126435,0.0,,,
03BNAA20,03BNAA,1981,,,,2,2,0,0.0,176,158,0,55,0,6,1,0,89.77272727272727,0.0,31.25,0.0,3.409090909090909,0.5681818181818182,0.0,,,
03BNAA21,03BNAA,1981,,,,9,5,4,0.0,181,124,0,99,10,13,0,0,68.50828729281768,0.0,54.69613259668508,5.524861878453039,7.18232044198895,0.0,0.0,,,
03BNAA22,03BNAA,1981,,,,7,4,3,0.0,135,92,0,69,2,7,1,0,68.14814814814815,0.0,51.111111111111114,1.4814814814814814,5.185185185185185,0.7407407407407407,0.0,,,
03BNAA23,03BNAA,1981,,,,1,1,0,0.0,155,77,0,90,7,16,1,0,49.67741935483871,0.0,58.064516129032256,4.516129032258065,10.32258064516129,0.6451612903225806,0.0,,,
03BNAA24,03BNAA,1981,,,,10,8,2,0.0,189,181,0,62,1,8,1,0,95.76719576719577,0.0,32.804232804232804,0.5291005291005291,4.232804232804233,0.5291005291005291,0.0,,,
03BNAA25,03BNAA,1981,,,,4,2,2,0.0,142,94,0,70,3,2,1,0,66.19718309859155,0.0,49.29577464788732,2.112676056338028,1.408450704225352,0.704225352112676,0.0,,,
03BNAA26,03BNAA,1981,,,,9,6,3,0.0,129,61,0,57,0,6,0,0,47.286821705426355,0.0,44.18604651162791,0.0,4.651162790697675,0.0,0.0,,,
03BNAA27,03BNAA,1981,,,,9,3,6,0.0,169,95,0,67,3,4,0,0,56.21301775147929,0.0,39.64497041420118,1.7751479289940828,2.366863905325444,0.0,0.0,,,
03BNAA28,03BNAA,1981,,,,2,2,0,0.0,195,86,0,69,1,3,0,0,44.1025641025641,0.0,35.38461538461539,0.5128205128205128,1.5384615384615385,0.0,0.0,,,
03BNAA29,03BNAA,1981,,,,0,0,0,0.0,174,112,0,73,0,2,0,0,64.36781609195403,0.0,41.95402298850575,0.0,1.1494252873563218,0.0,0.0,,,
03BNAA30,03BNAA,1981,,,,1,0,1,0.0,65,63,0,9,0,1,0,0,96.92307692307692,0.0,13.846153846153847,0.0,1.5384615384615385,0.0,0.0,,,
03BNAA31,03BNAA,1981,,,,7,5,2,0.0,98,41,0,38,4,1,0,0,41.83673469387755,0.0,38.775510204081634,4.081632653061225,1.0204081632653061,0.0,0.0,,,
03BNAA32,03BNAA,1981,,,,6,3,3,0.0,158,122,0,31,4,9,0,0,77.21518987341773,0.0,19.620253164556964,2.5316455696202533,5.69620253164557,0.0,0.0,,,
03BNAA33,03BNAA,1981,,,,5,4,1,0.0,167,68,0,91,0,1,0,0,40.7185628742515,0.0,54.49101796407186,0.0,0.5988023952095808,0.0,0.0,,,
03BNAA34,03BNAA,1981,,,,12,8,4,0.0,204,174,0,67,2,1,0,0,85.29411764705883,0.0,32.84313725490196,0.9803921568627451,0.49019607843137253,0.0,0.0,,,
03BNAA35,03BNAA,1981,,,,2,2,0,0.0,163,161,0,30,0,2,0,0,98.77300613496932,0.0,18.404907975460123,0.0,1.2269938650306749,0.0,0.0,,,
03BNAA36,03BNAA,1981,,,,15,7,8,0.0,180,176,0,58,1,4,0,0,97.77777777777777,0.0,32.22222222222222,0.5555555555555556,2.2222222222222223,0.0,0.0,,,
03BNAA37,03BNAA,1981,,,,0,0,0,0.0,108,105,0,20,0,2,0,0,97.22222222222223,0.0,18.51851851851852,0.0,1.8518518518518519,0.0,0.0,,,
03BNAA38,03BNAA,1981,,,,0,0,0,0.0,61,49,0,10,0,1,0,0,80.32786885245902,0.0,16.39344262295082,0.0,1.639344262295082,0.0,0.0,,,
03BNAA39,03BNAA,1981,,,,0,0,0,0.0,135,98,0,42,2,3,0,0,72.5925925925926,0.0,31.11111111111111,1.4814814814814814,2.2222222222222223,0.0,0.0,,,
03BNAA40,03BNAA,1981,,,,0,0,0,0.0,133,71,0,49,1,2,2,0,53.38345864661654,0.0,36.8421052631579,0.7518796992481203,1.5037593984962405,1.5037593984962405,0.0,,,
03BNAA41,03BNAA,1981,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAA42,03BNAA,1981,,,,7,6,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAA43,03BNAA,1981,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAB01,03BNAB,1981,,,,1,0,1,0.0,169,34,0,129,4,12,3,25,20.118343195266274,0.0,76.33136094674556,2.366863905325444,7.100591715976331,1.7751479289940828,14.792899408284024,,,
03BNAB02,03BNAB,1981,,,,0,0,0,0.0,118,3,0,91,2,15,0,0,2.542372881355932,0.0,77.11864406779661,1.694915254237288,12.711864406779661,0.0,0.0,,,
03BNAB03,03BNAB,1981,,,,2,2,0,0.0,179,11,2,146,2,3,6,16,6.145251396648045,1.1173184357541899,81.56424581005587,1.1173184357541899,1.675977653631285,3.35195530726257,8.938547486033519,,,
03BNAB04,03BNAB,1981,,,,0,0,0,0.0,178,0,1,137,3,13,2,0,0.0,0.5617977528089888,76.96629213483146,1.6853932584269662,7.303370786516854,1.1235955056179776,0.0,,,
03BNAB05,03BNAB,1981,,,,0,0,0,0.0,185,0,0,147,1,12,0,0,0.0,0.0,79.45945945945945,0.5405405405405406,6.486486486486487,0.0,0.0,,,
03BNAB06,03BNAB,1981,,,,0,0,0,0.0,243,43,1,182,6,18,43,9,17.695473251028808,0.411522633744856,74.89711934156378,2.4691358024691357,7.407407407407407,17.695473251028808,3.7037037037037037,,,
03BNAB07,03BNAB,1981,,,,0,0,0,0.0,232,1,0,203,2,12,1,0,0.43103448275862066,0.0,87.5,0.8620689655172413,5.172413793103448,0.43103448275862066,0.0,,,
03BNAB08,03BNAB,1981,,,,0,0,0,0.0,190,0,0,155,4,9,1,0,0.0,0.0,81.57894736842105,2.1052631578947367,4.7368421052631575,0.5263157894736842,0.0,,,
03BNAB09,03BNAB,1981,,,,0,0,0,0.0,192,0,0,160,1,8,0,0,0.0,0.0,83.33333333333333,0.5208333333333334,4.166666666666667,0.0,0.0,,,
03BNAB10,03BNAB,1981,,,,0,0,0,0.0,217,0,0,182,4,15,2,0,0.0,0.0,83.87096774193549,1.8433179723502304,6.912442396313364,0.9216589861751152,0.0,,,
03BNAB11,03BNAB,1981,,,,0,0,0,0.0,163,0,0,126,0,11,0,0,0.0,0.0,77.30061349693251,0.0,6.748466257668712,0.0,0.0,,,
03BNAB12,03BNAB,1981,,,,0,0,0,0.0,244,4,0,195,0,19,1,0,1.639344262295082,0.0,79.91803278688525,0.0,7.786885245901639,0.4098360655737705,0.0,,,
03BNAB13,03BNAB,1981,,,,2,1,1,0.0,243,3,2,181,7,19,2,0,1.2345679012345678,0.823045267489712,74.48559670781893,2.880658436213992,7.818930041152264,0.823045267489712,0.0,,,
03BNAB14,03BNAB,1981,,,,7,4,3,0.0,186,1,0,157,0,14,0,0,0.5376344086021505,0.0,84.40860215053763,0.0,7.526881720430108,0.0,0.0,,,
03BNAB15,03BNAB,1981,,,,8,3,5,0.0,245,6,0,213,0,9,0,0,2.4489795918367347,0.0,86.93877551020408,0.0,3.673469387755102,0.0,0.0,,,
03BNAB16,03BNAB,1981,,,,1,1,0,0.0,205,0,0,155,1,14,0,0,0.0,0.0,75.60975609756098,0.4878048780487805,6.829268292682927,0.0,0.0,,,
03BNAB17,03BNAB,1981,,,,1,0,1,0.0,212,1,0,181,8,17,2,0,0.4716981132075472,0.0,85.37735849056604,3.7735849056603774,8.018867924528301,0.9433962264150944,0.0,,,
03BNAB18,03BNAB,1981,,,,0,0,0,0.0,181,1,0,150,1,8,0,0,0.5524861878453039,0.0,82.87292817679558,0.5524861878453039,4.419889502762431,0.0,0.0,,,
03BNAB19,03BNAB,1981,,,,0,0,0,0.0,186,0,1,148,7,23,1,0,0.0,0.5376344086021505,79.56989247311827,3.763440860215054,12.365591397849462,0.5376344086021505,0.0,,,
03BNAB20,03BNAB,1981,,,,0,0,0,0.0,143,0,0,116,2,20,0,0,0.0,0.0,81.11888111888112,1.3986013986013985,13.986013986013987,0.0,0.0,,,
03BNAB21,03BNAB,1981,,,,0,0,0,0.0,181,1,0,146,1,13,2,0,0.5524861878453039,0.0,80.66298342541437,0.5524861878453039,7.18232044198895,1.1049723756906078,0.0,,,
03BNAB22,03BNAB,1981,,,,2,1,1,0.0,198,19,0,154,10,15,0,0,9.595959595959595,0.0,77.77777777777777,5.05050505050505,7.575757575757576,0.0,0.0,,,
03BNAB23,03BNAB,1981,,,,6,2,4,0.0,153,45,0,94,12,11,4,0,29.41176470588235,0.0,61.43790849673203,7.8431372549019605,7.189542483660131,2.6143790849673203,0.0,,,
03BNAB24,03BNAB,1981,,,,1,0,1,0.0,180,1,0,142,3,18,0,0,0.5555555555555556,0.0,78.88888888888889,1.6666666666666667,10.0,0.0,0.0,,,
03BNAB25,03BNAB,1981,,,,0,0,0,0.0,255,17,0,215,4,15,1,1,6.666666666666667,0.0,84.31372549019608,1.5686274509803921,5.882352941176471,0.39215686274509803,0.39215686274509803,,,
03BNAB26,03BNAB,1981,,,,0,0,0,0.0,113,0,0,97,4,5,0,0,0.0,0.0,85.84070796460178,3.5398230088495577,4.424778761061947,0.0,0.0,,,
03BNAB27,03BNAB,1981,,,,0,0,0,0.0,153,1,4,130,3,20,6,1,0.6535947712418301,2.6143790849673203,84.9673202614379,1.9607843137254901,13.071895424836601,3.9215686274509802,0.6535947712418301,,,
03BNAB28,03BNAB,1981,,,,0,0,0,0.0,63,0,0,52,0,3,0,0,0.0,0.0,82.53968253968254,0.0,4.761904761904762,0.0,0.0,,,
03BNAB29,03BNAB,1981,,,,0,0,0,0.0,188,1,1,133,0,13,2,0,0.5319148936170213,0.5319148936170213,70.74468085106383,0.0,6.914893617021277,1.0638297872340425,0.0,,,
03BNAB30,03BNAB,1981,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAC01,03BNAC,1981,,,,0,0,0,0.0,99,2,0,59,0,0,0,0,2.0202020202020203,0.0,59.5959595959596,0.0,0.0,0.0,0.0,,,
03BNAC02,03BNAC,1981,,,,0,0,0,0.0,82,3,0,54,0,1,1,0,3.658536585365854,0.0,65.85365853658537,0.0,1.2195121951219512,1.2195121951219512,0.0,,,
03BNAC03,03BNAC,1981,,,,0,0,0,0.0,189,61,0,90,0,0,0,0,32.27513227513227,0.0,47.61904761904762,0.0,0.0,0.0,0.0,,,
03BNAC04,03BNAC,1981,,,,0,0,0,0.0,164,1,0,112,1,10,0,0,0.6097560975609756,0.0,68.29268292682927,0.6097560975609756,6.097560975609756,0.0,0.0,,,
03BNAC05,03BNAC,1981,,,,2,1,1,0.0,221,11,1,161,2,14,2,0,4.97737556561086,0.45248868778280543,72.85067873303167,0.9049773755656109,6.334841628959276,0.9049773755656109,0.0,,,
03BNAC06,03BNAC,1981,,,,0,0,0,0.0,202,4,0,138,1,23,0,0,1.9801980198019802,0.0,68.31683168316832,0.49504950495049505,11.386138613861386,0.0,0.0,,,
03BNAC07,03BNAC,1981,,,,0,0,0,0.0,181,5,0,110,1,17,2,0,2.7624309392265194,0.0,60.773480662983424,0.5524861878453039,9.392265193370166,1.1049723756906078,0.0,,,
03BNAC08,03BNAC,1981,,,,0,0,0,0.0,181,5,0,129,4,11,0,0,2.7624309392265194,0.0,71.2707182320442,2.2099447513812156,6.077348066298343,0.0,0.0,,,
03BNAC09,03BNAC,1981,,,,0,0,0,0.0,88,4,0,61,2,2,0,0,4.545454545454546,0.0,69.31818181818181,2.272727272727273,2.272727272727273,0.0,0.0,,,
03BNAC10,03BNAC,1981,,,,0,0,0,0.0,83,80,0,12,0,4,0,0,96.3855421686747,0.0,14.457831325301205,0.0,4.819277108433735,0.0,0.0,,,
03BNAC11,03BNAC,1981,,,,1,1,0,0.0,165,153,0,41,1,1,0,0,92.72727272727273,0.0,24.848484848484848,0.6060606060606061,0.6060606060606061,0.0,0.0,,,
03BNAC12,03BNAC,1981,,,,5,2,3,0.0,275,270,0,49,0,10,0,1,98.18181818181819,0.0,17.818181818181817,0.0,3.6363636363636362,0.0,0.36363636363636365,,,
03BNAC13,03BNAC,1981,,,,0,0,0,0.0,168,167,0,23,2,10,0,0,99.4047619047619,0.0,13.69047619047619,1.1904761904761905,5.9523809523809526,0.0,0.0,,,
03BNAC14,03BNAC,1981,,,,0,0,0,0.0,115,7,1,72,2,2,2,2,6.086956521739131,0.8695652173913043,62.608695652173914,1.7391304347826086,1.7391304347826086,1.7391304347826086,1.7391304347826086,,,
03BNAC15,03BNAC,1981,,,,0,0,0,0.0,223,6,0,144,0,7,0,0,2.690582959641256,0.0,64.57399103139014,0.0,3.1390134529147984,0.0,0.0,,,
03BNAC16,03BNAC,1981,,,,0,0,0,0.0,180,12,0,111,2,6,0,0,6.666666666666667,0.0,61.666666666666664,1.1111111111111112,3.3333333333333335,0.0,0.0,,,
03BNAC17,03BNAC,1981,,,,0,0,0,0.0,190,7,0,101,0,7,1,0,3.6842105263157894,0.0,53.1578947368421,0.0,3.6842105263157894,0.5263157894736842,0.0,,,
03BNAC18,03BNAC,1981,,,,0,0,0,0.0,245,7,0,168,0,5,0,0,2.857142857142857,0.0,68.57142857142857,0.0,2.0408163265306123,0.0,0.0,,,
03BNAC19,03BNAC,1981,,,,0,0,0,0.0,149,5,0,107,3,4,1,0,3.3557046979865772,0.0,71.81208053691275,2.0134228187919465,2.684563758389262,0.6711409395973155,0.0,,,
03BNAC20,03BNAC,1981,,,,0,0,0,0.0,182,98,1,70,0,4,1,0,53.84615384615385,0.5494505494505495,38.46153846153846,0.0,2.197802197802198,0.5494505494505495,0.0,,,
03BNAC21,03BNAC,1981,,,,0,0,0,0.0,177,138,0,37,0,4,0,0,77.96610169491525,0.0,20.903954802259886,0.0,2.2598870056497176,0.0,0.0,,,
03BNAC22,03BNAC,1981,,,,4,4,0,0.0,173,4,0,116,0,3,0,0,2.3121387283236996,0.0,67.05202312138728,0.0,1.7341040462427746,0.0,0.0,,,
03BNAC23,03BNAC,1981,,,,0,0,0,0.0,195,10,0,109,1,7,0,0,5.128205128205129,0.0,55.8974358974359,0.5128205128205128,3.58974358974359,0.0,0.0,,,
03BNAC24,03BNAC,1981,,,,0,0,0,0.0,130,6,0,71,2,4,1,0,4.615384615384615,0.0,54.61538461538461,1.5384615384615385,3.076923076923077,0.7692307692307693,0.0,,,
03BNAC25,03BNAC,1981,,,,0,0,0,0.0,60,1,0,41,1,4,0,0,1.6666666666666667,0.0,68.33333333333333,1.6666666666666667,6.666666666666667,0.0,0.0,,,
03BNAC26,03BNAC,1981,,,,2,1,1,0.0,168,3,0,115,2,3,2,0,1.7857142857142858,0.0,68.45238095238095,1.1904761904761905,1.7857142857142858,1.1904761904761905,0.0,,,
03BNAC27,03BNAC,1981,,,,1,1,0,0.0,161,0,0,101,1,8,0,0,0.0,0.0,62.732919254658384,0.6211180124223602,4.968944099378882,0.0,0.0,,,
03BNAC28,03BNAC,1981,,,,2,1,1,0.0,175,5,0,104,5,7,0,0,2.857142857142857,0.0,59.42857142857143,2.857142857142857,4.0,0.0,0.0,,,
03BNAC29,03BNAC,1981,,,,0,0,0,0.0,176,45,0,83,0,2,0,0,25.568181818181817,0.0,47.15909090909091,0.0,1.1363636363636365,0.0,0.0,,,
03BNAC30,03BNAC,1981,,,,0,0,0,0.0,211,105,0,61,0,7,0,0,49.76303317535545,0.0,28.90995260663507,0.0,3.3175355450236967,0.0,0.0,,,
03BNAC31,03BNAC,1981,,,,0,0,0,0.0,157,0,0,116,5,5,0,0,0.0,0.0,73.88535031847134,3.1847133757961785,3.1847133757961785,0.0,0.0,,,
03BNAC32,03BNAC,1981,,,,0,0,0,0.0,198,1,0,152,0,3,1,0,0.5050505050505051,0.0,76.76767676767676,0.0,1.5151515151515151,0.5050505050505051,0.0,,,
03BNAC33,03BNAC,1981,,,,0,0,0,0.0,162,4,0,116,0,3,0,0,2.4691358024691357,0.0,71.60493827160494,0.0,1.8518518518518519,0.0,0.0,,,
03BNAC34,03BNAC,1981,,,,0,0,0,0.0,189,8,0,111,2,7,0,0,4.232804232804233,0.0,58.73015873015873,1.0582010582010581,3.7037037037037037,0.0,0.0,,,
03BNAC35,03BNAC,1981,,,,2,2,0,0.0,184,7,0,111,1,8,0,0,3.8043478260869565,0.0,60.32608695652174,0.5434782608695652,4.3478260869565215,0.0,0.0,,,
03BNAC36,03BNAC,1981,,,,3,2,1,0.0,171,1,0,92,2,13,0,0,0.5847953216374269,0.0,53.801169590643276,1.1695906432748537,7.60233918128655,0.0,0.0,,,
03BNAC37,03BNAC,1981,,,,0,0,0,0.0,187,6,0,121,0,4,0,0,3.2085561497326203,0.0,64.70588235294117,0.0,2.1390374331550803,0.0,0.0,,,
03BNAC38,03BNAC,1981,,,,1,0,1,0.0,165,2,0,97,1,11,0,0,1.2121212121212122,0.0,58.78787878787879,0.6060606060606061,6.666666666666667,0.0,0.0,,,
03BNAC39,03BNAC,1981,,,,0,0,0,0.0,164,3,0,91,1,11,0,0,1.829268292682927,0.0,55.48780487804878,0.6097560975609756,6.7073170731707314,0.0,0.0,,,
03BNAC40,03BNAC,1981,,,,3,0,3,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAD01,03BNAD,1981,,,,0,0,0,0.0,173,7,0,108,2,8,1,0,4.046242774566474,0.0,62.42774566473989,1.1560693641618498,4.624277456647399,0.5780346820809249,0.0,,,
03BNAD02,03BNAD,1981,,,,0,0,0,0.0,219,1,0,153,6,20,1,0,0.45662100456621,0.0,69.86301369863014,2.73972602739726,9.132420091324201,0.45662100456621,0.0,,,
03BNAD03,03BNAD,1981,,,,0,0,0,0.0,157,26,0,93,7,5,0,0,16.56050955414013,0.0,59.23566878980892,4.45859872611465,3.1847133757961785,0.0,0.0,,,
03BNAD04,03BNAD,1981,,,,0,0,0,0.0,233,0,0,170,0,12,1,0,0.0,0.0,72.96137339055794,0.0,5.150214592274678,0.4291845493562232,0.0,,,
03BNAD05,03BNAD,1981,,,,4,2,2,0.0,197,62,1,86,6,2,21,22,31.472081218274113,0.5076142131979695,43.65482233502538,3.045685279187817,1.015228426395939,10.65989847715736,11.16751269035533,,,
03BNAD06,03BNAD,1981,,,,0,0,0,0.0,216,171,0,97,0,2,9,1,79.16666666666667,0.0,44.907407407407405,0.0,0.9259259259259259,4.166666666666667,0.46296296296296297,,,
03BNAD07,03BNAD,1981,,,,0,0,0,0.0,189,27,0,127,1,4,0,0,14.285714285714286,0.0,67.19576719576719,0.5291005291005291,2.1164021164021163,0.0,0.0,,,
03BNAD08,03BNAD,1981,,,,1,0,1,0.0,173,31,2,105,0,7,3,0,17.91907514450867,1.1560693641618498,60.69364161849711,0.0,4.046242774566474,1.7341040462427746,0.0,,,
03BNAD09,03BNAD,1981,,,,0,0,0,0.0,203,70,0,113,0,6,0,0,34.48275862068966,0.0,55.66502463054187,0.0,2.955665024630542,0.0,0.0,,,
03BNAD10,03BNAD,1981,,,,0,0,0,0.0,219,135,0,90,1,4,0,0,61.64383561643836,0.0,41.0958904109589,0.45662100456621,1.82648401826484,0.0,0.0,,,
03BNAD11,03BNAD,1981,,,,3,3,0,0.0,171,48,0,88,2,1,0,0,28.07017543859649,0.0,51.461988304093566,1.1695906432748537,0.5847953216374269,0.0,0.0,,,
03BNAD12,03BNAD,1981,,,,9,3,6,0.0,147,66,0,75,2,3,0,0,44.89795918367347,0.0,51.02040816326531,1.3605442176870748,2.0408163265306123,0.0,0.0,,,
03BNAD13,03BNAD,1981,,,,4,1,3,0.0,170,36,0,101,5,2,4,5,21.176470588235293,0.0,59.411764705882355,2.9411764705882355,1.1764705882352942,2.3529411764705883,2.9411764705882355,,,
03BNAD14,03BNAD,1981,,,,0,0,0,0.0,179,16,0,109,2,6,0,0,8.938547486033519,0.0,60.89385474860335,1.1173184357541899,3.35195530726257,0.0,0.0,,,
03BNAD15,03BNAD,1981,,,,0,0,0,0.0,196,15,0,108,0,12,0,0,7.653061224489796,0.0,55.10204081632653,0.0,6.122448979591836,0.0,0.0,,,
03BNAD16,03BNAD,1981,,,,0,0,0,0.0,207,22,0,137,2,16,1,0,10.628019323671497,0.0,66.18357487922705,0.966183574879227,7.729468599033816,0.4830917874396135,0.0,,,
03BNAD17,03BNAD,1981,,,,5,3,2,0.0,240,11,1,163,3,15,1,0,4.583333333333333,0.4166666666666667,67.91666666666667,1.25,6.25,0.4166666666666667,0.0,,,
03BNAD18,03BNAD,1981,,,,0,0,0,0.0,215,34,1,132,3,13,4,0,15.813953488372093,0.46511627906976744,61.395348837209305,1.3953488372093024,6.046511627906977,1.8604651162790697,0.0,,,
03BNAD19,03BNAD,1981,,,,0,0,0,0.0,211,105,0,90,1,6,1,0,49.76303317535545,0.0,42.654028436018955,0.47393364928909953,2.843601895734597,0.47393364928909953,0.0,,,
03BNAD20,03BNAD,1981,,,,2,2,0,0.0,124,40,0,66,1,2,1,0,32.25806451612903,0.0,53.225806451612904,0.8064516129032258,1.6129032258064515,0.8064516129032258,0.0,,,
03BNAD21,03BNAD,1981,,,,1,0,1,0.0,149,28,0,91,1,2,0,0,18.79194630872483,0.0,61.07382550335571,0.6711409395973155,1.342281879194631,0.0,0.0,,,
03BNAD22,03BNAD,1981,,,,2,1,1,0.0,131,30,0,78,5,3,0,0,22.900763358778626,0.0,59.541984732824424,3.816793893129771,2.2900763358778624,0.0,0.0,,,
03BNAD23,03BNAD,1981,,,,0,0,0,0.0,188,10,0,124,1,11,0,0,5.319148936170213,0.0,65.95744680851064,0.5319148936170213,5.851063829787234,0.0,0.0,,,
03BNAD24,03BNAD,1981,,,,1,0,1,0.0,174,64,0,53,5,3,1,0,36.7816091954023,0.0,30.45977011494253,2.8735632183908044,1.7241379310344827,0.5747126436781609,0.0,,,
03BNAD25,03BNAD,1981,,,,13,5,8,0.0,194,15,0,126,13,4,1,0,7.731958762886598,0.0,64.94845360824742,6.701030927835052,2.0618556701030926,0.5154639175257731,0.0,,,
03BNAD26,03BNAD,1981,,,,4,1,3,0.0,118,40,0,62,3,0,1,0,33.898305084745765,0.0,52.54237288135593,2.542372881355932,0.0,0.847457627118644,0.0,,,
03BNAD27,03BNAD,1981,,,,3,1,2,0.0,161,58,0,71,14,2,0,0,36.024844720496894,0.0,44.099378881987576,8.695652173913043,1.2422360248447204,0.0,0.0,,,
03BNAD28,03BNAD,1981,,,,0,0,0,0.0,121,57,0,52,0,0,0,0,47.107438016528924,0.0,42.97520661157025,0.0,0.0,0.0,0.0,,,
03BNAD29,03BNAD,1981,,,,1,1,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAD30,03BNAD,1981,,,,8,0,8,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAD31,03BNAD,1981,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAD32,03BNAD,1981,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,
03BNAE01,03BNAE,1981,,,,0,0,0,0.0,199,3,0,169,6,15,0,0,1.5075376884422111,0.0,84.92462311557789,3.0150753768844223,7.5376884422110555,0.0,0.0,,,
03BNAE02,03BNAE,1981,,,,0,0,0,0.0,224,0,0,203,9,20,0,0,0.0,0.0,90.625,4.017857142857143,8.928571428571429,0.0,0.0,,,
03BNAE03,03BNAE,1981,,,,0,0,0,0.0,218,2,0,182,7,18,0,0,0.9174311926605505,0.0,83.4862385321101,3.2110091743119265,8.256880733944953,0.0,0.0,,,
